c0,c1,c2,c3,Requested_tolerance,estimated_error,l0,l1,l2,l3,Total_retrieve_size,MaxErr,MSE,PSNR
4.36,2.13,0.24,4.08,9953.48,9681.28,15,10,5,5,4979037,3946.77,336890,44.6846
5.03,2.44,1.67,2.62,9953.48,7861.44,14,9,7,5,5873010,2151.35,143568,48.3889
0.34,1.91,3.55,0.07,9953.48,8013.13,10,8,7,0,1995723,11022.8,541907,42.6202
5.36,3.86,0.91,3.68,9953.48,9048.32,15,10,7,5,6123299,2156.18,142469,48.4223
3.01,0.03,1.98,2.66,9953.48,7817.28,14,4,7,5,5271501,7572.06,650648,41.826
4.12,1.32,4.72,1.08,9953.48,7648,14,8,8,4,4469903,3775.06,363192,44.3581
5.45,0.21,1,3.28,9953.48,9369.92,14,6,6,5,4718794,3229.19,258371,45.8371
1.78,0.07,3.28,3.64,9953.48,9534.72,13,5,8,5,6264348,3777.49,307769,45.0772
4.03,4.23,2.17,0.93,9953.48,9594.24,13,9,6,4,2945850,4082.29,429074,43.6342
4.99,3.19,3.91,2.43,9953.48,7954.88,14,9,8,5,6850694,1828.19,128194,48.8808
3.87,3.74,0.25,3.31,9953.48,8884.16,14,9,5,5,4728748,3900.61,338042,44.6698
4.78,1,2.34,3.28,9953.48,9778.56,14,8,7,5,5687147,2181.03,146743,48.2939
2.79,3.22,3.41,0.48,9953.48,9429.76,12,8,7,3,2367727,6723.6,573371,42.3751
1.13,4.24,1.19,1.43,9953.48,9669.12,11,9,6,4,2876796,4092.17,432564,43.599
3.75,1.19,4.62,4.23,9953.48,7061.6,15,9,8,6,10573881,1084.94,47239.8,53.2164
1.77,3.99,4.22,2.12,9953.48,7126.4,13,10,8,5,7022790,1846.29,127367,48.9089
3.69,2.63,4.66,2.11,9953.48,7498.56,14,9,8,5,6850694,1828.19,128194,48.8808
1.72,3.09,4.64,1.67,9953.48,9721.6,13,10,8,4,4827862,3634.56,358782,44.4112
1.75,2.32,2.02,3.53,9953.48,9947.84,14,9,7,5,5873010,2151.35,143568,48.3889
5.42,0.54,2.51,1.71,9953.48,9937.6,15,8,7,4,3532123,3810.64,377575,44.1895
3.69,0.23,0.08,0.22,9953.48,8688.64,10,4,3,2,130672,18580.9,1.52247e+06,38.134
2.16,4.33,2.24,4.27,9953.48,7012.48,14,11,7,6,9998110,1509.66,60890.8,52.114
3.1,3.13,0.5,5.01,9953.48,6654.08,14,10,6,6,9072735,1920.08,115747,49.3244
2,3.06,2.46,1.39,9953.48,9251.84,12,9,7,4,3603623,3803.02,375040,44.2187
2.24,5.37,0.55,0.32,9953.48,7910.4,12,8,5,3,1223465,7677.52,765288,41.1212
0.3,2.6,3.59,1.85,9953.48,6369.28,11,9,8,5,6743351,1918.19,132221,48.7465
0.01,3.64,5.12,0.54,9953.48,8017.92,7,9,8,3,3418446,8539.88,1.92722e+06,37.1102
3.69,5.53,3.42,2.01,9953.48,8444.48,14,10,7,5,6083395,2152.43,142464,48.4225
2.17,0.64,3.27,3.5,9953.48,9239.36,14,8,8,5,6664831,1857.87,131533,48.7692
4.02,0.43,1.6,0.01,9953.48,9804.85,11,5,5,0,517162,10960.4,894535,40.4435
3.06,4.74,2.63,2.59,9953.48,8702.08,14,10,7,5,6083395,2152.43,142464,48.4225
2.42,1.43,1.66,4.17,9953.48,6413.44,14,9,7,6,9556293,1450.66,62110.9,52.0278
1.63,2.49,4.65,5.01,9953.48,7934.08,13,10,8,6,10706073,1052.29,46501.1,53.2849
2.34,0.33,1.46,0.17,9953.48,9817.13,13,7,7,0,1938739,10978,538212,42.65
4.14,4.29,3.35,5.3,9953.48,7757.76,15,10,8,6,10784266,1053.47,46324.6,53.3014
4.42,4.01,1.97,4.95,9953.48,7670.08,15,10,7,6,9806582,1508.37,61087.8,52.0999
4.42,1.65,2.03,5.08,9953.48,7773.76,15,9,7,6,9596197,1454.66,62084.2,52.0297
3.72,3.62,2.09,4.66,9953.48,7434.88,15,10,7,6,9806582,1508.37,61087.8,52.0999
2.09,3.34,0.27,0.09,9953.48,8604.59,11,8,4,0,648489,11818.4,969285,40.095
1.27,3.95,1.7,3.97,9953.48,6392.96,13,10,7,6,9728389,1506.37,61297.4,52.0851
2.13,0.63,3.79,2.86,9953.48,8256.64,13,8,8,5,6626542,1880.37,131706,48.7635
1.3,4.42,2.14,0.98,9953.48,9694.72,12,9,6,4,2909680,4138.29,429967,43.6251
2.3,2.38,1.83,5.2,9953.48,7576.96,14,10,7,6,9766678,1504.37,61128.9,52.097
0.11,1.83,3.32,3.43,9953.48,9249.28,10,9,8,5,6715456,1985.25,144048,48.3744
1.76,3.73,2.54,3.28,9953.48,9908.48,13,10,7,5,6045106,2180.43,142726,48.4145
0.52,3.27,1.59,4.19,9953.48,6403.84,12,10,7,6,9692219,1454.37,61993.4,52.036
0.4,5.48,2.02,0.8,9953.48,8217.6,11,10,6,4,3087181,4097.94,431647,43.6082
4.97,3.96,3.98,2.43,9953.48,9718.08,14,10,7,5,6083395,2152.43,142464,48.4225
4.27,4.01,3.24,1.19,9953.48,9491.84,13,9,7,4,3639793,3819.02,374368,44.2265
1.08,2.72,3.16,2.9,9953.48,9940.48,13,9,7,5,5834721,2173.85,143859,48.3801
5.29,5.48,4.73,1.42,9953.48,9108.8,14,10,8,4,4866151,3618.56,358696,44.4122
2.15,4.02,1.43,3.53,9953.48,9345.92,13,10,7,5,6045106,2180.43,142726,48.4145
4.75,1.15,3.67,4.74,9953.48,7103.2,15,9,8,6,10573881,1084.94,47239.8,53.2164
2.23,5.32,2.51,5.04,9953.48,8143.04,14,11,7,6,9998110,1509.66,60890.8,52.114
1.3,1.37,0.48,4.82,9953.48,6352.64,13,9,6,6,8824061,1994.5,116678,49.2896
3.77,2.38,0.51,4.32,9953.48,5833.12,15,10,6,6,9112639,1928.08,115651,49.328
2.95,4.86,2.68,0.84,9953.48,7617.92,13,9,7,4,3639793,3819.02,374368,44.2265
2.08,3.58,3.23,5.07,9953.48,7370.24,14,10,8,6,10744362,1048.01,46398.4,53.2945
4.36,0.42,1.95,4.31,9953.48,6695.04,15,8,7,6,9410334,1476.87,65473.9,51.7988
2.63,2.09,4.04,2.79,9953.48,8401.6,14,9,8,5,6850694,1828.19,128194,48.8808
1.31,0.04,4.55,0.37,9953.48,8353.28,11,4,7,3,1919197,9093.2,1.07802e+06,39.6332
1.21,3.4,4.01,2.76,9953.48,8653.44,13,9,8,5,6812405,1850.69,128419,48.8732
2.1,4.88,4,0.54,9953.48,9903.36,13,9,7,3,2589760,6713.49,569651,42.4034
5.03,4.63,0.47,3.65,9953.48,9191.36,14,10,6,5,5389452,2807.67,196109,47.0345
1.5,5.03,4.29,2.08,9953.48,7196.16,13,10,8,5,7022790,1846.29,127367,48.9089
0.47,0.57,3.51,1.59,9953.48,8721.92,11,8,8,4,4362560,3855.06,366723,44.3161
1.39,1.16,3.5,4.06,9953.48,6290.88,14,9,8,6,10533977,1072.94,47299.2,53.211
3.63,4.43,2.46,4.68,9953.48,7936.48,15,10,7,6,9806582,1508.37,61087.8,52.0999
3.43,2.84,5.51,1.77,9953.48,6919.36,14,10,8,5,7061079,1818.39,127171,48.9156
3.81,1.22,3.93,3.77,9953.48,6245.92,15,9,8,6,10573881,1084.94,47239.8,53.2164
3.19,1.95,3.33,2.31,9953.48,8742.08,14,9,7,5,5873010,2151.35,143568,48.3889
5.07,1.98,3.8,2.58,9953.48,9844.16,14,9,7,5,5873010,2151.35,143568,48.3889
3.34,2.88,5.43,1.31,9953.48,9096.96,13,9,8,4,4617477,3662.42,359694,44.4002
4.17,1.58,1.27,1.67,9953.48,8678.72,14,9,7,4,3678082,3793.02,374187,44.2286
4.64,1.18,3.17,5.5,9953.48,7631.36,15,9,8,6,10573881,1084.94,47239.8,53.2164
0.42,1.43,5.32,3.34,9953.48,8622.08,12,9,9,5,8000196,1825.35,124824,48.9965
1.9,3.93,1.52,2.88,9953.48,9635.84,13,10,6,5,5351163,2791.67,196261,47.0312
3.51,2.22,3.31,2.4,9953.48,8985.28,14,9,7,5,5873010,2151.35,143568,48.3889
2.47,3.3,1.27,0.24,9953.48,9173.76,12,8,5,3,1223465,7677.52,765288,41.1212
5.04,5.39,0.03,3.75,9953.48,9712.64,14,9,3,5,4417776,12682.8,637117,41.9173
4.77,5.06,4.91,4.09,9953.48,7102.24,15,11,8,6,11015698,1057.31,46051.3,53.3271
5.45,4.03,1.08,3.42,9953.48,9906.24,14,10,6,5,5389452,2807.67,196109,47.0345
2.81,1.65,0.1,4.97,9953.48,6011.2,14,9,5,6,8412031,3665.29,255434,45.8867
3.23,0.43,0.39,5.39,9953.48,6861.76,14,7,6,6,8522554,2285.25,131691,48.764
4.14,0.34,4.48,2.93,9953.48,8775.04,14,7,8,5,6510898,2087.25,143686,48.3854
2.84,3.23,1.92,5.16,9953.48,7754.24,14,10,7,6,9766678,1504.37,61128.9,52.097
1.37,0.23,3.53,3.34,9953.48,8970.88,13,7,8,5,6472609,2117.75,143952,48.3773
3.79,2.39,2.37,3.77,9953.48,9300.96,15,10,8,5,7100983,1822.04,127144,48.9165
2.2,3.79,2.69,1.75,9953.48,6894.08,14,10,7,5,6083395,2152.43,142464,48.4225
2.03,0.13,5.5,0.23,9953.48,8308.48,12,5,7,3,2005533,7468.24,749658,41.2109
4.45,3.28,4.82,0.76,9953.48,9030.72,14,9,7,4,3678082,3793.02,374187,44.2286
1.99,0.96,3.07,4.2,9953.48,6182.08,14,9,8,6,10533977,1072.94,47299.2,53.211
4.6,2.02,2.57,1.01,9953.48,7950.08,14,8,7,4,3492219,3807.64,377636,44.1888
1.43,0.42,2.07,1.48,9953.48,8794.88,12,7,7,4,3263827,3772.94,390357,44.0449
5.25,5.1,2.42,1.26,9953.48,9112.64,14,9,7,4,3678082,3793.02,374187,44.2286
5.41,0.96,5.02,1.98,9953.48,7203.36,15,8,8,5,6704735,1860.87,131494,48.7704
3.43,4.87,3.54,1.48,9953.48,8607.68,14,10,8,4,4866151,3618.56,358696,44.4122
4.24,3.39,1.67,1.07,9953.48,8942.08,13,9,6,4,2945850,4082.29,429074,43.6342
0.55,3.09,0.9,3.22,9953.48,9369.6,11,9,6,5,5071724,2693.68,200969,46.9282
0.61,4.42,2.52,3.19,9953.48,9835.52,11,10,7,5,5976052,2231.55,146603,48.2981
4.34,0.8,3.54,1.73,9953.48,9447.04,14,8,8,4,4469903,3775.06,363192,44.3581
4.7,2.42,2.03,2.57,9953.48,8112,14,9,7,5,5873010,2151.35,143568,48.3889
1.05,0.56,0.36,3.95,9953.48,9918.08,13,8,5,5,4504596,4095.57,341344,44.6276
4.93,2.93,4.81,3.57,9953.48,8996.64,15,10,9,5,8324944,1796.38,122975,49.0613
0.3,3.06,1.57,1.58,9953.48,8939.52,11,9,7,4,3570739,3899.02,378082,44.1836
0.83,1.21,3.15,5.52,9953.48,7681.28,12,9,8,6,10459518,1087.52,48201,53.1289
3.22,1.98,3.1,1.43,9953.48,9744.64,13,9,7,4,3639793,3819.02,374368,44.2265
1.38,1.06,5.49,3.17,9953.48,9934.08,13,8,8,5,6626542,1880.37,131706,48.7635
0.79,0.66,1.78,4.42,9953.48,6737.28,13,8,7,6,9332141,1474.87,65671.7,51.7857
1.15,0.13,4.76,1.47,9953.48,8871.68,12,6,8,4,4121034,4768.91,422493,43.7013
2.96,5.52,4.65,4.83,9953.48,7774.72,14,11,8,6,10975794,1053.31,46117.8,53.3208
5.06,4.71,2.49,5.04,9953.48,8394.56,15,10,7,6,9806582,1508.37,61087.8,52.0999
4.07,4.64,1.13,2.56,9953.48,8281.28,14,10,6,5,5389452,2807.67,196109,47.0345
0.68,5.43,0.58,2.12,9953.48,6311.68,12,10,6,5,5314993,2855.67,196990,47.0151
4.66,3.97,0.12,2.18,9953.48,5613.44,14,10,5,5,4939133,3954.77,336853,44.6851
3.45,2.77,5.32,5.14,9953.48,8452.16,14,10,8,6,10744362,1048.01,46398.4,53.2945
3.46,2.14,2.83,0.75,9953.48,9811.2,13,9,7,3,2589760,6713.49,569651,42.4034
4.95,0.52,2.46,4.21,9953.48,5916,15,8,8,6,10388018,1206.53,50793.7,52.9014
0.61,3.49,3.23,0.16,9953.48,9552.12,12,10,8,0,3430434,11183.1,507530,42.9049
4.29,3.21,3.18,0.76,9953.48,7328.32,14,9,7,4,3678082,3793.02,374187,44.2286
2.63,1.66,3.4,3.43,9953.48,9274.56,14,9,8,5,6850694,1828.19,128194,48.8808
4.01,5.39,1.07,2.45,9953.48,8027.2,14,10,6,5,5389452,2807.67,196109,47.0345
2.24,3.42,4.6,3.45,9953.48,9930.24,14,10,8,5,7061079,1818.39,127171,48.9156
1.2,0.64,3.06,5,9953.48,7091.2,13,8,8,6,10309825,1191.03,50958.4,52.8873
4.15,2.89,4.41,3.14,9953.48,9561.28,14,9,8,5,6850694,1828.19,128194,48.8808
0.42,4.11,1.49,0.08,9953.48,9057.66,10,8,6,0,1301780,11117.3,596875,42.2007
4.99,4.07,4.38,3.48,9953.48,9709.92,15,11,8,5,7332415,1817.7,126931,48.9238
0.89,1.61,1.83,2.91,9953.48,8771.84,12,8,7,5,5612688,2199.03,147538,48.2705
4.48,5.26,4.34,1.43,9953.48,8896,14,10,8,4,4866151,3618.56,358696,44.4122
0.15,2.4,1.75,2.27,9953.48,7132.16,10,9,7,5,5737772,2301.53,159093,47.943
3.83,5.26,2.28,4.72,9953.48,7565.92,15,11,7,6,10038014,1513.66,60856.9,52.1164
4.82,0.53,0.94,2.09,9953.48,6902.4,14,7,6,5,4839271,2784.45,212416,46.6876
4.82,0.04,5.14,2.17,9953.48,7393.92,14,5,8,5,6302637,3809.49,307408,45.0823
0.59,3.27,4.72,4.87,9953.48,7897.6,12,10,8,6,10669903,1069.06,47328.4,53.2083
3.35,3.84,1.4,3.98,9953.48,6054.24,15,10,7,6,9806582,1508.37,61087.8,52.0999
0.04,0.08,3.82,5.35,9953.48,7639.04,9,6,8,6,9916333,2458.47,184021,47.3108
3.45,2.42,3.28,3.58,9953.48,9741.12,14,9,8,5,6850694,1828.19,128194,48.8808
5.26,0.94,5.26,4.06,9953.48,7175.36,15,9,8,6,10573881,1084.94,47239.8,53.2164
3.63,5.28,4.2,4.82,9953.48,7482.08,15,11,8,6,11015698,1057.31,46051.3,53.3271
5.18,2.07,4.36,2.51,9953.48,8068.48,14,9,8,5,6850694,1828.19,128194,48.8808
0.29,4.91,1.27,4.68,9953.48,6481.28,11,11,7,6,9890767,1507.66,64790.2,51.8444
4.49,1.04,5.17,2.39,9953.48,8217.92,14,8,8,5,6664831,1857.87,131533,48.7692
0.21,3.78,4.64,1,9953.48,9922.56,10,9,7,4,3542844,3803.02,390266,44.0459
0.76,0.95,1.26,2.36,9953.48,7997.44,12,8,6,5,4918745,2808.87,201432,46.9182
3.96,5.25,4.76,1.44,9953.48,9134.08,14,10,8,4,4866151,3618.56,358696,44.4122
2.9,5.1,0.41,3.24,9953.48,9153.28,13,10,5,5,4900844,3938.77,337178,44.6809
4.15,0.49,4.2,4.29,9953.48,6860.64,15,8,8,6,10388018,1206.53,50793.7,52.9014
1.8,1.57,2.65,2.26,9953.48,7859.2,13,9,7,5,5834721,2173.85,143859,48.3801
3.62,2.49,0.07,3.22,9953.48,7921.28,14,9,4,5,4497881,7319.02,592178,42.235
1.46,0.98,1.06,0.6,9953.48,8276.48,12,7,6,3,1519851,7066.92,638649,41.9069
4.87,0.99,3.64,5.03,9953.48,7599.2,15,8,8,6,10388018,1206.53,50793.7,52.9014
4.08,0.26,4.52,4.66,9953.48,7417.6,15,7,8,6,10234085,1431.88,62509.5,52
4.86,5.19,4.24,3.36,9953.48,9872,14,10,8,5,7061079,1818.39,127171,48.9156
0.9,2.57,1.05,3.61,9953.48,9930.24,13,10,6,5,5351163,2791.67,196261,47.0312
5.42,0.39,4.18,3.24,9953.48,9348.48,14,7,8,5,6510898,2087.25,143686,48.3854
5.49,1.64,4.99,2.06,9953.48,7281.44,15,9,8,5,6890598,1831.19,128181,48.8813
2.89,0.66,3.57,5.06,9953.48,7439.68,14,8,8,6,10348114,1211.03,50879.3,52.8941
4.29,3.68,5.05,3.82,9953.48,7036.96,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.53,0.43,4.64,0.2,9953.48,9941.2,16,9,10,0,6038712,11005.6,502025,42.9522
4.2,3.98,1.23,1.16,9953.48,8558.08,13,9,6,4,2945850,4082.29,429074,43.6342
0.1,2.21,3.62,2.95,9953.48,8512,10,9,8,5,6715456,1985.25,144048,48.3744
1.76,5.53,4.92,4.14,9953.48,7168.64,14,11,8,6,10975794,1053.31,46117.8,53.3208
4.18,5.49,2.87,2.66,9953.48,9223.04,14,10,7,5,6083395,2152.43,142464,48.4225
3.3,2.65,1.96,0.74,9953.48,8958.72,13,9,7,3,2589760,6713.49,569651,42.4034
1.37,4.53,3.75,1.62,9953.48,9223.04,13,10,8,4,4827862,3634.56,358782,44.4112
1.67,3.13,2.32,2.44,9953.48,8280.96,13,9,7,5,5834721,2173.85,143859,48.3801
4.1,3.82,4.61,5.21,9953.48,8249.92,15,10,8,6,10784266,1053.47,46324.6,53.3014
3.43,2.51,0.63,2.95,9953.48,8084.16,14,9,6,5,5179067,2757.68,197076,47.0132
3.05,2.85,5.22,3.56,9953.48,9040.8,15,10,9,5,8324944,1796.38,122975,49.0613
4.63,1.73,1.84,3.21,9953.48,9492.16,14,8,7,5,5687147,2181.03,146743,48.2939
3.91,2.04,5.3,5.21,9953.48,8633.44,15,9,8,6,10573881,1084.94,47239.8,53.2164
4.29,3.85,5.42,3.97,9953.48,6014.24,15,10,9,6,12008227,974.598,41853.4,53.7422
1.02,2.63,0.19,4.13,9953.48,9638.4,13,10,5,5,4900844,3938.77,337178,44.6809
2.69,3.48,1.62,3.38,9953.48,9644.16,13,9,7,5,5834721,2173.85,143859,48.3801
2.8,0.82,3.06,2.3,9953.48,8353.28,14,8,7,5,5687147,2181.03,146743,48.2939
3.74,0.66,0.1,1.57,9953.48,8840.96,13,6,4,4,1804391,8115.61,879224,40.5185
0.85,1.55,3.03,5.52,9953.48,7709.44,12,9,8,6,10459518,1087.52,48201,53.1289
0.32,5.22,4.12,2.34,9953.48,9761.28,11,10,7,5,5976052,2231.55,146603,48.2981
0.66,2.3,2.57,2.48,9953.48,8384,12,9,7,5,5798551,2169.35,144311,48.3665
2.85,5.09,0.83,0.97,9953.48,8858.24,13,9,5,4,2495531,5748.36,564918,42.4396
1.42,5.22,0.21,1.08,9953.48,7662.08,12,9,4,4,2228494,7518.58,818407,40.8298
3.77,0.25,0.39,1.29,9953.48,7634.56,13,6,5,4,2035258,5977.8,625583,41.9966
3.56,0.89,0.83,4.19,9953.48,9715.84,15,9,7,5,5912914,2154.35,143588,48.3883
5.38,5.02,0.54,2.73,9953.48,8617.6,14,10,5,5,4939133,3954.77,336853,44.6851
4.63,4.23,1.29,4.2,9953.48,5966.56,15,11,7,6,10038014,1513.66,60856.9,52.1164
3.49,1.16,3.94,1.8,9953.48,6409.28,14,8,8,5,6664831,1857.87,131533,48.7692
0.76,3.45,0.89,0.19,9953.48,9936.91,13,11,7,0,2720352,11068,521449,42.7874
4.6,0.39,3.64,4.4,9953.48,6642.56,15,8,8,6,10388018,1206.53,50793.7,52.9014
0.43,3.29,2.49,2.39,9953.48,8396.8,11,9,7,5,5765667,2241.35,147796,48.2629
5.27,3.78,4.1,2.28,9953.48,7421.12,14,10,8,5,7061079,1818.39,127171,48.9156
3.18,3.51,1.64,1.03,9953.48,8679.68,13,9,6,4,2945850,4082.29,429074,43.6342
3.75,5.29,3.25,0.55,9953.48,9427.84,13,9,7,3,2589760,6713.49,569651,42.4034
0.98,2.47,2.14,1.49,9953.48,9052.16,12,9,7,4,3603623,3803.02,375040,44.2187
4.43,4.38,3.05,4.02,9953.48,6029.28,15,11,8,6,11015698,1057.31,46051.3,53.3271
3.4,0.31,2.8,4.34,9953.48,6249.6,15,7,8,6,10234085,1431.88,62509.5,52
1.83,0.38,1.09,3.24,9953.48,9374.08,13,7,6,5,4800982,2771.45,212638,46.6831
4.61,5.34,0.63,0.34,9953.48,8689.92,12,8,5,3,1223465,7677.52,765288,41.1212
5.32,2.57,4.87,0.11,9953.48,8390.93,14,9,8,0,3294508,11111.7,507578,42.9045
4.83,0.86,0.44,2.32,9953.48,7148.48,14,8,5,5,4542885,4111.57,341043,44.6314
5.27,1,3.26,1.4,9953.48,9753.28,14,8,7,4,3492219,3807.64,377636,44.1888
2.75,1.75,0.91,4.63,9953.48,6208.96,14,9,7,6,9556293,1450.66,62110.9,52.0278
4.21,5.06,3.48,3.57,9953.48,9875.52,14,10,8,5,7061079,1818.39,127171,48.9156
5.17,4.46,2.83,0.5,9953.48,8301.12,14,9,7,3,2628049,6681.49,569373,42.4055
5.28,3.53,4.15,2.88,9953.48,9095.68,14,9,8,5,6850694,1828.19,128194,48.8808
1.2,5.26,3.69,1.86,9953.48,6448.64,13,10,8,5,7022790,1846.29,127367,48.9089
3.64,5.4,0.92,3.46,9953.48,9894.4,13,10,6,5,5351163,2791.67,196261,47.0312
5.15,3.33,0.85,2.37,9953.48,7611.84,14,9,6,5,5179067,2757.68,197076,47.0132
4.25,2.89,0.21,4.11,9953.48,9783.36,14,10,5,5,4939133,3954.77,336853,44.6851
0.84,2.69,2.87,2.1,9953.48,8035.84,12,9,7,5,5798551,2169.35,144311,48.3665
4.08,1.65,4.43,0.38,9953.48,9600,13,7,7,3,2249964,6711.62,585261,42.286
2.97,3.42,3.03,3.28,9953.48,8801.6,14,10,8,5,7061079,1818.39,127171,48.9156
4.82,1.92,4.36,3.77,9953.48,6415.68,15,10,8,6,10784266,1053.47,46324.6,53.3014
3.2,1.04,0.07,1.78,9953.48,9338.88,12,7,4,4,1888698,7756.89,833481,40.7505
3.05,2.18,0.85,4.92,9953.48,7434.56,14,9,6,6,8862350,1978.5,116592,49.2928
4,0.68,3.4,4.49,9953.48,6750.72,15,8,8,6,10388018,1206.53,50793.7,52.9014
2.52,2.37,0.98,4.31,9953.48,5800.96,14,10,7,6,9766678,1504.37,61128.9,52.097
3.23,2.56,3.44,4.06,9953.48,6298.08,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.82,3.85,0.32,2.37,9953.48,6747.52,14,10,5,5,4939133,3954.77,336853,44.6851
2.78,5.54,1.32,4.57,9953.48,6474.88,14,11,7,6,9998110,1509.66,60890.8,52.114
1.89,0.13,5.33,4.48,9953.48,7643.2,14,6,8,6,10073704,1998.28,109050,49.5832
0.03,5.29,2.96,2.95,9953.48,9811.2,8,10,7,5,5908684,3071.2,465839,43.2771
0.39,0.28,5.06,3.28,9953.48,9694.72,11,7,8,5,6403555,2134.86,147835,48.2617
1.21,1.5,2.09,3.22,9953.48,9657.6,12,8,7,5,5612688,2199.03,147538,48.2705
4.7,2.5,2.54,0.31,9953.48,9322.24,13,8,6,3,1709954,7112.62,626140,41.9928
2.61,4.66,1.11,4.39,9953.48,6013.76,14,11,7,6,9998110,1509.66,60890.8,52.114
3.65,5.13,2.72,0.59,9953.48,9165.44,13,9,7,3,2589760,6713.49,569651,42.4034
4.69,1.47,3.02,3.25,9953.48,8653.6,15,9,8,5,6890598,1831.19,128181,48.8813
3.65,4.19,5.02,1.8,9953.48,6909.76,14,10,8,5,7061079,1818.39,127171,48.9156
1.82,5.44,2.72,0.65,9953.48,9735.68,12,9,7,3,2553590,6712.24,570126,42.3998
3.89,1.9,3.38,3.6,9953.48,9714.24,14,9,8,5,6850694,1828.19,128194,48.8808
2.95,3.24,1.43,5.52,9953.48,7625.92,14,10,7,6,9766678,1504.37,61128.9,52.097
2.83,4.94,4.91,2.06,9953.48,7455.68,14,10,8,5,7061079,1818.39,127171,48.9156
3.13,0.37,3.17,1.42,9953.48,9641.6,13,7,7,4,3299997,3780.35,389765,44.0515
0.08,4.41,5.06,1.36,9953.48,8807.68,9,10,8,4,4708780,3899.48,434387,43.5807
0.85,2.42,1.29,4.02,9953.48,9918.08,13,10,7,5,6045106,2180.43,142726,48.4145
2.21,3.53,4.84,5.41,9953.48,8540.48,14,10,8,6,10744362,1048.01,46398.4,53.2945
1.33,1.09,4.94,2.27,9953.48,7821.44,13,8,8,5,6626542,1880.37,131706,48.7635
1.86,1.98,0.1,3.8,9953.48,9853.44,12,8,4,5,4237559,7274.7,596442,42.2038
3.75,0.15,1.45,2.19,9953.48,6397.12,14,6,7,5,5412737,2930.45,204148,46.86
1.15,2.09,0.51,0.47,9953.48,8373.76,11,7,5,3,1036648,7849.59,781721,41.029
1.94,3.78,2.17,4.54,9953.48,7416.96,14,10,7,6,9766678,1504.37,61128.9,52.097
4.91,4.35,3.66,5.1,9953.48,7731.68,15,10,8,6,10784266,1053.47,46324.6,53.3014
4.02,2.74,3.42,4.27,9953.48,6538.56,15,10,8,6,10784266,1053.47,46324.6,53.3014
1.91,2.65,5.18,4.56,9953.48,7721.92,14,10,8,6,10744362,1048.01,46398.4,53.2945
1.81,0.72,3.97,5.47,9953.48,8118.4,13,8,8,6,10309825,1191.03,50958.4,52.8873
3.88,3.73,0.33,3.93,9953.48,9939.84,15,10,5,5,4979037,3946.77,336890,44.6846
5.47,4.02,3.41,4.83,9953.48,7293.92,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.47,5.32,0.12,1.45,9953.48,8600.32,12,9,4,4,2228494,7518.58,818407,40.8298
4.14,4.94,1.45,2.37,9953.48,8588.16,14,10,6,5,5389452,2807.67,196109,47.0345
4.27,5.14,0.92,0.32,9953.48,9568,12,8,5,3,1223465,7677.52,765288,41.1212
0.19,2.24,1.61,2.89,9953.48,9886.72,10,9,6,5,5043829,2735.11,213146,46.6727
3.09,0.87,1.16,4.64,9953.48,6483.52,14,8,7,6,9370430,1472.87,65526.8,51.7953
0.1,4.2,4.43,1.74,9953.48,6420.48,10,10,8,5,6925841,1984.94,143168,48.401
2.16,3.64,2.09,2.03,9953.48,6901.76,13,10,7,5,6045106,2180.43,142726,48.4145
2.18,4.37,3.72,2.79,9953.48,8317.44,13,10,8,5,7022790,1846.29,127367,48.9089
5.32,2.01,0.61,5.51,9953.48,7491.2,15,9,6,6,8902254,1986.5,116510,49.2958
2.3,4.81,5.4,0.15,9953.48,8676.56,14,11,9,0,4960286,11005.7,502012,42.9524
5.5,4.45,1.82,2.42,9953.48,7565.44,14,10,7,5,6083395,2152.43,142464,48.4225
0.82,0.99,0.15,2.59,9953.48,6530.56,12,8,5,5,4468426,4159.57,341775,44.6221
3.52,1.54,1.17,5.34,9953.48,7173.12,14,9,7,6,9556293,1450.66,62110.9,52.0278
4.13,1.48,3.01,3.71,9953.48,9584.16,15,9,8,5,6890598,1831.19,128181,48.8813
4.07,4.78,1.25,0.42,9953.48,7484.8,13,9,6,3,1895817,7101.25,622724,42.0165
4,2.23,3.49,1.59,9953.48,8998.4,14,9,8,4,4655766,3646.42,359579,44.4015
5.12,5.25,1.86,0.31,9953.48,9364.48,13,8,6,3,1709954,7112.62,626140,41.9928
3.51,1.32,1.96,0.64,9953.48,8038.08,14,8,7,3,2442186,6692.85,572565,42.3812
1.37,5.53,1.16,4.4,9953.48,6135.04,13,11,7,6,9959821,1511.66,61073.6,52.101
5.06,3.99,4.96,0.44,9953.48,9866.88,14,9,7,3,2628049,6681.49,569373,42.4055
1.18,4.86,0.82,1.13,9953.48,9382.4,12,9,5,4,2459361,5700.36,565464,42.4354
2.94,4.25,2.87,4.04,9953.48,5925.44,15,11,8,6,11015698,1057.31,46051.3,53.3271
0.58,4.41,1.67,3.14,9953.48,8853.76,11,10,7,5,5976052,2231.55,146603,48.2981
5.19,2.85,1.93,2.91,9953.48,8831.68,14,9,7,5,5873010,2151.35,143568,48.3889
