,c0,c1,c2,Requested_tolerance,estimated_error,l0,l1,l2,Total_retrieve_size,MaxErr,MSE,PSNR
0,3.76,1.36,3.21,0.035765,0.0313086,21,18,17,31732569,0.00805473,4.56251e-06,84.4773
1,0.89,2.98,2.87,0.035765,0.0257666,20,20,17,32381041,0.00694752,4.19417e-06,84.8429
2,1.06,2.22,1.48,0.035765,0.0279785,20,19,16,29307633,0.0140772,1.66396e-05,78.8579
3,4.15,4.1,2.84,0.035765,0.026698,22,20,17,32484241,0.00694752,4.18399e-06,84.8534
4,4.76,0.99,1,0.035765,0.0356982,22,18,15,26337425,0.0269613,6.55306e-05,72.9049
5,0.43,2.59,2.36,0.035765,0.0213867,19,20,17,32329441,0.00701141,4.24152e-06,84.7941
6,1.59,3.76,0.84,0.035765,0.0306982,20,20,15,26934297,0.0262194,6.51636e-05,72.9293
7,2.42,0.51,4.11,0.035765,0.0206299,21,17,18,34105905,0.00769138,2.64817e-06,86.8399
8,3.05,0.54,3.28,0.035765,0.0305884,21,17,17,31382533,0.0099287,5.76791e-06,83.4591
9,2.63,2.57,3.2,0.035765,0.0306616,21,19,17,32082605,0.00702572,4.26475e-06,84.7704
10,4.57,2.39,4.21,0.035765,0.0193372,22,20,18,35207613,0.00356865,1.07305e-06,90.7631
11,2.22,5.3,4.49,0.035765,0.0206689,21,21,18,35506049,0.00341034,1.05541e-06,90.8351
12,3.19,3.27,0.14,0.035765,0.0210828,22,20,13,21692414,0.108181,0.00101264,61.0148
13,2.52,3.64,5.3,0.035765,0.024873,21,20,18,35156013,0.00356865,1.07448e-06,90.7573
14,2.89,0.3,4.26,0.035765,0.0193372,22,17,18,34157505,0.00763035,2.64674e-06,86.8422
15,2.68,1.49,0.83,0.035765,0.0324121,21,18,15,26285825,0.0269918,6.55412e-05,72.9042
16,0.66,0.61,3.72,0.035765,0.0344727,19,17,17,31279333,0.0100508,5.82095e-06,83.4194
17,2.21,2.52,4.76,0.035765,0.0215942,21,20,18,35156013,0.00356865,1.07448e-06,90.7573
18,5.22,2.46,4.02,0.035765,0.0344458,22,20,17,32484241,0.00694752,4.18399e-06,84.8534
19,4.09,1.27,1.81,0.035765,0.0342407,21,18,16,29009197,0.0149851,1.69263e-05,78.7837
20,2.7,2.41,4.26,0.035765,0.0193237,22,20,18,35207613,0.00356865,1.07305e-06,90.7631
21,1.52,1.9,0.6,0.035765,0.022832,21,19,15,26635861,0.0266848,6.52502e-05,72.9235
22,1.19,5,2.53,0.035765,0.0252295,20,20,17,32381041,0.00694752,4.19417e-06,84.8429
23,1.66,2.44,1.01,0.035765,0.0343506,21,20,15,26985897,0.0260973,6.51702e-05,72.9288
24,0.18,2.75,0.48,0.035765,0.0333887,17,20,14,24056125,0.0533161,0.000259171,66.9335
25,1.27,4.94,4.58,0.035765,0.0209229,20,21,18,35454449,0.0034523,1.06726e-06,90.7866
26,0.81,2.72,4.54,0.035765,0.0207861,20,20,18,35104413,0.00345993,1.08632e-06,90.7097
27,4.33,4.49,3.85,0.035765,0.03552,21,20,17,32432641,0.00695038,4.18848e-06,84.8488
28,2.12,2.38,0.2,0.035765,0.030166,21,19,13,21290778,0.108638,0.00101277,61.0142
29,4.84,2.16,2.67,0.035765,0.0256689,22,19,17,32134205,0.00699711,4.26026e-06,84.775
30,3.71,5.52,1.4,0.035765,0.0277185,22,20,16,29760869,0.0135813,1.65506e-05,78.8812
31,5.19,3.27,3.45,0.035765,0.0339734,22,19,17,32134205,0.00699711,4.26026e-06,84.775
32,3.41,3,0.7,0.035765,0.0252209,22,20,15,27037497,0.0262194,6.51596e-05,72.9295
33,2.8,3.5,2.57,0.035765,0.0241797,21,20,17,32432641,0.00695038,4.18848e-06,84.8488
34,0.62,2.05,1.77,0.035765,0.0322656,19,19,16,29256033,0.0143213,1.66625e-05,78.8519
35,2.36,5.54,0.76,0.035765,0.0297363,21,20,15,26985897,0.0260973,6.51702e-05,72.9288
36,3.86,0.47,3.19,0.035765,0.0295361,21,17,17,31382533,0.0099287,5.76791e-06,83.4591
37,3.6,1.48,4.79,0.035765,0.022041,22,19,18,34857577,0.00403786,1.14748e-06,90.4719
38,1.92,3.19,2.62,0.035765,0.0240527,21,20,17,32432641,0.00695038,4.18848e-06,84.8488
39,1.26,0.02,1.31,0.035765,0.026084,20,12,16,26857381,0.199398,0.00165799,58.8735
40,5,0.27,5.51,0.035765,0.0263525,22,16,18,33807469,0.0138264,7.45458e-06,82.3451
