,c0,c1,c2,Requested_tolerance,estimated_error,l0,l1,l2,Total_retrieve_size,MaxErr,MSE,PSNR
0,2.42,0.51,4.11,3.5e-06,2.73466e-06,32,30,31,71681312,8.58307e-06,2.98658e-13,156.326
1,0.66,0.61,3.72,3.5e-06,2.14338e-06,32,31,31,72031348,7.62939e-06,1.7029e-13,158.766
2,2.12,2.38,0.2,3.5e-06,2.34604e-06,32,32,27,61487896,1.14441e-05,4.38996e-12,144.653
3,2.35,0.66,3.75,3.5e-06,2.38299e-06,32,31,31,72031348,7.62939e-06,1.7029e-13,158.766
4,5.21,4.88,2.13,3.5e-06,2.80023e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
5,5.27,2.71,4.37,3.5e-06,3.35813e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
6,2.63,2.57,3.2,3.5e-06,2.45214e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
7,1.66,2.44,1.01,3.5e-06,2.70605e-06,32,32,29,66934640,7.62939e-06,5.47273e-13,153.696
8,4.15,4.1,2.84,3.5e-06,2.82645e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
9,1.81,3.96,3.59,3.5e-06,2.87175e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
10,4.17,3.38,2.62,3.5e-06,2.55227e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
11,3.05,0.76,2.9,3.5e-06,3.49164e-06,32,31,30,69307976,7.62939e-06,2.56853e-13,156.981
12,4.57,2.39,4.21,3.5e-06,3.12209e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
13,2.7,2.41,4.26,3.5e-06,2.92778e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
14,0.18,2.75,0.48,3.5e-06,2.52962e-06,31,32,28,64159668,8.58307e-06,1.32449e-12,149.858
15,0.43,2.59,2.36,3.5e-06,2.91944e-06,32,32,30,69658012,7.62939e-06,2.49663e-13,157.104
16,5.22,2.46,4.02,3.5e-06,3.12567e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
17,2.52,3.64,5.3,3.5e-06,2.43187e-06,32,32,32,75104756,7.62939e-06,1.56085e-13,159.144
18,0.81,2.72,4.54,3.5e-06,2.9099e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
19,1.27,4.94,4.58,3.5e-06,2.42114e-06,32,32,32,75104756,7.62939e-06,1.56085e-13,159.144
20,1.59,3.76,0.84,3.5e-06,2.68817e-06,32,32,29,66934640,7.62939e-06,5.47273e-13,153.696
21,2.89,0.3,4.26,3.5e-06,2.66194e-06,32,30,31,71681312,8.58307e-06,2.98658e-13,156.326
22,1.06,2.22,1.48,3.5e-06,3.47853e-06,32,32,29,66934640,7.62939e-06,5.47273e-13,153.696
23,4.58,2.31,2.06,3.5e-06,3.06129e-06,32,32,30,69658012,7.62939e-06,2.49663e-13,157.104
24,2.36,5.54,0.76,3.5e-06,3.05176e-06,32,32,29,66934640,7.62939e-06,5.47273e-13,153.696
25,1.5,3.81,2.55,3.5e-06,2.30312e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
26,4.82,2.62,3.09,3.5e-06,2.67267e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
27,1.26,0.02,1.31,3.5e-06,3.25918e-06,32,25,29,64484388,2.76566e-05,2.52888e-11,137.049
28,1.54,1.12,3.2,3.5e-06,1.97649e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
29,1.74,2.16,2.27,3.5e-06,2.88725e-06,32,32,30,69658012,7.62939e-06,2.49663e-13,157.104
30,5.4,2.71,1.7,3.5e-06,2.91109e-06,32,32,30,69658012,7.62939e-06,2.49663e-13,157.104
31,0.99,2.9,2.65,3.5e-06,3.33667e-06,32,32,30,69658012,7.62939e-06,2.49663e-13,157.104
32,1.52,1.9,0.6,3.5e-06,2.92301e-06,32,32,28,64211268,8.58307e-06,1.32449e-12,149.858
33,2.6,4.96,5.16,3.5e-06,2.72274e-06,32,32,32,75104756,7.62939e-06,1.56085e-13,159.144
34,5.18,4.98,3.05,3.5e-06,3.25918e-06,32,32,31,72381384,7.62939e-06,1.62096e-13,158.98
35,3.05,0.54,3.28,3.5e-06,2.18511e-06,32,31,31,72031348,7.62939e-06,1.7029e-13,158.766
36,1.7,0.08,0.79,3.5e-06,2.01464e-06,32,28,29,65534496,1.52588e-05,1.16871e-12,150.401
