c0,c1,c2,c3,Requested_tolerance,estimated_error,l0,l1,l2,l3,Total_retrieve_size,MaxErr,MSE,PSNR
1.99,1.58,0.68,2.04,11586.2,9090.56,6,6,7,8,15002,3306.04,60.3377,83.4729
4.21,1.66,1.93,1.99,11586.2,10805.8,6,6,8,8,16620,2145.77,46.3457,84.6187
2.5,4.08,4.46,4.69,11586.2,9495.04,7,7,10,9,31572,1076.34,23.3232,87.601
0.34,2.55,4.25,3.11,11586.2,9016.32,5,7,9,9,26184,1232.9,33.3991,86.0415
0.83,0.48,5.31,1.73,11586.2,10388.5,5,5,9,8,18177,2109.48,54.7331,83.8963
1.73,1.16,0.29,2.21,11586.2,7787.52,5,6,7,8,14571,3306.04,62.9598,83.2882
3.55,3.55,0.6,3.94,11586.2,11569.9,7,7,8,8,18505,2066.06,37.4279,85.5469
1.44,1.97,1.07,3.48,11586.2,10695.7,6,7,8,8,17917,2066.06,40.4065,85.2143
5.1,1.53,3.77,3.29,11586.2,8665.6,7,7,9,9,27203,1232.9,27.791,86.8398
2.59,1.44,2.23,0.09,11586.2,10316.8,5,6,8,4,7476,19622.2,139.137,79.8444
0.49,3.2,2,5.5,11586.2,9569.28,5,7,9,9,26184,1232.9,33.3991,86.0415
3.01,2.7,0.43,0.54,11586.2,10490.9,5,6,7,6,8205,5702.55,87.2526,81.8711
1.08,4.15,3.66,5.39,11586.2,9794.56,6,7,10,9,30984,1076.34,26.3062,87.0783
0.99,3.25,4.2,1.96,11586.2,10485.8,5,7,9,8,20188,1515.58,37.0882,85.5865
1.63,2.39,3.03,3.67,11586.2,8501.76,6,7,9,9,26615,1232.9,30.784,86.3956
2.85,1.16,4.52,3.9,11586.2,10539.5,6,6,9,9,25318,1556.83,36.6919,85.6331
2.33,5.23,4.06,4.82,11586.2,10730.2,7,8,9,9,29853,1197.35,23.6746,87.536
1.8,3.37,3.58,1.73,11586.2,9395.2,6,7,9,8,20619,1504.38,34.4673,85.9048
4.9,3.28,2.96,3.28,11586.2,8696.32,7,7,9,9,27203,1232.9,27.791,86.8398
2.25,1.58,4.48,2.33,11586.2,11553.3,6,6,9,8,19322,1632.33,40.3828,85.2169
3.91,3.1,4.86,1.1,11586.2,11569.9,7,7,9,7,16807,2779.82,39.8222,85.2776
2.91,5.44,0.71,3.23,11586.2,11226.9,7,7,8,8,18505,2066.06,37.4279,85.5469
4.99,0.52,5.23,3.53,11586.2,11078.4,7,6,10,8,24279,1561.51,32.9258,86.1035
5.54,2.41,2.46,2.15,11586.2,11384.3,7,7,8,8,18505,2066.06,37.4279,85.5469
2.3,2.06,0.16,5.34,11586.2,8821.76,6,6,7,9,20998,2858.37,56.3651,83.7687
3.89,5.49,4.51,5.09,11586.2,9424.64,7,8,10,9,34222,1025.7,19.1743,88.4516
2.67,1.73,2.38,2.49,11586.2,9991.68,6,6,9,8,19322,1632.33,40.3828,85.2169
0.91,2.22,2.57,0.69,11586.2,10828.8,5,6,8,7,11789,3751.25,57.2069,83.7044
1.14,3.99,4.56,5.51,11586.2,10311.7,6,7,10,9,30984,1076.34,26.3062,87.0783
2.63,4.52,4.28,5.29,11586.2,10259.2,7,7,10,9,31572,1076.34,23.3232,87.601
3.32,4.13,3.81,2.87,11586.2,9379.84,7,7,9,9,27203,1232.9,27.791,86.8398
1.34,4.62,2.29,1.38,11586.2,11049,5,7,9,7,15788,2875.82,45.4287,84.7055
2.15,1.34,1.56,5.11,11586.2,10350.1,6,6,8,9,22616,1839.21,42.6652,84.9781
4.34,2.86,2.82,2.55,11586.2,10685.4,6,7,9,8,20619,1504.38,34.4673,85.9048
4.4,4.84,0.31,4.76,11586.2,9185.28,7,7,7,9,22883,2976.3,47.5369,84.5085
0.01,4.74,1.34,4.91,11586.2,10240,2,7,8,9,23193,2936.61,59.003,83.5701
1.79,4.81,1.12,2.9,11586.2,11153.9,6,7,8,8,17917,2066.06,40.4065,85.2143
5.28,4.89,3.87,1.72,11586.2,10665,7,7,9,8,21207,1467.63,31.4755,86.2991
3.15,0.54,4.9,1.1,11586.2,11435.5,6,5,9,7,14208,3159.11,60.3415,83.4727
1.85,3.72,1.42,3.6,11586.2,8972.8,6,7,8,9,23913,1614.88,36.7337,85.6282
3.39,5.04,3.51,5.23,11586.2,10673.9,7,8,9,9,29853,1197.35,23.6746,87.536
4.87,0.22,0.92,4.27,11586.2,7330.56,7,5,8,9,22490,2292.23,51.4992,84.1608
2.66,4.05,3.48,4.3,11586.2,10721.3,6,7,9,9,26615,1232.9,30.784,86.3956
2.63,5.41,0.3,1.82,11586.2,8399.36,6,7,7,8,16299,3163.93,54.5056,83.9144
3.78,2.48,0.4,0.53,11586.2,10455,5,6,7,6,8205,5702.55,87.2526,81.8711
5.44,5.4,3.62,1.49,11586.2,10219.5,7,7,9,8,21207,1467.63,31.4755,86.2991
3.37,4.13,5.49,0.25,11586.2,10647,6,7,9,6,14253,5519.09,59.0512,83.5665
2.02,5.35,5.08,5.42,11586.2,11407.4,6,7,10,9,30984,1076.34,26.3062,87.0783
1.58,2.66,3.74,4.03,11586.2,9722.88,6,7,9,9,26615,1232.9,30.784,86.3956
3.81,0.95,3.63,2.66,11586.2,11113,6,6,9,8,19322,1632.33,40.3828,85.2169
4.72,3.78,4.01,1.42,11586.2,9553.92,7,7,9,8,21207,1467.63,31.4755,86.2991
0.51,4.23,4.06,1.82,11586.2,10311.7,5,7,9,8,20188,1515.58,37.0882,85.5865
2.47,4.87,1.04,2.23,11586.2,9822.72,6,7,8,8,17917,2066.06,40.4065,85.2143
4.59,3.95,1.87,1.29,11586.2,9808.64,7,7,9,7,16807,2779.82,39.8222,85.2776
2.35,2.92,0.89,4.35,11586.2,8373.76,6,7,8,9,23913,1614.88,36.7337,85.6282
4.27,2.66,4.39,1.28,11586.2,9025.28,7,7,9,8,21207,1467.63,31.4755,86.2991
2.42,3.13,1.27,5.46,11586.2,10414.1,6,7,8,9,23913,1614.88,36.7337,85.6282
4.1,3.94,4.79,1.86,11586.2,11256.3,7,7,9,8,21207,1467.63,31.4755,86.2991
0.88,1.28,2.48,4.23,11586.2,8632.32,5,6,9,9,24887,1556.83,39.331,85.3315
2.42,5.03,3.61,5.1,11586.2,10516.5,7,8,9,9,29853,1197.35,23.6746,87.536
5.2,0.74,1.03,0.22,11586.2,10670.1,6,5,7,5,6315,9456.59,108.058,80.9423
4.66,1.42,0.59,4.68,11586.2,9259.52,7,6,7,9,21586,2878.37,53.3726,84.0057
2.48,3.66,2.38,2.89,11586.2,10864.6,6,7,9,8,20619,1504.38,34.4673,85.9048
4.14,1.28,4.84,1.92,11586.2,10729,7,6,9,8,19910,1614.92,37.4023,85.5499
1.38,1.73,3.48,2.63,11586.2,11427.8,5,6,9,8,18891,1806.92,43.0277,84.9414
1.69,1.5,1.07,2.15,11586.2,8563.2,6,6,8,8,16620,2145.77,46.3457,84.6187
3.83,4.1,1.12,1.93,11586.2,9326.08,6,7,8,8,17917,2066.06,40.4065,85.2143
3.17,3.05,2.46,0.64,11586.2,10032.6,6,7,8,7,13517,3651.63,48.5953,84.4129
5.05,2.9,2.93,1.56,11586.2,11521.3,7,7,9,7,16807,2779.82,39.8222,85.2776
3.17,3.67,3.04,3.58,11586.2,9063.68,7,7,9,9,27203,1232.9,27.791,86.8398
4.76,3.88,1.46,4.53,11586.2,10224.6,7,7,8,9,24501,1578.88,33.7538,85.9956
2.89,3.52,0.11,1.69,11586.2,10365.4,6,7,6,7,11221,6649.22,77.9992,82.3579
4.46,4.17,3.07,2.46,11586.2,11458.6,6,7,9,8,20619,1504.38,34.4673,85.9048
4.12,1.22,1.16,1.26,11586.2,9840.64,6,6,8,7,12220,3903.25,54.5275,83.9127
2.07,3.22,2.48,1.18,11586.2,9551.36,6,7,9,7,16219,2794.42,42.8156,84.9628
3.66,1.1,1.91,0.62,11586.2,11054.1,6,6,8,6,10254,5747.17,70.9508,82.7693
2.15,1.73,4.17,4.52,11586.2,11220.5,6,6,9,9,25318,1556.83,36.6919,85.6331
3.19,0.23,1.76,0.33,11586.2,10769.9,6,4,8,5,7504,9226.52,107.326,80.9718
2.37,5.35,3.2,5.35,11586.2,10731.5,6,8,9,9,29265,1197.35,26.6535,87.0213
1.23,3.24,2.87,2.88,11586.2,11125.8,5,7,9,8,20188,1515.58,37.0882,85.5865
3.67,2.49,1.43,3.31,11586.2,11452.2,7,7,8,8,18505,2066.06,37.4279,85.5469
2,2.31,0.26,0.06,11586.2,9451.52,5,6,6,3,4445,25588.6,174.807,78.8532
4.93,2.92,3.64,1.42,11586.2,8761.6,7,7,9,8,21207,1467.63,31.4755,86.2991
3.53,4.84,2.1,0.68,11586.2,10467.8,6,7,8,7,13517,3651.63,48.5953,84.4129
2.38,0.39,3.04,1.25,11586.2,9640.96,6,5,9,7,14208,3159.11,60.3415,83.4727
2.58,2.52,3.46,1.64,11586.2,8852.48,6,7,9,8,20619,1504.38,34.4673,85.9048
3.42,2.71,2.11,2.47,11586.2,9482.24,6,7,9,8,20619,1504.38,34.4673,85.9048
2.78,1.46,2.3,5.02,11586.2,9702.4,6,6,9,9,25318,1556.83,36.6919,85.6331
5.19,0.91,1.59,1.29,11586.2,10800.6,6,6,8,7,12220,3903.25,54.5275,83.9127
1.12,1.34,4.71,0.52,11586.2,11028.5,5,6,9,6,12525,5390.5,67.6219,82.978
2.35,2.18,1.36,5.42,11586.2,11169.3,6,6,8,9,22616,1839.21,42.6652,84.9781
5.4,4.73,3.77,2.85,11586.2,9891.84,7,7,9,9,27203,1232.9,27.791,86.8398
3.45,1.56,0.78,3.31,11586.2,10857,6,6,8,8,16620,2145.77,46.3457,84.6187
2.47,0.18,0.79,3.18,11586.2,11118.1,6,4,7,8,13859,3900.63,84.2094,82.0252
4.2,0.64,5.42,0.71,11586.2,10844.2,6,5,9,7,14208,3159.11,60.3415,83.4727
0.17,2.31,2.61,4.79,11586.2,8934.4,4,7,9,9,26038,1297.38,39.3551,85.3288
4.5,4.51,1.77,0.62,11586.2,9625.6,6,7,8,7,13517,3651.63,48.5953,84.4129
1.71,2.25,3.86,1.64,11586.2,8901.12,6,7,9,8,20619,1504.38,34.4673,85.9048
4.69,0.6,4.3,1.05,11586.2,11133.4,6,5,9,7,14208,3159.11,60.3415,83.4727
3.72,1.01,3.1,0.62,11586.2,10874.9,6,6,8,7,12220,3903.25,54.5275,83.9127
0.69,1.24,3.52,2.22,11586.2,9774.08,5,6,9,8,18891,1806.92,43.0277,84.9414
1.43,5.09,0.99,5.3,11586.2,10793,5,7,8,9,23482,1515.08,39.3912,85.3248
5.24,1.55,0.82,5.06,11586.2,9118.72,7,6,8,9,23204,1768.2,39.6967,85.2913
3.39,2.68,3.63,3.12,11586.2,8718.08,7,7,9,9,27203,1232.9,27.791,86.8398
0.18,1.68,2.8,1.93,11586.2,8724.48,4,6,9,8,18745,1581.02,48.928,84.3833
3.3,3.46,4.3,0.6,11586.2,9477.12,6,7,9,7,16219,2794.42,42.8156,84.9628
1.45,1.25,1.38,3.46,11586.2,11563.5,6,6,8,8,16620,2145.77,46.3457,84.6187
2.06,3.24,4.96,0.38,11586.2,10905.6,5,7,9,6,13822,5513.62,61.6723,83.3779
1.49,2.62,0.29,4.92,11586.2,7948.8,6,7,7,9,22295,2928.3,50.5407,84.2424
3.55,5.22,5.03,3.45,11586.2,9235.2,7,7,10,9,31572,1076.34,23.3232,87.601
3.66,1.38,3.96,0.86,11586.2,9927.68,6,6,9,7,14922,3046.04,48.7242,84.4014
4.05,4.61,1.26,0.42,11586.2,9418.24,6,7,8,6,11551,5619.68,65.0014,83.1496
1.31,4.9,0.89,4.63,11586.2,9743.36,5,7,8,9,23482,1515.08,39.3912,85.3248
0.23,1.12,3.24,0.36,11586.2,10967,4,6,8,6,9677,5747.17,79.5066,82.2748
0.5,3.76,0.4,4.1,11586.2,8017.92,5,7,7,9,21864,3024.3,53.133,84.0252
0.39,0.31,1.12,1.34,11586.2,11110.4,4,5,7,7,9311,4435.25,88.0863,81.8298
5.1,1.56,0.11,3.53,11586.2,11033.6,6,6,6,8,14324,5646.18,76.1255,82.4635
3,2.9,4.82,2.07,11586.2,11427.8,6,7,9,8,20619,1504.38,34.4673,85.9048
4.6,2.77,0.84,4.39,11586.2,8222.72,7,7,8,9,24501,1578.88,33.7538,85.9956
4.5,1,1.81,1.26,11586.2,11043.8,6,6,8,7,12220,3903.25,54.5275,83.9127
2.22,0.39,3.2,5.43,11586.2,10204.2,6,5,9,9,24604,1556.83,48.3598,84.434
2.62,2.98,5.15,3.27,11586.2,11530.2,6,7,10,8,24988,1441.18,29.9733,86.5115
1.35,4.72,4.41,0.75,11586.2,10695.7,5,7,9,7,15788,2875.82,45.4287,84.7055
3.49,2.69,3.49,3.13,11586.2,8602.88,7,7,9,9,27203,1232.9,27.791,86.8398
3.76,2.86,2.26,3.61,11586.2,7956.48,7,7,9,9,27203,1232.9,27.791,86.8398
3.43,5.24,2.68,3.33,11586.2,9276.16,7,7,9,9,27203,1232.9,27.791,86.8398
4.97,0.44,2.21,4.47,11586.2,8377.6,7,5,9,9,25192,1556.83,45.3751,84.7107
2.68,0.89,3.68,1.75,11586.2,8949.76,6,6,9,8,19322,1632.33,40.3828,85.2169
1.01,1.85,1.9,2.45,11586.2,11320.3,5,6,8,8,16189,2378.42,49.033,84.374
1.24,0.9,4.79,5.07,11586.2,11335.7,6,6,9,9,25318,1556.83,36.6919,85.6331
1.93,2.71,5.24,0.65,11586.2,11297.3,6,6,9,7,14922,3046.04,48.7242,84.4014
5.35,3.58,1.9,2.15,11586.2,10812.2,7,7,8,8,18505,2066.06,37.4279,85.5469
4.93,3.35,1.51,1.8,11586.2,9125.12,7,7,8,8,18505,2066.06,37.4279,85.5469
4.95,1.8,0.68,3.32,11586.2,10668.8,7,6,8,8,17208,2250.42,43.3784,84.9061
0.28,1.51,0.36,2.88,11586.2,9205.76,4,6,7,8,14425,3152.32,68.8586,82.8993
3.8,1.13,4.99,4.97,11586.2,9287.68,7,6,10,9,30275,1166.01,29.2498,86.6176
2.17,1.73,0.03,1.22,11586.2,10142.7,5,5,5,7,8314,10378.2,121.82,80.4217
0.24,1.99,1.78,0.42,11586.2,9369.6,4,6,8,6,9677,5747.17,79.5066,82.2748
2.84,1.63,0.37,5.03,11586.2,9062.4,6,6,7,9,20998,2858.37,56.3651,83.7687
5.22,3.21,3.54,3.97,11586.2,10001.9,7,7,9,9,27203,1232.9,27.791,86.8398
4.33,4.33,0.99,2.99,11586.2,11476.5,6,7,8,8,17917,2066.06,40.4065,85.2143
4.7,2.15,3.4,5.22,11586.2,10529.3,7,7,9,9,27203,1232.9,27.791,86.8398
5.54,5.41,4.43,4.54,11586.2,11279.4,7,8,9,9,29853,1197.35,23.6746,87.536
1.19,3.74,5.5,4.97,11586.2,10124.8,6,7,10,9,30984,1076.34,26.3062,87.0783
2.8,1.04,0.8,2.21,11586.2,9584.64,6,6,7,8,15002,3306.04,60.3377,83.4729
5.32,2.49,1.79,5.47,11586.2,11223,7,7,8,9,24501,1578.88,33.7538,85.9956
4.05,4.05,0.41,1.02,11586.2,11041.3,6,6,7,7,10602,4028.95,67.8845,82.9611
1.1,2.32,4.76,0.04,11586.2,10434.6,5,6,9,3,9443,27500.6,141.358,79.7756
1.9,1.24,4.05,4.8,11586.2,10818.6,6,6,9,9,25318,1556.83,36.6919,85.6331
1.46,4.75,0.24,1.89,11586.2,8033.28,5,7,7,8,15868,3275.93,57.1038,83.7122
2.58,1.65,3.15,0.25,11586.2,10849.3,6,6,8,6,10254,5747.17,70.9508,82.7693
3.77,3.57,4.39,1.38,11586.2,9632,7,7,9,8,21207,1467.63,31.4755,86.2991
5.21,5.07,5.05,2.44,11586.2,10845.4,7,7,10,8,25576,1351.11,26.9915,86.9666
0.89,1.8,3.08,4.48,11586.2,10040.3,5,6,9,9,24887,1556.83,39.331,85.3315
1.75,0.59,0.52,1.07,11586.2,8616.96,5,5,7,7,9457,4070.19,82.1462,82.133
1.5,0.28,2.35,4.98,11586.2,8463.36,6,5,9,9,24604,1556.83,48.3598,84.434
4.9,2.93,1.79,3.76,11586.2,7810.56,7,7,9,9,27203,1232.9,27.791,86.8398
5.19,0.01,1.58,3.14,11586.2,11159,6,2,8,8,15215,9531.03,114.967,80.6731
0.9,0.32,0.75,2.49,11586.2,9287.68,5,5,7,8,13857,4012.63,74.7284,82.544
0.9,2.62,5.1,1.94,11586.2,10997.8,5,7,9,8,20188,1515.58,37.0882,85.5865
2.27,2.62,1.05,4.04,11586.2,8209.92,6,7,8,9,23913,1614.88,36.7337,85.6282
0.72,3.67,1.49,1.75,11586.2,8883.2,5,7,8,8,17486,2066.06,43.0699,84.9371
0.61,2.53,4.74,0.29,11586.2,10132.5,5,6,9,6,12525,5390.5,67.6219,82.978
2.61,3.24,1.51,2.59,11586.2,10723.8,6,7,8,8,17917,2066.06,40.4065,85.2143
1,0.16,0.74,0.92,11586.2,7966.72,5,4,7,7,9028,3954.24,94.2707,81.5351
3.92,4.06,0.15,0.44,11586.2,9994.24,6,6,6,6,7958,8252.06,100.369,81.2628
5.16,1.35,4.27,0.05,11586.2,8714.24,6,6,9,4,10609,19679,130.861,80.1107
0.35,4.61,0.61,2.79,11586.2,10931.2,4,7,7,8,15722,3275.93,63.0493,83.282
4.98,5.24,2.07,1.93,11586.2,11512.3,7,7,8,8,18505,2066.06,37.4279,85.5469
2.09,2.42,5.51,0.03,11586.2,11399.6,7,8,11,0,24358,62193.2,239.175,77.4917
3.95,3.4,4.3,4.58,11586.2,11339.5,7,7,9,9,27203,1232.9,27.791,86.8398
1.43,0.76,0.61,1.56,11586.2,11177,5,5,7,7,9457,4070.19,82.1462,82.133
5.35,1.64,0.13,0.46,11586.2,8947.2,6,6,5,6,7493,11327,125.56,80.2903
1.34,2.01,0.61,4,11586.2,10813.4,6,7,8,8,17917,2066.06,40.4065,85.2143
1.37,4.22,2.51,4.27,11586.2,9454.08,6,7,9,9,26615,1232.9,30.784,86.3956
1.06,5.12,1.58,4.2,11586.2,10700.8,5,7,8,9,23482,1515.08,39.3912,85.3248
3.9,3.79,5.2,1.86,11586.2,11573.8,7,7,9,8,21207,1467.63,31.4755,86.2991
2.7,4.44,2.05,0.91,11586.2,11581.4,5,7,8,7,13086,3499.63,51.2507,84.1818
0.97,4.85,3.16,3.36,11586.2,9408,6,7,9,9,26615,1232.9,30.784,86.3956
2.62,5.1,3.5,3.27,11586.2,9879.04,7,7,9,9,27203,1232.9,27.791,86.8398
0.82,0.11,0.52,0.87,11586.2,10997.8,4,3,7,6,6729,6188.91,126.551,80.2562
2.61,4.69,2.59,0.81,11586.2,9039.36,6,7,9,7,16219,2794.42,42.8156,84.9628
0.16,0.84,5.21,0.46,11586.2,11151.4,3,5,9,6,11559,5271.84,86.6599,81.9007
1.81,1.88,0.06,3.63,11586.2,11269.1,5,6,5,8,13428,10317.1,103.577,81.1262
4.06,0.26,2.53,5,11586.2,8762.88,7,5,9,9,25192,1556.83,45.3751,84.7107
3.9,4.99,1.67,3.18,11586.2,11276.8,7,7,9,8,21207,1467.63,31.4755,86.2991
5.29,3.52,3.48,1.75,11586.2,9626.88,7,7,9,8,21207,1467.63,31.4755,86.2991
3.04,2.93,3.76,4.8,11586.2,11043.8,6,7,9,9,26615,1232.9,30.784,86.3956
3.86,2.1,2.35,1.36,11586.2,11115.5,6,6,9,7,14922,3046.04,48.7242,84.4014
2.96,2.38,5.51,1.92,11586.2,11550.7,6,7,9,8,20619,1504.38,34.4673,85.9048
0.92,1.08,4.05,3.45,11586.2,9256.96,5,6,9,9,24887,1556.83,39.331,85.3315
4.9,3.78,4.93,0.94,11586.2,11461.1,7,7,9,7,16807,2779.82,39.8222,85.2776
0.25,4.68,1.28,2.32,11586.2,10025,4,7,8,8,17340,2066.06,48.9889,84.3779
3.67,5.03,1.14,2.95,11586.2,11421.4,7,7,8,8,18505,2066.06,37.4279,85.5469
4.19,1.13,2.56,2.06,11586.2,9070.08,6,6,9,8,19322,1632.33,40.3828,85.2169
2.2,2.91,4.51,4.75,11586.2,11535.4,6,7,9,9,26615,1232.9,30.784,86.3956
0.73,3.13,2.02,1.85,11586.2,9902.08,5,7,8,8,17486,2066.06,43.0699,84.9371
5.53,0.51,3.7,2.65,11586.2,10968.3,7,5,9,8,19196,2043.22,49.1377,84.3647
0.27,4.14,1.37,4.01,11586.2,9169.92,5,7,8,9,23482,1515.08,39.3912,85.3248
2.98,2.73,2.75,0.02,11586.2,11044.7,6,7,9,0,9640,62078.6,252.239,77.2607
2.34,2.17,1.51,2.06,11586.2,10132.5,6,6,8,8,16620,2145.77,46.3457,84.6187
0.64,0.13,1.79,0.16,11586.2,11141.1,4,4,7,5,5309,9403.42,128.704,80.1829
3.74,1.58,1.22,3.57,11586.2,11097.6,7,7,8,8,18505,2066.06,37.4279,85.5469
5.51,4.16,4.76,1.85,11586.2,11498.2,7,7,9,8,21207,1467.63,31.4755,86.2991
1.64,2.92,4.41,1.35,11586.2,9195.52,6,7,9,8,20619,1504.38,34.4673,85.9048
4.07,2.92,0.75,3.67,11586.2,11068.2,7,7,8,8,18505,2066.06,37.4279,85.5469
4.32,5.53,0.32,4.68,11586.2,9487.36,7,7,7,9,22883,2976.3,47.5369,84.5085
0.42,4.88,4.56,4.14,11586.2,9287.68,5,7,10,9,30553,1076.34,28.9479,86.6627
3.16,4.07,5.47,3.26,11586.2,8627.2,7,7,10,9,31572,1076.34,23.3232,87.601
0.03,4.25,2.95,0.8,11586.2,11555.8,3,7,8,7,12834,3499.63,58.6556,83.5957
4.07,2.52,3.34,0.51,11586.2,11220.5,6,6,9,6,12956,5513,64.977,83.1512
5.29,2.72,2.93,1.59,11586.2,11582.7,7,7,9,7,16807,2779.82,39.8222,85.2776
0.81,4.65,3.77,2.48,11586.2,11527.7,6,7,9,8,20619,1504.38,34.4673,85.9048
4.68,3.86,3.07,4.48,11586.2,10306.6,7,7,9,9,27203,1232.9,27.791,86.8398
0.94,2.42,1.3,2.65,11586.2,11049,5,6,8,8,16189,2378.42,49.033,84.374
2.29,2.02,2.7,2.61,11586.2,10764.8,6,6,9,8,19322,1632.33,40.3828,85.2169
3.65,2.28,4.82,0.36,11586.2,11153.9,6,6,9,6,12956,5513,64.977,83.1512
3.35,4.09,2.89,1.97,11586.2,9945.6,6,7,9,8,20619,1504.38,34.4673,85.9048
5.24,1.99,1.76,3.42,11586.2,10496,7,7,9,8,21207,1467.63,31.4755,86.2991
2.17,0.28,5.15,0.44,11586.2,11136,5,4,9,6,11382,5836.01,91.4666,81.6662
2.9,0.05,2.06,2.07,11586.2,9405.44,6,4,8,8,15477,2860.47,70.3769,82.8045
2.26,2.5,2.91,4.92,11586.2,9876.48,6,7,9,9,26615,1232.9,30.784,86.3956
4.35,0.69,3.71,0.07,11586.2,11271.7,6,5,8,5,7933,9595.52,95.0885,81.4976
1.86,1.78,4.85,5.45,11586.2,9451.52,6,7,10,9,30984,1076.34,26.3062,87.0783
2.37,3.16,0.08,3.34,11586.2,11338.2,6,6,6,8,14324,5646.18,76.1255,82.4635
2.07,3.18,5.4,0.01,11586.2,11251.6,5,7,9,0,9209,62210.6,254.849,77.216
4.73,5.06,2.79,0.42,11586.2,10099.2,6,7,9,6,14253,5519.09,59.0512,83.5665
5.12,2.81,0.36,0.27,11586.2,11561,6,6,6,5,6351,10042.3,111.706,80.7981
5.27,2.38,4.18,1.22,11586.2,11170.6,7,7,9,7,16807,2779.82,39.8222,85.2776
5.32,1.19,3.11,4.97,11586.2,10173.4,7,6,9,9,25906,1556.83,33.7102,86.0012
0.58,0.41,3.49,3.16,11586.2,11182.1,5,5,9,8,18177,2109.48,54.7331,83.8963
3.08,3.37,3.09,2.2,11586.2,10183.7,6,7,9,8,20619,1504.38,34.4673,85.9048
0.96,0.35,1.02,1.35,11586.2,10915.8,5,5,7,7,9457,4070.19,82.1462,82.133
4.42,2.79,4.98,5.09,11586.2,9756.16,7,7,10,9,31572,1076.34,23.3232,87.601
4.19,1.47,4.47,2.79,11586.2,11580.2,7,7,9,8,21207,1467.63,31.4755,86.2991
1.45,2.45,0.84,4.32,11586.2,7769.6,6,7,8,9,23913,1614.88,36.7337,85.6282
2.85,4.22,3.97,2.01,11586.2,11072,6,7,9,8,20619,1504.38,34.4673,85.9048
5.49,5.03,2.93,4.84,11586.2,11234.6,7,7,9,9,27203,1232.9,27.791,86.8398
2.39,2.25,1.39,3.62,11586.2,8317.44,6,7,8,9,23913,1614.88,36.7337,85.6282
0.63,3.07,4.64,4.32,11586.2,11069.4,5,7,9,9,26184,1232.9,33.3991,86.0415
2.28,4.52,2.87,4.54,11586.2,10485.8,6,7,9,9,26615,1232.9,30.784,86.3956
2.73,1.17,0.66,0.48,11586.2,10429.4,5,5,7,6,7491,5890.09,98.9621,81.3242
5.29,1.36,0.57,2.7,11586.2,10611.2,6,6,7,8,15002,3306.04,60.3377,83.4729
1.23,1.99,4.14,3.92,11586.2,9587.2,6,7,9,9,26615,1232.9,30.784,86.3956
4.15,3.89,0.12,1.57,11586.2,10467.8,6,7,6,7,11221,6649.22,77.9992,82.3579
1.15,0.88,5,0.74,11586.2,10542.1,5,5,9,7,13777,3332.06,62.9454,83.2892
4.82,4.19,5.11,3.38,11586.2,8839.68,7,7,10,9,31572,1076.34,23.3232,87.601
2.65,3.79,3.66,3.92,11586.2,10380.8,6,7,9,9,26615,1232.9,30.784,86.3956
1.08,0.42,1.35,3.15,11586.2,10629.1,5,5,8,8,15475,2832.87,60.8759,83.4344
5.41,4.29,1.52,3.82,11586.2,9913.6,7,7,8,9,24501,1578.88,33.7538,85.9956
0.27,1.56,1.98,0.67,11586.2,11417.6,4,6,8,6,9677,5747.17,79.5066,82.2748
0.88,3.8,2.14,0.07,11586.2,11018.2,5,6,8,4,7476,19622.2,139.137,79.8444
5.03,3.73,4.2,4.13,11586.2,11083.5,7,7,9,9,27203,1232.9,27.791,86.8398
0.49,3.74,1.2,3.12,11586.2,11013.1,5,7,8,8,17486,2066.06,43.0699,84.9371
2.66,0.53,0.09,0.56,11586.2,9594.88,5,4,5,6,5919,11692.3,151.719,79.4684
5.01,4.95,1.49,3.32,11586.2,9626.88,7,7,8,9,24501,1578.88,33.7538,85.9956
2,1.57,1.23,5.45,11586.2,10219.5,6,6,8,9,22616,1839.21,42.6652,84.9781
0.44,4.18,1.11,1.56,11586.2,11028.5,5,7,8,7,13086,3499.63,51.2507,84.1818
3.32,3.96,1.93,2.29,11586.2,11520,6,7,8,8,17917,2066.06,40.4065,85.2143
1.71,5.12,5.2,4.56,11586.2,10391,6,7,10,9,30984,1076.34,26.3062,87.0783
4.84,3.01,4.01,4.6,11586.2,10977.3,7,7,9,9,27203,1232.9,27.791,86.8398
1.06,3.75,4.71,3.63,11586.2,10731.5,6,7,9,9,26615,1232.9,30.784,86.3956
3.22,0.35,0.33,3.32,11586.2,9692.16,6,5,7,8,14288,3900.63,72.1394,82.6971
0.74,4.28,5.19,1.67,11586.2,11305,5,7,9,8,20188,1515.58,37.0882,85.5865
1.56,3.7,2.32,1.56,11586.2,11059.2,6,7,9,7,16219,2794.42,42.8156,84.9628
0.37,4.31,2.71,3.83,11586.2,9093.12,5,7,9,9,26184,1232.9,33.3991,86.0415
2.23,1.46,2.22,0.34,11586.2,9968.64,5,6,8,6,9823,5747.17,73.6381,82.6078
0.13,3.07,1.9,0.65,11586.2,9963.52,3,6,8,7,11537,3751.25,64.6442,83.1735
1.91,1.21,3.21,2.9,11586.2,11443.2,5,6,9,8,18891,1806.92,43.0277,84.9414
3.48,5.13,3.95,3.14,11586.2,10332.2,7,7,9,9,27203,1232.9,27.791,86.8398
4.32,4.44,1.6,3.66,11586.2,9850.88,7,7,8,9,24501,1578.88,33.7538,85.9956
