c0,c1,c2,c3,Requested_tolerance,estimated_error,l0,l1,l2,l3,Total_retrieve_size,MaxErr,MSE,PSNR
0.93,1.05,2.59,1.17,11586.2,8995.84,5,6,9,7,14491,3147.12,51.3612,84.1725
4.56,4.69,2.46,0.57,11586.2,10941.4,6,7,8,7,13517,3651.63,48.5953,84.4129
4.74,3.92,3.72,0.29,11586.2,9405.44,6,7,9,6,14253,5519.09,59.0512,83.5665
1.15,2.17,0.21,4.33,11586.2,11427.8,5,7,7,8,15868,3275.93,57.1038,83.7122
0.46,3.11,2.17,1.31,11586.2,9415.68,5,7,9,7,15788,2875.82,45.4287,84.7055
1.73,2.16,1.52,2.39,11586.2,11105.3,5,6,8,8,16189,2378.42,49.033,84.374
0.42,5.09,0.08,2.29,11586.2,8166.4,5,7,6,8,15190,5328.48,72.8007,82.6575
0.92,1.44,3.34,4.27,11586.2,9738.24,5,6,9,9,24887,1556.83,39.331,85.3315
0.3,1.81,5.47,5.32,11586.2,9328.64,5,7,10,9,30553,1076.34,28.9479,86.6627
3.31,2.07,1.59,0.36,11586.2,9172.48,6,6,8,6,10254,5747.17,70.9508,82.7693
0.47,0.89,0.29,4.13,11586.2,10798.1,5,6,7,8,14571,3306.04,62.9598,83.2882
2.74,1.16,1.43,4.88,11586.2,9815.04,6,6,8,9,22616,1839.21,42.6652,84.9781
2.45,3.96,0.07,4.66,11586.2,8000,6,7,6,9,21617,5620.61,66.575,83.0457
3.54,0.63,4.47,4.67,11586.2,10910.7,6,6,9,9,25318,1556.83,36.6919,85.6331
5.06,4.97,2.4,3.99,11586.2,9735.68,7,7,9,9,27203,1232.9,27.791,86.8398
1,2,5.4,0.27,11586.2,10301.4,5,6,9,6,12525,5390.5,67.6219,82.978
1.1,4.77,3.03,3.36,11586.2,9267.2,6,7,9,9,26615,1232.9,30.784,86.3956
5.18,5.22,1.89,0.35,11586.2,10736.6,6,7,8,6,11551,5619.68,65.0014,83.1496
1.87,3.87,1.93,4.76,11586.2,11287,6,7,8,9,23913,1614.88,36.7337,85.6282
3.05,0.59,2.61,5.42,11586.2,10211.8,6,5,9,9,24604,1556.83,48.3598,84.434
4.64,2.93,2.36,5.3,11586.2,9937.92,7,7,9,9,27203,1232.9,27.791,86.8398
4.01,3.58,1,3.43,11586.2,11418.9,7,7,8,8,18505,2066.06,37.4279,85.5469
4.49,4.59,5.44,1.34,11586.2,11198.7,7,7,10,7,21176,2663.78,35.3762,85.7917
2.71,0.21,3.07,1.37,11586.2,10309.1,6,4,9,7,13779,3966.31,72.5707,82.6712
5.32,4.25,5.45,2.36,11586.2,10480.6,7,7,10,8,25576,1351.11,26.9915,86.9666
1.47,2.31,0.08,5.35,11586.2,9251.84,5,6,6,9,19889,5472.96,75.1523,82.5194
2.37,4.12,5.22,4.68,11586.2,10181.1,6,7,10,9,30984,1076.34,26.3062,87.0783
4.66,3.78,2.85,1.99,11586.2,9525.76,7,7,9,8,21207,1467.63,31.4755,86.2991
3.96,0.64,3.39,3.55,11586.2,8268.8,7,6,9,9,25906,1556.83,33.7102,86.0012
1.94,3.17,4.71,2.76,11586.2,10183.7,6,7,10,8,24988,1441.18,29.9733,86.5115
2.66,0.14,0.89,2.51,11586.2,10040.3,6,4,7,8,13859,3900.63,84.2094,82.0252
5.46,4.03,3.61,5.15,11586.2,9884.16,7,7,10,9,31572,1076.34,23.3232,87.601
0.91,1.28,4.64,3.84,11586.2,10460.2,5,6,9,9,24887,1556.83,39.331,85.3315
3.71,4.51,2.45,4.94,11586.2,10826.2,6,7,9,9,26615,1232.9,30.784,86.3956
1.59,1.12,0.17,5.42,11586.2,7800.32,6,6,7,9,20998,2858.37,56.3651,83.7687
1.5,5.1,1.93,3.4,11586.2,8453.12,6,7,9,9,26615,1232.9,30.784,86.3956
3.43,1.2,4.45,3.41,11586.2,9716.48,7,6,9,9,25906,1556.83,33.7102,86.0012
4.32,4.02,3.87,2.23,11586.2,11141.1,7,7,9,8,21207,1467.63,31.4755,86.2991
3.87,3.76,2.61,0.92,11586.2,9356.8,6,7,9,7,16219,2794.42,42.8156,84.9628
3.01,1.87,0.23,0.67,11586.2,10828.8,5,6,6,6,7527,8252.06,103.014,81.1499
2.11,2.97,3.42,4.49,11586.2,10160.6,6,7,9,9,26615,1232.9,30.784,86.3956
5.5,5.38,0.95,2.82,11586.2,11179.5,7,7,8,8,18505,2066.06,37.4279,85.5469
0.82,4.32,4.63,0.03,11586.2,11498.2,7,8,11,0,24358,62193.2,239.175,77.4917
2.72,0.96,3.78,1.21,11586.2,11489.3,6,5,9,7,14208,3159.11,60.3415,83.4727
3.14,4.91,4.48,4.23,11586.2,9541.12,7,7,10,9,31572,1076.34,23.3232,87.601
3.46,5.19,3.8,1.54,11586.2,10145.3,7,7,9,8,21207,1467.63,31.4755,86.2991
0.23,3.96,4.26,2.52,11586.2,9487.36,5,7,10,8,24557,1459.11,32.6209,86.1439
0.11,0.71,5.42,0.94,11586.2,11079.7,3,5,9,7,13525,3741.65,70.3131,82.8085
0.53,0.13,1.42,1.54,11586.2,10019.8,5,4,8,7,10646,4001.57,81.1384,82.1866
1.58,0.95,3.11,2.45,11586.2,9984,5,6,9,8,18891,1806.92,43.0277,84.9414
1.77,3.64,5.39,4.29,11586.2,9469.44,6,7,10,9,30984,1076.34,26.3062,87.0783
4.73,4.99,4.93,3.12,11586.2,8879.36,7,7,10,9,31572,1076.34,23.3232,87.601
5.49,4.04,4.79,3.61,11586.2,11372.8,7,7,9,9,27203,1232.9,27.791,86.8398
1.04,0.04,4.78,2.14,11586.2,10137.6,5,3,9,8,17561,4657.62,76.5604,82.4388
3.39,1.81,2.53,2.59,11586.2,10616.3,6,6,9,8,19322,1632.33,40.3828,85.2169
1.1,4.06,2.93,5.44,11586.2,11212.8,5,7,9,9,26184,1232.9,33.3991,86.0415
0.71,0.06,3.35,4.49,11586.2,8637.44,5,4,9,9,23744,3480.35,63.1695,83.2738
1.8,3.76,3.34,1.73,11586.2,9349.12,6,7,9,8,20619,1504.38,34.4673,85.9048
3.06,4.31,0.79,4.41,11586.2,9123.84,6,7,8,9,23913,1614.88,36.7337,85.6282
2.64,1.1,0.81,4.61,11586.2,8181.76,6,6,8,9,22616,1839.21,42.6652,84.9781
2.6,4.66,3.16,2.45,11586.2,11305,6,7,9,8,20619,1504.38,34.4673,85.9048
0.28,3.31,2.58,4.51,11586.2,9098.24,5,7,9,9,26184,1232.9,33.3991,86.0415
1.31,1.19,1.8,3.22,11586.2,9991.68,6,6,9,8,19322,1632.33,40.3828,85.2169
3.15,0.94,2.11,2.03,11586.2,10247.7,6,6,8,8,16620,2145.77,46.3457,84.6187
2.54,2.05,2.52,2.01,11586.2,9446.4,6,6,9,8,19322,1632.33,40.3828,85.2169
1.86,4.3,5.06,1.08,11586.2,9692.16,6,7,10,7,20588,2707.75,38.3596,85.4401
5.39,0.95,4.62,0.8,11586.2,11333.1,6,5,9,7,14208,3159.11,60.3415,83.4727
1.9,1.02,1.38,1.98,11586.2,8412.16,6,6,8,8,16620,2145.77,46.3457,84.6187
1.06,1.24,5.18,4.38,11586.2,11330.6,6,6,9,9,25318,1556.83,36.6919,85.6331
1.79,4.5,5.13,4.95,11586.2,10457.6,6,7,10,9,30984,1076.34,26.3062,87.0783
2.34,0.71,3.49,2.86,11586.2,11484.2,6,5,9,8,18608,1987.22,52.1213,84.1087
0.5,0.99,5.15,2.88,11586.2,9804.8,5,6,10,8,23260,1657,38.5678,85.4166
0.8,2.92,4.48,5.5,11586.2,9830.4,5,7,10,9,30553,1076.34,28.9479,86.6627
0.41,4.7,3.45,1.69,11586.2,9610.24,5,7,9,8,20188,1515.58,37.0882,85.5865
4.34,4,2.36,2.71,11586.2,10570.2,7,7,9,8,21207,1467.63,31.4755,86.2991
1.02,1.86,3.37,3.55,11586.2,8560.64,5,7,9,9,26184,1232.9,33.3991,86.0415
3.89,4.53,0.13,0.1,11586.2,11041.3,6,6,5,4,5146,23443.2,190.27,78.4851
1.43,4.26,2.68,2.32,11586.2,10409,5,7,9,8,20188,1515.58,37.0882,85.5865
4.22,4.42,4.94,4.84,11586.2,10288.6,7,7,10,9,31572,1076.34,23.3232,87.601
4.75,4.16,0.28,2.96,11586.2,10554.9,6,7,7,8,16299,3163.93,54.5056,83.9144
2.35,1.26,3.9,3.21,11586.2,9172.48,6,6,9,9,25318,1556.83,36.6919,85.6331
1.22,3.9,3.79,5.42,11586.2,9799.68,6,7,10,9,30984,1076.34,26.3062,87.0783
1.19,1.29,1.4,4.4,11586.2,9303.04,5,6,8,9,22185,1712.2,45.3466,84.7134
2.31,2.98,2.82,5.27,11586.2,10401.3,6,7,9,9,26615,1232.9,30.784,86.3956
4.77,0.47,0.75,3.97,11586.2,11239.7,7,5,8,8,16494,2800.87,55.2514,83.8554
1.2,3.3,1.42,0.38,11586.2,10014.7,5,6,8,6,9823,5747.17,73.6381,82.6078
2.1,5,0.13,2.96,11586.2,10762.2,5,7,6,8,15190,5328.48,72.8007,82.6575
4.07,5.27,0.63,1.45,11586.2,10448.6,7,7,8,7,14105,3575.63,45.6151,84.6878
5.07,3.26,0.74,4.54,11586.2,8482.56,7,7,8,9,24501,1578.88,33.7538,85.9956
1.8,0.76,2.32,1.53,11586.2,9881.6,6,6,9,7,14922,3046.04,48.7242,84.4014
0.6,2.99,4.48,3.05,11586.2,10378.2,5,7,10,8,24557,1459.11,32.6209,86.1439
5.41,4.56,2.39,0.97,11586.2,9447.68,7,7,9,7,16807,2779.82,39.8222,85.2776
0.23,2.75,2.95,2.61,11586.2,11417.6,4,6,9,8,18745,1581.02,48.928,84.3833
2.73,1.42,3.3,3.55,11586.2,9167.36,6,6,9,9,25318,1556.83,36.6919,85.6331
3.58,4.98,1.91,3.38,11586.2,8424.96,7,7,9,9,27203,1232.9,27.791,86.8398
2.77,4.48,3.27,1.72,11586.2,9873.92,6,7,9,8,20619,1504.38,34.4673,85.9048
5.42,3.79,5.34,0.56,11586.2,10396.2,7,7,9,7,16807,2779.82,39.8222,85.2776
4.15,3.16,5.29,2.82,11586.2,10633,7,7,10,8,25576,1351.11,26.9915,86.9666
1.48,2.42,4.44,1.74,11586.2,9728,6,7,9,8,20619,1504.38,34.4673,85.9048
3.88,2.07,2.17,1.15,11586.2,9548.8,7,6,9,7,15510,3061.12,45.7422,84.6757
3.85,2.8,3.08,0.39,11586.2,10201.6,6,6,9,6,12956,5513,64.977,83.1512
1.68,4.48,5.38,0.03,11586.2,11267.8,7,9,11,0,29133,62231.2,237.266,77.5265
0.4,1.18,2.92,4.43,11586.2,8939.52,5,6,9,9,24887,1556.83,39.331,85.3315
2.25,0.63,2.2,1.22,11586.2,11369,6,5,8,7,11506,3323.84,66.2824,83.0649
0.95,3.01,5.45,2.87,11586.2,10695.7,5,7,10,8,24557,1459.11,32.6209,86.1439
4,3.31,0.74,2.67,11586.2,11217.9,6,7,7,8,16299,3163.93,54.5056,83.9144
2.46,2.35,4.48,0.23,11586.2,11392,6,6,9,5,11349,9237.37,77.7798,82.3702
4.53,2.86,2.62,1.44,11586.2,11205.1,6,7,9,7,16219,2794.42,42.8156,84.9628
3.43,4.24,5.27,0.5,11586.2,10493.4,6,7,9,7,16219,2794.42,42.8156,84.9628
4.71,5.2,3.4,1.62,11586.2,10064.6,7,7,9,8,21207,1467.63,31.4755,86.2991
0.78,3.53,2.2,0.58,11586.2,11463.7,5,7,8,6,11120,5619.68,67.6648,82.9752
0.75,1.09,3.23,4.55,11586.2,9466.88,5,6,9,9,24887,1556.83,39.331,85.3315
5.27,4.79,1.67,0.74,11586.2,10252.8,6,7,8,7,13517,3651.63,48.5953,84.4129
3.74,1.95,4.14,0.91,11586.2,10921,6,6,9,7,14922,3046.04,48.7242,84.4014
0.52,0.67,1.58,2.34,11586.2,9666.56,5,5,8,8,15475,2832.87,60.8759,83.4344
0.88,4.67,3.91,5.32,11586.2,10065.9,6,7,10,9,30984,1076.34,26.3062,87.0783
1.46,2.64,2.39,4.67,11586.2,8954.88,6,7,9,9,26615,1232.9,30.784,86.3956
4.62,3.62,1.16,4.03,11586.2,8947.2,7,7,8,9,24501,1578.88,33.7538,85.9956
5.2,0.04,1.75,2.37,11586.2,9431.04,7,3,8,8,15878,5196.22,77.2783,82.3983
0.65,0.8,4.16,3.88,11586.2,9384.96,5,6,9,9,24887,1556.83,39.331,85.3315
5.36,2.51,5.4,2.22,11586.2,9282.56,7,7,10,8,25576,1351.11,26.9915,86.9666
3.91,2.75,0.1,3.25,11586.2,11292.2,6,6,6,8,14324,5646.18,76.1255,82.4635
3.31,0.01,0.45,0.15,11586.2,10624,5,1,6,4,3717,22843.9,215.654,77.9413
3.79,1.58,1.99,3.02,11586.2,10325.8,7,6,9,8,19910,1614.92,37.4023,85.5499
1.9,1.91,2.96,0.48,11586.2,9405.44,6,6,9,6,12956,5513,64.977,83.1512
1.88,0.54,3.68,1.18,11586.2,10670.1,5,5,9,7,13777,3332.06,62.9454,83.2892
1.75,3.41,0.25,2.96,11586.2,11473.9,5,6,7,8,14571,3306.04,62.9598,83.2882
3.47,0.26,3.86,3.42,11586.2,8431.36,7,5,9,9,25192,1556.83,45.3751,84.7107
0.62,3.72,4.05,2.11,11586.2,10690.6,5,7,9,8,20188,1515.58,37.0882,85.5865
5.07,3.75,1.88,4.79,11586.2,11324.2,7,7,8,9,24501,1578.88,33.7538,85.9956
1.9,0.58,1.17,5.43,11586.2,9630.72,6,5,8,9,21902,2260.23,54.4708,83.9172
0.75,2.37,0.77,4.15,11586.2,7424,5,7,8,9,23482,1515.08,39.3912,85.3248
2.31,5.37,0.55,4.85,11586.2,10560,6,7,7,9,22295,2928.3,50.5407,84.2424
3.97,5.11,1.88,4.72,11586.2,9882.88,7,7,9,9,27203,1232.9,27.791,86.8398
0.12,2.15,1.91,4.61,11586.2,9856,4,7,8,9,23336,1809.27,45.3192,84.716
0.88,4.27,0.38,1.26,11586.2,11540.5,5,6,7,7,10171,3876.95,70.4987,82.797
1.57,3.37,5.3,0.92,11586.2,11322.9,6,7,9,7,16219,2794.42,42.8156,84.9628
4.96,5.32,0.01,5.28,11586.2,8929.28,7,7,5,9,21740,9651.43,88.0986,81.8291
2.09,4.63,1.38,1.27,11586.2,11468.8,5,7,8,7,13086,3499.63,51.2507,84.1818
5.23,4.84,2.83,1.1,11586.2,10551,7,7,9,7,16807,2779.82,39.8222,85.2776
3.16,3.74,4.62,0.26,11586.2,9584.64,6,7,9,6,14253,5519.09,59.0512,83.5665
3.79,4.27,2.17,3.62,11586.2,8600.32,7,7,9,9,27203,1232.9,27.791,86.8398
2.84,3.38,4.53,3.66,11586.2,10844.2,6,7,9,9,26615,1232.9,30.784,86.3956
1.92,4.97,2.23,2.27,11586.2,9968.64,6,7,9,8,20619,1504.38,34.4673,85.9048
0.96,2.98,2.71,1.74,11586.2,8355.84,5,7,9,8,20188,1515.58,37.0882,85.5865
1.76,2.75,2.08,5.32,11586.2,11566.1,6,7,8,9,23913,1614.88,36.7337,85.6282
2.6,4.52,4.07,5.26,11586.2,10117.1,7,7,10,9,31572,1076.34,23.3232,87.601
4.55,3.47,2.91,0.56,11586.2,11194.9,6,7,8,7,13517,3651.63,48.5953,84.4129
4.12,5.07,3.2,3.4,11586.2,9881.6,7,7,9,9,27203,1232.9,27.791,86.8398
3.3,1.94,0.63,5.45,11586.2,10992.6,6,6,7,9,20998,2858.37,56.3651,83.7687
5.5,1.36,5.37,0.96,11586.2,11527.7,7,6,9,7,15510,3061.12,45.7422,84.6757
0.63,4.84,3.31,0.54,11586.2,10613.8,5,7,9,6,13822,5513.62,61.6723,83.3779
1.4,3.71,4.59,4.21,11586.2,11269.1,6,7,9,9,26615,1232.9,30.784,86.3956
0.46,3.79,0.08,4.52,11586.2,7459.84,5,7,6,9,21186,5449.78,69.1902,82.8784
3.83,0.37,2.19,5.14,11586.2,11486.7,6,5,8,9,21902,2260.23,54.4708,83.9172
3.01,3.42,0.65,0.74,11586.2,9966.08,6,6,7,7,10602,4028.95,67.8845,82.9611
4.31,4.48,1.6,0.34,11586.2,9459.2,6,7,8,6,11551,5619.68,65.0014,83.1496
3.88,3.02,1.61,5.39,11586.2,11356.2,6,7,8,9,23913,1614.88,36.7337,85.6282
4.54,2.5,1.56,4.86,11586.2,10032.6,7,7,8,9,24501,1578.88,33.7538,85.9956
5.12,2.46,2.78,3.38,11586.2,8222.72,7,7,9,9,27203,1232.9,27.791,86.8398
1.33,2.59,2.37,5.18,11586.2,9738.24,5,7,9,9,26184,1232.9,33.3991,86.0415
2.44,4.84,2.79,4.08,11586.2,10137.6,6,7,9,9,26615,1232.9,30.784,86.3956
5.37,3.31,1.94,1.42,11586.2,10185,7,7,9,7,16807,2779.82,39.8222,85.2776
0.98,3.77,0.87,0.49,11586.2,10009.6,5,7,7,6,9502,5591.1,81.3864,82.1733
1.29,2.87,4.52,0.01,11586.2,11261.8,5,6,9,0,7912,62144.6,260.823,77.1154
4.04,4.8,3.51,3.1,11586.2,9743.36,7,7,9,9,27203,1232.9,27.791,86.8398
0.96,3.13,5.04,5.39,11586.2,10193.9,5,7,10,9,30553,1076.34,28.9479,86.6627
4.69,3.96,4.14,1.96,11586.2,10881.3,7,7,9,8,21207,1467.63,31.4755,86.2991
2.63,0.03,2.46,4.11,11586.2,7646.72,6,3,9,9,23988,4529.45,69.988,82.8286
4.67,0.61,0.92,3.18,11586.2,10841.6,6,5,8,8,15906,2768.87,58.2217,83.628
5.38,4.42,4.21,3.02,11586.2,10355.2,7,7,9,9,27203,1232.9,27.791,86.8398
1.75,2.58,2.44,2.27,11586.2,11415,6,7,8,8,17917,2066.06,40.4065,85.2143
3.09,1.76,4.78,4.61,11586.2,11307.5,6,7,9,9,26615,1232.9,30.784,86.3956
3.46,3.94,3.06,2.26,11586.2,10665,6,7,9,8,20619,1504.38,34.4673,85.9048
2.51,2.37,1.84,5.49,11586.2,11246.1,6,7,8,9,23913,1614.88,36.7337,85.6282
4.85,4.89,0.79,2.61,11586.2,10087.7,7,7,8,8,18505,2066.06,37.4279,85.5469
4.62,3.1,4.18,0.29,11586.2,11013.1,6,6,9,6,12956,5513,64.977,83.1512
4.74,2.35,0.77,0.28,11586.2,11361.3,6,6,7,5,7029,9177.32,96.4436,81.4361
3.67,3.88,2.46,0.74,11586.2,10995.2,6,7,8,7,13517,3651.63,48.5953,84.4129
2.04,3.83,1.06,1.86,11586.2,8463.36,6,7,8,8,17917,2066.06,40.4065,85.2143
1.25,5.2,2.22,4.28,11586.2,9638.4,6,7,9,9,26615,1232.9,30.784,86.3956
1.54,1.87,1.19,0.42,11586.2,11018.2,5,6,7,6,8205,5702.55,87.2526,81.8711
0.23,3.83,1.32,1.49,11586.2,11002.9,4,7,8,7,12940,3499.63,57.1794,83.7064
3.08,4.92,5.49,3.44,11586.2,9246.72,7,7,10,9,31572,1076.34,23.3232,87.601
2.93,2.94,5.13,0.79,11586.2,10744.3,6,7,9,7,16219,2794.42,42.8156,84.9628
5.34,4.1,5.28,3.24,11586.2,8803.84,7,7,10,9,31572,1076.34,23.3232,87.601
1.13,0.62,0.49,0.18,11586.2,10659.8,4,4,6,5,4631,10373.1,144.068,79.6931
1.84,5.42,5.27,0.4,11586.2,10281,6,7,9,7,16219,2794.42,42.8156,84.9628
0.61,0.2,1.3,3.85,11586.2,11269.1,5,5,8,8,15475,2832.87,60.8759,83.4344
0.72,0.34,4.69,3.62,11586.2,9574.4,5,5,9,9,24173,1560.87,50.9658,84.206
0.37,1.36,5.11,2.04,11586.2,10992.6,5,6,9,8,18891,1806.92,43.0277,84.9414
0.97,4.32,5.01,2.91,11586.2,11233.3,5,7,10,8,24557,1459.11,32.6209,86.1439
3.83,2.28,5.2,2.62,11586.2,9685.76,7,7,10,8,25576,1351.11,26.9915,86.9666
3.36,0.32,1.5,4.32,11586.2,9011.2,6,5,8,9,21902,2260.23,54.4708,83.9172
3.46,0.27,2.15,2.04,11586.2,10019.8,6,5,8,8,15906,2768.87,58.2217,83.628
1.01,1.05,0.06,5.49,11586.2,7705.6,5,6,6,9,19889,5472.96,75.1523,82.5194
3.16,2.85,3.28,4.39,11586.2,10122.2,6,7,9,9,26615,1232.9,30.784,86.3956
4.78,1.02,3.49,2.32,11586.2,10593.3,6,6,9,8,19322,1632.33,40.3828,85.2169
5.06,2.68,3.28,1.65,11586.2,8757.76,7,7,9,8,21207,1467.63,31.4755,86.2991
4.52,4.1,4.1,0.25,11586.2,11550.7,6,7,9,5,12646,9270.57,71.89,82.7122
1.74,5.11,5.12,2.85,11586.2,11520,6,7,10,8,24988,1441.18,29.9733,86.5115
1.33,0.78,0.21,4.88,11586.2,7336.96,5,6,7,9,20567,2970.37,58.9813,83.5717
1.54,2.26,1.02,1.91,11586.2,11463.7,6,7,8,7,13517,3651.63,48.5953,84.4129
3.39,3.83,5.12,3.97,11586.2,9081.6,7,7,10,9,31572,1076.34,23.3232,87.601
2.81,0.29,1.61,0.39,11586.2,9118.72,5,4,8,6,8680,5879.39,97.5737,81.3855
4.72,2.95,3.45,5.45,11586.2,11228.2,7,7,9,9,27203,1232.9,27.791,86.8398
2.5,5.09,4.82,5.45,11586.2,11294.7,6,7,10,9,30984,1076.34,26.3062,87.0783
2.23,5.52,5.31,4.68,11586.2,10908.2,6,7,10,9,30984,1076.34,26.3062,87.0783
2.47,3.39,2.24,1.23,11586.2,9699.84,6,7,9,7,16219,2794.42,42.8156,84.9628
1.53,4.88,2.02,5.19,11586.2,10273.3,6,7,9,9,26615,1232.9,30.784,86.3956
1.07,2.4,3.91,1.02,11586.2,11187.2,5,6,9,7,14491,3147.12,51.3612,84.1725
1.54,5.1,0.39,2.31,11586.2,9728,5,7,7,8,15868,3275.93,57.1038,83.7122
4.17,5.39,4.24,1.25,11586.2,10195.2,7,7,9,8,21207,1467.63,31.4755,86.2991
1.4,4.41,2.69,0.9,11586.2,9415.68,5,7,9,7,15788,2875.82,45.4287,84.7055
4.75,2.06,2.41,3.57,11586.2,11441.9,7,7,9,8,21207,1467.63,31.4755,86.2991
1.72,4.21,5.42,2.82,11586.2,11146.2,6,7,10,8,24988,1441.18,29.9733,86.5115
1.53,0.52,3.66,4.49,11586.2,9802.24,6,5,9,9,24604,1556.83,48.3598,84.434
5.41,4.37,3.91,3.91,11586.2,10937.6,7,7,9,9,27203,1232.9,27.791,86.8398
0.94,1.38,2.84,4.25,11586.2,9154.56,5,6,9,9,24887,1556.83,39.331,85.3315
1.75,4.49,3.71,5.5,11586.2,10278.4,6,7,10,9,30984,1076.34,26.3062,87.0783
1.64,1.57,1.27,0.96,11586.2,11581.4,5,6,7,7,10171,3876.95,70.4987,82.797
5.31,0.1,4.97,0.44,11586.2,10462.7,6,4,9,6,11813,5936.01,88.8276,81.7934
0.04,3.62,3.76,2.99,11586.2,8847.36,3,7,9,9,25932,1558.06,40.7565,85.1769
4.27,3.38,1.1,3.22,11586.2,11124.5,7,7,8,8,18505,2066.06,37.4279,85.5469
1.53,5.19,1.65,3.16,11586.2,11210.2,6,7,9,8,20619,1504.38,34.4673,85.9048
0.48,2.29,3.82,1.1,11586.2,11008,5,6,9,7,14491,3147.12,51.3612,84.1725
5.2,0.32,0.35,0.47,11586.2,9359.36,6,4,6,6,6815,8535.44,124.28,80.3348
4.44,4.85,1.61,4.28,11586.2,10731.5,7,7,8,9,24501,1578.88,33.7538,85.9956
0.56,1.29,2.39,3.49,11586.2,11202.6,5,6,9,8,18891,1806.92,43.0277,84.9414
0.33,1.11,4.81,2.34,11586.2,11023.4,5,6,9,8,18891,1806.92,43.0277,84.9414
1.78,2.11,3.69,4.06,11586.2,9472,6,7,9,9,26615,1232.9,30.784,86.3956
5.14,2.84,3.11,1.05,11586.2,10255.4,6,7,9,7,16219,2794.42,42.8156,84.9628
2.1,0.74,0.39,4.45,11586.2,7449.6,6,6,7,9,20998,2858.37,56.3651,83.7687
4.6,5.08,4.77,3.22,11586.2,8929.28,7,7,10,9,31572,1076.34,23.3232,87.601
4.02,4.29,0.99,0.18,11586.2,10229.8,6,7,7,5,8326,9323.04,90.6372,81.7058
5.15,0.74,1.93,1.43,11586.2,11226.9,7,6,8,7,12808,3827.25,51.5586,84.1558
4.88,2.22,3.8,1.42,11586.2,11468.8,7,7,9,7,16807,2779.82,39.8222,85.2776
0.45,3.86,4.6,4.99,11586.2,9671.68,5,7,10,9,30553,1076.34,28.9479,86.6627
2.94,0.26,4.97,4,11586.2,10470.4,6,5,9,9,24604,1556.83,48.3598,84.434
4.57,3.12,1.53,0.74,11586.2,10529.3,6,6,8,7,12220,3903.25,54.5275,83.9127
2.83,3.74,4.42,2.57,11586.2,9803.52,7,7,10,8,25576,1351.11,26.9915,86.9666
3.32,1.09,0.04,4.57,11586.2,7301.12,6,6,5,9,19855,9583.23,96.9018,81.4155
4.9,2.99,4.87,2.46,11586.2,9689.6,7,7,10,8,25576,1351.11,26.9915,86.9666
0.58,2.06,1.52,3.91,11586.2,8468.48,5,7,8,9,23482,1515.08,39.3912,85.3248
1.94,1.46,4.6,0.98,11586.2,11212.8,5,6,9,7,14491,3147.12,51.3612,84.1725
3.06,1.32,4.86,3.12,11586.2,10621.4,7,6,10,8,24279,1561.51,32.9258,86.1035
0.61,2.56,2.17,5.05,11586.2,11238.4,5,7,8,9,23482,1515.08,39.3912,85.3248
3.86,1.41,2.08,1.02,11586.2,10869.8,6,6,8,7,12220,3903.25,54.5275,83.9127
2.18,4.76,1.5,0.61,11586.2,11064.3,6,7,8,6,11551,5619.68,65.0014,83.1496
2.83,4.77,1.44,2.36,11586.2,10949.1,6,7,8,8,17917,2066.06,40.4065,85.2143
4.2,2.63,0.48,1.84,11586.2,11386.9,7,7,7,7,12487,3765.76,59.0552,83.5663
2.28,1.37,4.71,1.66,11586.2,10209.3,6,6,9,8,19322,1632.33,40.3828,85.2169
4.92,4.71,0.26,3.67,11586.2,7864.32,7,7,7,9,22883,2976.3,47.5369,84.5085
2.36,5.5,0.37,1.05,11586.2,9840.64,5,7,7,7,11468,3921.76,64.6496,83.1732
2.59,4.71,5.06,4.28,11586.2,10048,6,7,10,9,30984,1076.34,26.3062,87.0783
3.16,2.66,2.13,2.92,11586.2,10332.2,6,7,9,8,20619,1504.38,34.4673,85.9048
4.83,2.69,1.83,0.76,11586.2,10851.8,6,6,8,7,12220,3903.25,54.5275,83.9127
4.75,5.36,4.12,2.25,11586.2,10807,7,8,9,8,23857,1480.09,27.3607,86.9076
1.87,0.23,1.04,5.29,11586.2,8496.64,6,5,8,9,21902,2260.23,54.4708,83.9172
4.67,2.37,0.33,3.31,11586.2,11155.2,7,6,7,8,15590,3402.04,57.3465,83.6938
0.9,3.14,2.51,0.25,11586.2,10864.6,5,6,8,6,9823,5747.17,73.6381,82.6078
0.37,1.77,5,3.67,11586.2,9973.76,5,7,9,9,26184,1232.9,33.3991,86.0415
1.68,4.2,4.27,1.25,11586.2,9512.96,6,7,9,8,20619,1504.38,34.4673,85.9048
4.37,4,4.21,4.56,11586.2,9432.32,7,7,10,9,31572,1076.34,23.3232,87.601
0.84,1.37,1.48,3.39,11586.2,8335.36,5,6,8,9,22185,1712.2,45.3466,84.7134
1.76,2.8,2.05,4.32,11586.2,8407.04,6,7,9,9,26615,1232.9,30.784,86.3956
0.43,3.55,1.83,3.57,11586.2,11223,5,7,9,8,20188,1515.58,37.0882,85.5865
0.48,3.43,0.08,1.9,11586.2,10439.7,5,7,6,7,10790,6457.22,80.6124,82.2148
0.79,4.2,0.28,3.66,11586.2,11197.4,5,7,7,8,15868,3275.93,57.1038,83.7122
2.68,3.46,4.72,1.37,11586.2,10096.6,6,7,9,8,20619,1504.38,34.4673,85.9048
