c0,c1,Requested_tolerance,estimated_error,l0,l1,Total_retrieve_size,MaxErr,MSE,PSNR
0.04,0.74,1.0152,0.9,5,7,4031897,3.30852,1.03427,19.9847
0.5,4.1,1.0152,0.7625,8,10,8616824,0.409134,0.0176195,37.6711
0.42,2.28,1.0152,0.78,8,9,7351506,0.546387,0.0186286,37.4293
2.34,4.25,1.0152,0.82375,10,10,9325035,0.168592,0.00136684,48.7739
1.85,2.9,1.0152,0.95625,10,9,8059717,0.326594,0.00240575,46.3186
1.49,4.42,1.0152,0.73875,10,10,9325035,0.168592,0.00136684,48.7739
1.54,0.25,1.0152,0.6925,10,6,4739515,2.04954,0.0683541,31.7834
0.13,2.44,1.0152,0.87,6,9,6663644,1.54639,0.34554,24.7461
0.13,0.61,1.0152,0.87,6,7,4341135,2.20226,0.364219,24.5174
0.89,5.08,1.0152,0.8575,9,10,8970750,0.289651,0.00710427,41.6159
3.58,2.96,1.0152,0.96375,11,9,8414576,0.264094,0.00177291,47.6442
2.44,2.61,1.0152,0.9575,10,9,8059717,0.326594,0.00240575,46.3186
0.58,4.18,1.0152,0.8125,8,10,8616824,0.409134,0.0176195,37.6711
5.17,1.43,1.0152,0.876562,12,8,7548748,0.535814,0.00569089,42.5793
4.26,0.74,1.0152,1.00625,11,7,6092067,0.993276,0.0207483,36.9612
3.11,3.55,1.0152,0.638125,11,10,9679894,0.164651,0.000719574,51.5603
0.76,0.36,1.0152,0.91,9,6,4385230,2.17454,0.0739949,31.439
5.25,5.17,1.0152,0.974375,11,10,9679894,0.164651,0.000719574,51.5603
1.32,3.62,1.0152,0.6175,10,10,9325035,0.168592,0.00136684,48.7739
4.75,0.03,1.0152,0.776875,11,3,2723087,14.2696,4.59462,13.5086
3.47,4.79,1.0152,0.815625,11,10,9679894,0.164651,0.000719574,51.5603
5.45,0.94,1.0152,0.640312,12,8,7548748,0.535814,0.00569089,42.5793
1.55,2.48,1.0152,0.81375,10,9,8059717,0.326594,0.00240575,46.3186
3.96,3.75,1.0152,0.71625,11,10,9679894,0.164651,0.000719574,51.5603
4.15,0.93,1.0152,0.724375,11,8,7193390,0.567064,0.00599177,42.3555
1.05,5.02,1.0152,0.89,9,10,8970750,0.289651,0.00710427,41.6159
4.37,3.15,1.0152,0.924063,12,9,8769934,0.269401,0.00145703,48.4964
4.5,2.37,1.0152,0.87375,11,9,8414576,0.264094,0.00177291,47.6442
0.47,3.22,1.0152,0.9225,9,9,7705432,0.328673,0.00817185,41.0079
1.23,2.42,1.0152,0.9125,9,9,7705432,0.328673,0.00817185,41.0079
2.98,2.21,1.0152,0.73875,11,9,8414576,0.264094,0.00177291,47.6442
3.17,1.85,1.0152,0.660625,11,9,8414576,0.264094,0.00177291,47.6442
1.44,3.14,1.0152,0.965,10,9,8059717,0.326594,0.00240575,46.3186
2.2,2.22,1.0152,0.83,10,9,8059717,0.326594,0.00240575,46.3186
3.32,1.45,1.0152,0.9325,11,8,7193390,0.567064,0.00599177,42.3555
3.49,1.01,1.0152,0.723125,11,8,7193390,0.567064,0.00599177,42.3555
1.98,3.5,1.0152,0.99875,11,9,8414576,0.264094,0.00177291,47.6442
3.58,2.28,1.0152,0.79375,11,9,8414576,0.264094,0.00177291,47.6442
3.79,2.4,1.0152,0.836875,11,9,8414576,0.264094,0.00177291,47.6442
0.51,0.15,1.0152,0.855,8,5,3098272,3.91193,0.371107,24.4361
0.88,4.04,1.0152,0.725,9,10,8970750,0.289651,0.00710427,41.6159
2.76,3.33,1.0152,1.005,11,9,8414576,0.264094,0.00177291,47.6442
3.83,3.24,1.0152,0.929688,12,9,8769934,0.269401,0.00145703,48.4964
3.76,0.55,1.0152,0.785,11,7,6092067,0.993276,0.0207483,36.9612
4.29,0.69,1.0152,0.958125,11,7,6092067,0.993276,0.0207483,36.9612
3.17,1.53,1.0152,0.963125,11,8,7193390,0.567064,0.00599177,42.3555
1.14,2.06,1.0152,0.8,9,9,7705432,0.328673,0.00817185,41.0079
5.1,3.37,1.0152,1.00187,12,9,8769934,0.269401,0.00145703,48.4964
4.54,1.21,1.0152,0.88875,11,8,7193390,0.567064,0.00599177,42.3555
5.11,1.17,1.0152,0.904375,11,8,7193390,0.567064,0.00599177,42.3555
3.58,0.03,1.0152,0.9275,10,3,2368228,14.3321,4.59512,13.5081
0.39,3.66,1.0152,0.6525,8,10,8616824,0.409134,0.0176195,37.6711
2.55,1.4,1.0152,0.859375,11,8,7193390,0.567064,0.00599177,42.3555
2.75,1.38,1.0152,0.861875,11,8,7193390,0.567064,0.00599177,42.3555
2.04,4.7,1.0152,0.8425,10,10,9325035,0.168592,0.00136684,48.7739
1.81,0.21,1.0152,0.64625,10,6,4739515,2.04954,0.0683541,31.7834
3.98,3.19,1.0152,0.921875,12,9,8769934,0.269401,0.00145703,48.4964
5.04,3.59,1.0152,0.60625,12,10,10035252,0.133401,0.000410897,53.9937
1.63,2.25,1.0152,0.76625,10,9,8059717,0.326594,0.00240575,46.3186
3.71,4.92,1.0152,0.846875,11,10,9679894,0.164651,0.000719574,51.5603
5.04,3.27,1.0152,0.975,12,9,8769934,0.269401,0.00145703,48.4964
0.03,0.21,1.0152,0.96,5,5,2101172,5.36414,1.36918,18.7664
5.08,5,1.0152,0.9425,11,10,9679894,0.164651,0.000719574,51.5603
0.01,2.9,1.0152,0.885,3,9,5859288,10.777,16.1073,8.06082
3.18,4,1.0152,0.69875,11,10,9679894,0.164651,0.000719574,51.5603
3.66,5.16,1.0152,0.87375,11,10,9679894,0.164651,0.000719574,51.5603
5.02,2.4,1.0152,0.91375,11,9,8414576,0.264094,0.00177291,47.6442
2.36,1.56,1.0152,0.9275,11,8,7193390,0.567064,0.00599177,42.3555
4.61,3.33,1.0152,0.976562,12,9,8769934,0.269401,0.00145703,48.4964
4.44,3.48,1.0152,1.00875,12,9,8769934,0.269401,0.00145703,48.4964
5.5,4.01,1.0152,0.673125,12,10,10035252,0.133401,0.000410897,53.9937
2.37,0.46,1.0152,0.75625,10,7,5737208,1.05578,0.0213584,36.8354
1.34,4.86,1.0152,0.9425,9,10,8970750,0.289651,0.00710427,41.6159
3.43,4.69,1.0152,0.800625,11,10,9679894,0.164651,0.000719574,51.5603
2.2,4.73,1.0152,0.86625,10,10,9325035,0.168592,0.00136684,48.7739
0.58,1.4,1.0152,0.99,8,8,6130320,0.678407,0.0229389,36.5253
5.37,4.33,1.0152,0.709062,12,10,10035252,0.133401,0.000410897,53.9937
0.47,3.92,1.0152,0.725,8,10,8616824,0.409134,0.0176195,37.6711
0.22,2.92,1.0152,0.95,7,9,7000311,0.817188,0.0595302,32.3837
3.38,2.37,1.0152,0.80375,11,9,8414576,0.264094,0.00177291,47.6442
0.95,4.32,1.0152,0.7775,9,10,8970750,0.289651,0.00710427,41.6159
4.62,4.84,1.0152,0.89375,11,10,9679894,0.164651,0.000719574,51.5603
2.06,4.77,1.0152,0.85375,10,10,9325035,0.168592,0.00136684,48.7739
1.14,4.13,1.0152,0.80125,9,10,8970750,0.289651,0.00710427,41.6159
2.96,1.46,1.0152,0.915,11,8,7193390,0.567064,0.00599177,42.3555
2.56,4.88,1.0152,0.93,10,10,9325035,0.168592,0.00136684,48.7739
4.7,0.49,1.0152,0.78375,11,7,6092067,0.993276,0.0207483,36.9612
4.96,0.68,1.0152,0.99,11,7,6092067,0.993276,0.0207483,36.9612
5.26,2.56,1.0152,0.96875,11,9,8414576,0.264094,0.00177291,47.6442
0.93,0.68,1.0152,0.9125,9,7,5382923,1.05578,0.027168,35.7905
2.5,2.07,1.0152,0.67375,11,9,8414576,0.264094,0.00177291,47.6442
4.89,4.92,1.0152,0.920625,11,10,9679894,0.164651,0.000719574,51.5603
3.05,0.77,1.0152,0.960625,11,7,6092067,0.993276,0.0207483,36.9612
2.81,0.59,1.0152,0.94125,10,7,5737208,1.05578,0.0213584,36.8354
1.45,1.36,1.0152,0.86125,10,8,6838531,0.52741,0.00665487,41.8997
4.14,4.61,1.0152,0.835,11,10,9679894,0.164651,0.000719574,51.5603
2.63,5.01,1.0152,0.955,10,10,9325035,0.168592,0.00136684,48.7739
2.4,0.01,1.0152,0.984102,13,0,3319754,12.4501,4.10608,13.9968
2.35,1.43,1.0152,1.00875,10,8,6838531,0.52741,0.00665487,41.8997
2.11,3.5,1.0152,1.00687,11,9,8414576,0.264094,0.00177291,47.6442
1.29,2.06,1.0152,0.67625,10,9,8059717,0.326594,0.00240575,46.3186
1.44,1.65,1.0152,1.005,10,8,6838531,0.52741,0.00665487,41.8997
4.32,0.67,1.0152,0.94,11,7,6092067,0.993276,0.0207483,36.9612
3.97,5.29,1.0152,0.909375,11,10,9679894,0.164651,0.000719574,51.5603
1.01,5.36,1.0152,0.9225,9,10,8970750,0.289651,0.00710427,41.6159
1.34,3.45,1.0152,0.59875,10,10,9325035,0.168592,0.00136684,48.7739
5.37,4.14,1.0152,0.685312,12,10,10035252,0.133401,0.000410897,53.9937
0.51,2.85,1.0152,0.9675,8,9,7351506,0.546387,0.0186286,37.4293
0.99,2.92,1.0152,0.9775,9,9,7705432,0.328673,0.00817185,41.0079
2.48,3.15,1.0152,0.9425,11,9,8414576,0.264094,0.00177291,47.6442
1.14,4.45,1.0152,0.84125,9,10,8970750,0.289651,0.00710427,41.6159
1.57,4.01,1.0152,0.6975,10,10,9325035,0.168592,0.00136684,48.7739
5.51,1.11,1.0152,0.899375,11,8,7193390,0.567064,0.00599177,42.3555
0.98,2.65,1.0152,0.9075,9,9,7705432,0.328673,0.00817185,41.0079
2.48,1.44,1.0152,0.875,11,8,7193390,0.567064,0.00599177,42.3555
1.59,1.99,1.0152,0.69625,10,9,8059717,0.326594,0.00240575,46.3186
3.91,1.93,1.0152,0.726875,11,9,8414576,0.264094,0.00177291,47.6442
4.22,3.33,1.0152,0.964375,12,9,8769934,0.269401,0.00145703,48.4964
2.83,3.75,1.0152,0.645625,11,10,9679894,0.164651,0.000719574,51.5603
2.45,2.58,1.0152,0.95125,10,9,8059717,0.326594,0.00240575,46.3186
0.03,1.54,1.0152,1.01,4,8,4867284,5.60587,9.65987,10.2813
1.95,0.6,1.0152,0.84375,10,7,5737208,1.05578,0.0213584,36.8354
3.23,0.39,1.0152,0.981875,11,6,5094374,2.04954,0.0676599,31.8277
2.53,3.04,1.0152,0.918125,11,9,8414576,0.264094,0.00177291,47.6442
2.57,5.36,1.0152,0.99125,10,10,9325035,0.168592,0.00136684,48.7739
2.67,0.31,1.0152,0.95375,10,6,4739515,2.04954,0.0683541,31.7834
2.52,0.11,1.0152,0.755,10,5,3806483,3.66193,0.355178,24.6266
3.19,3.47,1.0152,0.633125,11,10,9679894,0.164651,0.000719574,51.5603
3.22,4.31,1.0152,0.74,11,10,9679894,0.164651,0.000719574,51.5603
2.56,3.53,1.0152,0.60125,11,10,9679894,0.164651,0.000719574,51.5603
0.51,5.45,1.0152,0.93625,8,10,8616824,0.409134,0.0176195,37.6711
3.88,5.5,1.0152,0.93,11,10,9679894,0.164651,0.000719574,51.5603
3.87,2.21,1.0152,0.794375,11,9,8414576,0.264094,0.00177291,47.6442
1.82,4.63,1.0152,0.80625,10,10,9325035,0.168592,0.00136684,48.7739
0.51,0.28,1.0152,0.815,8,6,4031304,2.04036,0.0847062,30.8519
0.35,4.06,1.0152,0.6825,8,10,8616824,0.409134,0.0176195,37.6711
3.92,4.84,1.0152,0.85,11,10,9679894,0.164651,0.000719574,51.5603
0.8,1.06,1.0152,0.73,9,8,6484246,0.65241,0.0123607,39.2106
4.65,0.4,1.0152,0.945313,12,6,5449732,2.04954,0.0673752,31.8461
3.3,3.94,1.0152,0.69875,11,10,9679894,0.164651,0.000719574,51.5603
4.55,5.42,1.0152,0.961875,11,10,9679894,0.164651,0.000719574,51.5603
4.61,3.94,1.0152,0.636563,12,10,10035252,0.133401,0.000410897,53.9937
2.24,5.52,1.0152,0.97,10,10,9325035,0.168592,0.00136684,48.7739
0.88,0.77,1.0152,0.99,9,7,5382923,1.05578,0.027168,35.7905
1.09,4.98,1.0152,0.895,9,10,8970750,0.289651,0.00710427,41.6159
2.89,3.89,1.0152,0.666875,11,10,9679894,0.164651,0.000719574,51.5603
3.3,1.53,1.0152,0.97125,11,8,7193390,0.567064,0.00599177,42.3555
2.89,2.55,1.0152,0.99875,10,9,8059717,0.326594,0.00240575,46.3186
4.14,3.85,1.0152,0.74,11,10,9679894,0.164651,0.000719574,51.5603
3.62,2.63,1.0152,0.88375,11,9,8414576,0.264094,0.00177291,47.6442
2.03,0.48,1.0152,0.73375,10,7,5737208,1.05578,0.0213584,36.8354
3.04,2.87,1.0152,0.9075,11,9,8414576,0.264094,0.00177291,47.6442
3.33,2.25,1.0152,0.770625,11,9,8414576,0.264094,0.00177291,47.6442
4.38,3.36,1.0152,0.976875,12,9,8769934,0.269401,0.00145703,48.4964
1.53,3.09,1.0152,0.96375,10,9,8059717,0.326594,0.00240575,46.3186
1.36,4.12,1.0152,0.685,10,10,9325035,0.168592,0.00136684,48.7739
0.29,1.57,1.0152,0.93,8,8,6130320,0.678407,0.0229389,36.5253
4.38,3.49,1.0152,1.00938,12,9,8769934,0.269401,0.00145703,48.4964
4.32,2.28,1.0152,0.84,11,9,8414576,0.264094,0.00177291,47.6442
1.95,4.58,1.0152,0.81625,10,10,9325035,0.168592,0.00136684,48.7739
1.92,2.47,1.0152,0.8575,10,9,8059717,0.326594,0.00240575,46.3186
3.79,4.37,1.0152,0.783125,11,10,9679894,0.164651,0.000719574,51.5603
1.18,2.65,1.0152,0.9575,9,9,7705432,0.328673,0.00817185,41.0079
4.12,1.67,1.0152,0.96375,12,8,7548748,0.535814,0.00569089,42.5793
4.35,4.58,1.0152,0.844375,11,10,9679894,0.164651,0.000719574,51.5603
4.1,0.8,1.0152,0.65625,11,8,7193390,0.567064,0.00599177,42.3555
4.52,3.87,1.0152,0.625,12,10,10035252,0.133401,0.000410897,53.9937
0.74,4.62,1.0152,0.7625,9,10,8970750,0.289651,0.00710427,41.6159
0.7,0.04,1.0152,0.99,8,3,1660017,14.2071,4.611,13.4931
2.61,3.07,1.0152,0.930625,11,9,8414576,0.264094,0.00177291,47.6442
4.95,3.62,1.0152,0.607187,12,10,10035252,0.133401,0.000410897,53.9937
2.88,4.51,1.0152,0.74375,11,10,9679894,0.164651,0.000719574,51.5603
0.59,1.44,1.0152,1.015,8,8,6130320,0.678407,0.0229389,36.5253
3.62,4.71,1.0152,0.815,11,10,9679894,0.164651,0.000719574,51.5603
2.99,3.36,1.0152,0.606875,11,10,9679894,0.164651,0.000719574,51.5603
1.67,2.92,1.0152,0.93875,10,9,8059717,0.326594,0.00240575,46.3186
4.62,4.89,1.0152,0.9,11,10,9679894,0.164651,0.000719574,51.5603
0.55,0.12,1.0152,0.755,8,5,3098272,3.91193,0.371107,24.4361
1.14,4.21,1.0152,0.81125,9,10,8970750,0.289651,0.00710427,41.6159
4.1,2.99,1.0152,1.00375,11,9,8414576,0.264094,0.00177291,47.6442
2.18,4.41,1.0152,0.82375,10,10,9325035,0.168592,0.00136684,48.7739
3.83,3.39,1.0152,0.967188,12,9,8769934,0.269401,0.00145703,48.4964
2.24,3.42,1.0152,0.995,11,9,8414576,0.264094,0.00177291,47.6442
4.1,5.14,1.0152,0.89875,11,10,9679894,0.164651,0.000719574,51.5603
4.26,0.66,1.0152,0.92625,11,7,6092067,0.993276,0.0207483,36.9612
5.24,4.71,1.0152,0.91625,11,10,9679894,0.164651,0.000719574,51.5603
3.85,2.6,1.0152,0.890625,11,9,8414576,0.264094,0.00177291,47.6442
0.64,3.97,1.0152,0.65625,9,10,8970750,0.289651,0.00710427,41.6159
5.21,4.01,1.0152,0.664063,12,10,10035252,0.133401,0.000410897,53.9937
2.73,5.31,1.0152,1.005,10,10,9325035,0.168592,0.00136684,48.7739
4.6,1.01,1.0152,0.7925,11,8,7193390,0.567064,0.00599177,42.3555
3.39,0.67,1.0152,0.881875,11,7,6092067,0.993276,0.0207483,36.9612
4.09,1.83,1.0152,0.713125,11,9,8414576,0.264094,0.00177291,47.6442
0.39,1.4,1.0152,0.895,8,8,6130320,0.678407,0.0229389,36.5253
1,2.23,1.0152,0.8075,9,9,7705432,0.328673,0.00817185,41.0079
1.8,1.1,1.0152,0.775,10,8,6838531,0.52741,0.00665487,41.8997
5.25,3.64,1.0152,0.619063,12,10,10035252,0.133401,0.000410897,53.9937
1.05,4.48,1.0152,0.8225,9,10,8970750,0.289651,0.00710427,41.6159
3.62,4.47,1.0152,0.785,11,10,9679894,0.164651,0.000719574,51.5603
0.53,4.63,1.0152,0.84375,8,10,8616824,0.409134,0.0176195,37.6711
3.87,3.2,1.0152,0.920938,12,9,8769934,0.269401,0.00145703,48.4964
4.1,5.29,1.0152,0.9175,11,10,9679894,0.164651,0.000719574,51.5603
1,0.88,1.0152,0.69,9,8,6484246,0.65241,0.0123607,39.2106
3.45,2.47,1.0152,0.833125,11,9,8414576,0.264094,0.00177291,47.6442
4.03,3.79,1.0152,0.725625,11,10,9679894,0.164651,0.000719574,51.5603
3.12,3.95,1.0152,0.68875,11,10,9679894,0.164651,0.000719574,51.5603
4.24,4.26,1.0152,0.7975,11,10,9679894,0.164651,0.000719574,51.5603
5.28,1.26,1.0152,0.96,11,8,7193390,0.567064,0.00599177,42.3555
3.85,0.74,1.0152,0.980625,11,7,6092067,0.993276,0.0207483,36.9612
1.16,5.2,1.0152,0.94,9,10,8970750,0.289651,0.00710427,41.6159
3.88,0.44,1.0152,0.6825,11,7,6092067,0.993276,0.0207483,36.9612
5.4,4.41,1.0152,0.72,12,10,10035252,0.133401,0.000410897,53.9937
1.72,1.05,1.0152,0.74,10,8,6838531,0.52741,0.00665487,41.8997
4.7,5.19,1.0152,0.9425,11,10,9679894,0.164651,0.000719574,51.5603
3.12,4.78,1.0152,0.7925,11,10,9679894,0.164651,0.000719574,51.5603
1.75,0.67,1.0152,0.88875,10,7,5737208,1.05578,0.0213584,36.8354
5.35,1.93,1.0152,0.649687,12,9,8769934,0.269401,0.00145703,48.4964
5.36,1.06,1.0152,0.865,11,8,7193390,0.567064,0.00599177,42.3555
5.53,4.98,1.0152,0.968125,11,10,9679894,0.164651,0.000719574,51.5603
4.14,3.61,1.0152,0.580625,12,10,10035252,0.133401,0.000410897,53.9937
2.22,3.73,1.0152,0.605,11,10,9679894,0.164651,0.000719574,51.5603
4.88,1.44,1.0152,0.8725,12,8,7548748,0.535814,0.00569089,42.5793
3.75,1.49,1.0152,0.979375,11,8,7193390,0.567064,0.00599177,42.3555
2.39,4.46,1.0152,0.85625,10,10,9325035,0.168592,0.00136684,48.7739
0.92,4.99,1.0152,0.85375,9,10,8970750,0.289651,0.00710427,41.6159
3.53,4.18,1.0152,0.743125,11,10,9679894,0.164651,0.000719574,51.5603
5.02,4.08,1.0152,0.666875,12,10,10035252,0.133401,0.000410897,53.9937
2.96,4.89,1.0152,0.79625,11,10,9679894,0.164651,0.000719574,51.5603
1.54,4.16,1.0152,0.7125,10,10,9325035,0.168592,0.00136684,48.7739
4.89,0.83,1.0152,0.982812,12,7,6447425,0.993276,0.0204212,37.0302
3.43,4.74,1.0152,0.806875,11,10,9679894,0.164651,0.000719574,51.5603
5.54,2.27,1.0152,0.740625,12,9,8769934,0.269401,0.00145703,48.4964
4,5.47,1.0152,0.93375,11,10,9679894,0.164651,0.000719574,51.5603
0.11,0.53,1.0152,0.75,6,7,4341135,2.20226,0.364219,24.5174
2.86,0.89,1.0152,0.62375,11,8,7193390,0.567064,0.00599177,42.3555
3.32,3.57,1.0152,0.65375,11,10,9679894,0.164651,0.000719574,51.5603
4.66,4.45,1.0152,0.8475,11,10,9679894,0.164651,0.000719574,51.5603
1.23,4,1.0152,0.65375,10,10,9325035,0.168592,0.00136684,48.7739
1.31,0.6,1.0152,0.9275,9,7,5382923,1.05578,0.027168,35.7905
4.96,5.32,1.0152,0.975,11,10,9679894,0.164651,0.000719574,51.5603
5.02,5.08,1.0152,0.94875,11,10,9679894,0.164651,0.000719574,51.5603
4.54,3.73,1.0152,0.608125,12,10,10035252,0.133401,0.000410897,53.9937
3.16,3.69,1.0152,0.65875,11,10,9679894,0.164651,0.000719574,51.5603
4.39,2.24,1.0152,0.834375,11,9,8414576,0.264094,0.00177291,47.6442
1.38,3.61,1.0152,0.62375,10,10,9325035,0.168592,0.00136684,48.7739
4.87,2.09,1.0152,0.674687,12,9,8769934,0.269401,0.00145703,48.4964
2.14,4.67,1.0152,0.85125,10,10,9325035,0.168592,0.00136684,48.7739
2.19,2.06,1.0152,0.78875,10,9,8059717,0.326594,0.00240575,46.3186
1.19,1.12,1.0152,0.8575,9,8,6484246,0.65241,0.0123607,39.2106
3.6,3.02,1.0152,0.98,11,9,8414576,0.264094,0.00177291,47.6442
3.98,2.43,1.0152,0.85625,11,9,8414576,0.264094,0.00177291,47.6442
4.28,3.11,1.0152,0.91125,12,9,8769934,0.269401,0.00145703,48.4964
4.89,3.11,1.0152,0.930312,12,9,8769934,0.269401,0.00145703,48.4964
1.86,1.15,1.0152,0.8075,10,8,6838531,0.52741,0.00665487,41.8997
1.42,3.59,1.0152,0.62625,10,10,9325035,0.168592,0.00136684,48.7739
4.68,3.94,1.0152,0.63875,12,10,10035252,0.133401,0.000410897,53.9937
4.99,4.57,1.0152,0.883125,11,10,9679894,0.164651,0.000719574,51.5603
0.48,1.36,1.0152,0.92,8,8,6130320,0.678407,0.0229389,36.5253
3.75,4.35,1.0152,0.778125,11,10,9679894,0.164651,0.000719574,51.5603
3.07,1.06,1.0152,0.721875,11,8,7193390,0.567064,0.00599177,42.3555
0.73,4.89,1.0152,0.79375,9,10,8970750,0.289651,0.00710427,41.6159
3.97,4.69,1.0152,0.834375,11,10,9679894,0.164651,0.000719574,51.5603
1.21,2.77,1.0152,0.995,9,9,7705432,0.328673,0.00817185,41.0079
1.03,2.98,1.0152,1.0025,9,9,7705432,0.328673,0.00817185,41.0079
2.72,3.95,1.0152,0.66375,11,10,9679894,0.164651,0.000719574,51.5603
1.22,0.25,1.0152,0.805,9,6,4385230,2.17454,0.0739949,31.439
0.92,3.51,1.0152,0.66875,9,10,8970750,0.289651,0.00710427,41.6159
5.08,4.73,1.0152,0.90875,11,10,9679894,0.164651,0.000719574,51.5603
5.26,0.52,1.0152,0.84875,11,7,6092067,0.993276,0.0207483,36.9612
4.71,0.91,1.0152,0.602188,12,8,7548748,0.535814,0.00569089,42.5793
2.54,0.25,1.0152,0.8175,10,6,4739515,2.04954,0.0683541,31.7834
5.45,4.88,1.0152,0.950625,11,10,9679894,0.164651,0.000719574,51.5603
0.05,5.27,1.0152,0.85875,5,10,7619724,2.76803,1.01328,20.0738
1.19,4.27,1.0152,0.83125,9,10,8970750,0.289651,0.00710427,41.6159
4.65,2.84,1.0152,1.00062,11,9,8414576,0.264094,0.00177291,47.6442
1.71,5.31,1.0152,0.8775,10,10,9325035,0.168592,0.00136684,48.7739
1.77,3.27,1.0152,0.63,10,10,9325035,0.168592,0.00136684,48.7739
3.24,3.83,1.0152,0.68125,11,10,9679894,0.164651,0.000719574,51.5603
4.22,0.79,1.0152,0.921875,12,7,6447425,0.993276,0.0204212,37.0302
5.37,3.68,1.0152,0.627813,12,10,10035252,0.133401,0.000410897,53.9937
1.87,4.67,1.0152,0.8175,10,10,9325035,0.168592,0.00136684,48.7739
0.8,2.84,1.0152,0.91,9,9,7705432,0.328673,0.00817185,41.0079
1.78,1.71,1.0152,0.65,10,9,8059717,0.326594,0.00240575,46.3186
2.11,2.66,1.0152,0.92875,10,9,8059717,0.326594,0.00240575,46.3186
4.44,3.28,1.0152,0.95875,12,9,8769934,0.269401,0.00145703,48.4964
1.31,4.12,1.0152,0.67875,10,10,9325035,0.168592,0.00136684,48.7739
3.64,4.47,1.0152,0.78625,11,10,9679894,0.164651,0.000719574,51.5603
2.51,0.09,1.0152,0.876875,11,4,3266826,6.90668,1.03291,19.9904
0.64,0.96,1.0152,0.64,9,8,6484246,0.65241,0.0123607,39.2106
4.31,3.26,1.0152,0.949687,12,9,8769934,0.269401,0.00145703,48.4964
2.1,0.73,1.0152,0.9925,10,7,5737208,1.05578,0.0213584,36.8354
0.15,3.29,1.0152,0.9725,7,9,7000311,0.817188,0.0595302,32.3837
0.82,0.67,1.0152,0.875,9,7,5382923,1.05578,0.027168,35.7905
5.18,1.73,1.0152,0.594375,12,9,8769934,0.269401,0.00145703,48.4964
0.48,0.35,1.0152,0.94,8,6,4031304,2.04036,0.0847062,30.8519
0.42,5.18,1.0152,0.8575,8,10,8616824,0.409134,0.0176195,37.6711
3.47,4.4,1.0152,0.766875,11,10,9679894,0.164651,0.000719574,51.5603
1.87,3.59,1.0152,0.6825,10,10,9325035,0.168592,0.00136684,48.7739
1.63,1.99,1.0152,0.70125,10,9,8059717,0.326594,0.00240575,46.3186
0.49,5.13,1.0152,0.88625,8,10,8616824,0.409134,0.0176195,37.6711
2.68,0.09,1.0152,0.8875,11,4,3266826,6.90668,1.03291,19.9904
4.25,2.55,1.0152,0.903125,11,9,8414576,0.264094,0.00177291,47.6442
3,3.89,1.0152,0.67375,11,10,9679894,0.164651,0.000719574,51.5603
3.21,4.88,1.0152,0.810625,11,10,9679894,0.164651,0.000719574,51.5603
3.46,3.59,1.0152,0.665,11,10,9679894,0.164651,0.000719574,51.5603
1.38,0.24,1.0152,0.825,9,6,4385230,2.17454,0.0739949,31.439
1.14,1.14,1.0152,0.855,9,8,6484246,0.65241,0.0123607,39.2106
2.32,4.69,1.0152,0.87625,10,10,9325035,0.168592,0.00136684,48.7739
3.85,4.02,1.0152,0.743125,11,10,9679894,0.164651,0.000719574,51.5603
5.45,2.39,1.0152,0.938125,11,9,8414576,0.264094,0.00177291,47.6442
5.37,2.18,1.0152,0.712813,12,9,8769934,0.269401,0.00145703,48.4964
2.51,4.16,1.0152,0.676875,11,10,9679894,0.164651,0.000719574,51.5603
4.88,2.07,1.0152,0.67,12,9,8769934,0.269401,0.00145703,48.4964
3.07,4.75,1.0152,0.785625,11,10,9679894,0.164651,0.000719574,51.5603
5.51,2.76,1.0152,0.862188,12,9,8769934,0.269401,0.00145703,48.4964
4.1,5.15,1.0152,0.9,11,10,9679894,0.164651,0.000719574,51.5603
3.71,3.95,1.0152,0.725625,11,10,9679894,0.164651,0.000719574,51.5603
1.28,2.52,1.0152,0.95,9,9,7705432,0.328673,0.00817185,41.0079
1.77,0.82,1.0152,0.63125,10,8,6838531,0.52741,0.00665487,41.8997
1.03,3.8,1.0152,0.7325,9,10,8970750,0.289651,0.00710427,41.6159
1.44,2.74,1.0152,0.865,10,9,8059717,0.326594,0.00240575,46.3186
4.32,1.49,1.0152,1.015,11,8,7193390,0.567064,0.00599177,42.3555
1.43,4.96,1.0152,0.79875,10,10,9325035,0.168592,0.00136684,48.7739
3.75,4.99,1.0152,0.858125,11,10,9679894,0.164651,0.000719574,51.5603
5.27,0.68,1.0152,1.00938,11,7,6092067,0.993276,0.0207483,36.9612
0.88,2.07,1.0152,0.7375,9,9,7705432,0.328673,0.00817185,41.0079
4.1,2.78,1.0152,0.95125,11,9,8414576,0.264094,0.00177291,47.6442
0.47,5.24,1.0152,0.89,8,10,8616824,0.409134,0.0176195,37.6711
3.03,3.6,1.0152,0.639375,11,10,9679894,0.164651,0.000719574,51.5603
4.82,5.44,1.0152,0.98125,11,10,9679894,0.164651,0.000719574,51.5603
5.47,4.77,1.0152,0.767187,12,10,10035252,0.133401,0.000410897,53.9937
2.45,0.39,1.0152,0.933125,11,6,5094374,2.04954,0.0676599,31.8277
4.59,1.59,1.0152,0.938438,12,8,7548748,0.535814,0.00569089,42.5793
2.42,5.5,1.0152,0.99,10,10,9325035,0.168592,0.00136684,48.7739
