c0,c1,Requested_tolerance,estimated_error,l0,l1,Total_retrieve_size,MaxErr,MSE,PSNR
4.98,1.11,1.0152,0.86625,11,8,7193390,0.567064,0.00599177,42.3555
4.43,2.72,1.0152,0.956875,11,9,8414576,0.264094,0.00177291,47.6442
3.55,2.85,1.0152,0.934375,11,9,8414576,0.264094,0.00177291,47.6442
4.03,4.39,1.0152,0.800625,11,10,9679894,0.164651,0.000719574,51.5603
2.01,3.19,1.0152,0.923125,11,9,8414576,0.264094,0.00177291,47.6442
1.58,1.82,1.0152,0.6525,10,9,8059717,0.326594,0.00240575,46.3186
2.37,2.24,1.0152,0.85625,10,9,8059717,0.326594,0.00240575,46.3186
4.32,5.28,1.0152,0.93,11,10,9679894,0.164651,0.000719574,51.5603
3.92,2.95,1.0152,0.9825,11,9,8414576,0.264094,0.00177291,47.6442
2.65,0.95,1.0152,0.640625,11,8,7193390,0.567064,0.00599177,42.3555
2.65,1.4,1.0152,0.865625,11,8,7193390,0.567064,0.00599177,42.3555
4.29,0.89,1.0152,0.713125,11,8,7193390,0.567064,0.00599177,42.3555
0.7,2.71,1.0152,0.8525,9,9,7705432,0.328673,0.00817185,41.0079
1.01,3.72,1.0152,0.7175,9,10,8970750,0.289651,0.00710427,41.6159
1.31,3.44,1.0152,0.59375,10,10,9325035,0.168592,0.00136684,48.7739
2.52,3.86,1.0152,0.64,11,10,9679894,0.164651,0.000719574,51.5603
0.18,4.53,1.0152,0.74625,7,10,8265629,0.789651,0.0584071,32.4664
5.28,3.11,1.0152,0.9425,12,9,8769934,0.269401,0.00145703,48.4964
4.19,4.41,1.0152,0.813125,11,10,9679894,0.164651,0.000719574,51.5603
2.27,1.8,1.0152,0.591875,11,9,8414576,0.264094,0.00177291,47.6442
2.49,1.88,1.0152,0.625625,11,9,8414576,0.264094,0.00177291,47.6442
0.51,1.25,1.0152,0.88,8,8,6130320,0.678407,0.0229389,36.5253
0.35,2.67,1.0152,0.8425,8,9,7351506,0.546387,0.0186286,37.4293
4.03,1.97,1.0152,0.744375,11,9,8414576,0.264094,0.00177291,47.6442
3.35,0.35,1.0152,0.909375,11,6,5094374,2.04954,0.0676599,31.8277
1.82,1.02,1.0152,0.7375,10,8,6838531,0.52741,0.00665487,41.8997
2.05,3.54,1.0152,1.01312,11,9,8414576,0.264094,0.00177291,47.6442
0.76,5.36,1.0152,0.86,9,10,8970750,0.289651,0.00710427,41.6159
2.84,1.55,1.0152,0.9525,11,8,7193390,0.567064,0.00599177,42.3555
3.06,0.59,1.0152,0.9725,10,7,5737208,1.05578,0.0213584,36.8354
5.23,4.51,1.0152,0.727188,12,10,10035252,0.133401,0.000410897,53.9937
3.49,1.6,1.0152,0.618125,11,9,8414576,0.264094,0.00177291,47.6442
3.74,1.53,1.0152,0.99875,11,8,7193390,0.567064,0.00599177,42.3555
2.09,1.02,1.0152,0.77125,10,8,6838531,0.52741,0.00665487,41.8997
1.26,3.02,1.0152,0.9125,10,9,8059717,0.326594,0.00240575,46.3186
1.91,0.22,1.0152,0.67875,10,6,4739515,2.04954,0.0683541,31.7834
3.18,4.97,1.0152,0.82,11,10,9679894,0.164651,0.000719574,51.5603
1.95,2.84,1.0152,0.95375,10,9,8059717,0.326594,0.00240575,46.3186
2.76,4.4,1.0152,0.7225,11,10,9679894,0.164651,0.000719574,51.5603
2.82,1.27,1.0152,0.9875,10,8,6838531,0.52741,0.00665487,41.8997
4.95,1.1,1.0152,0.859375,11,8,7193390,0.567064,0.00599177,42.3555
3.97,2.58,1.0152,0.893125,11,9,8414576,0.264094,0.00177291,47.6442
3.66,4.52,1.0152,0.79375,11,10,9679894,0.164651,0.000719574,51.5603
0.04,2.93,1.0152,0.8925,5,9,6354406,2.79478,1.01465,20.0679
0.55,3.23,1.0152,0.945,9,9,7705432,0.328673,0.00817185,41.0079
2.46,3.28,1.0152,0.97375,11,9,8414576,0.264094,0.00177291,47.6442
2.73,0.47,1.0152,0.640625,11,7,6092067,0.993276,0.0207483,36.9612
2.02,2.88,1.0152,0.9725,10,9,8059717,0.326594,0.00240575,46.3186
2.42,0.73,1.0152,0.88125,11,7,6092067,0.993276,0.0207483,36.9612
4.79,4.42,1.0152,0.851875,11,10,9679894,0.164651,0.000719574,51.5603
1.7,0.05,1.0152,0.825,9,4,2557682,6.96918,1.03875,19.9659
3.96,5.3,1.0152,0.91,11,10,9679894,0.164651,0.000719574,51.5603
1.82,4.91,1.0152,0.84125,10,10,9325035,0.168592,0.00136684,48.7739
0.41,0.47,1.0152,0.675,8,7,5028997,1.22178,0.0375339,34.3868
4.21,4.15,1.0152,0.781875,11,10,9679894,0.164651,0.000719574,51.5603
2.8,1.55,1.0152,0.95,11,8,7193390,0.567064,0.00599177,42.3555
3.8,3.51,1.0152,0.67625,11,10,9679894,0.164651,0.000719574,51.5603
4.82,5.22,1.0152,0.95375,11,10,9679894,0.164651,0.000719574,51.5603
2.1,1.44,1.0152,0.9825,10,8,6838531,0.52741,0.00665487,41.8997
3.06,0.47,1.0152,0.66125,11,7,6092067,0.993276,0.0207483,36.9612
4.44,2,1.0152,0.7775,11,9,8414576,0.264094,0.00177291,47.6442
1.58,0.83,1.0152,0.6125,10,8,6838531,0.52741,0.00665487,41.8997
5.32,4.39,1.0152,0.715,12,10,10035252,0.133401,0.000410897,53.9937
4.42,1.18,1.0152,0.86625,11,8,7193390,0.567064,0.00599177,42.3555
0.04,4.96,1.0152,0.78,5,10,7619724,2.76803,1.01328,20.0738
3.8,4.06,1.0152,0.745,11,10,9679894,0.164651,0.000719574,51.5603
3.86,2.25,1.0152,0.80375,11,9,8414576,0.264094,0.00177291,47.6442
1.83,0.69,1.0152,0.91875,10,7,5737208,1.05578,0.0213584,36.8354
4.97,1.84,1.0152,0.615313,12,9,8769934,0.269401,0.00145703,48.4964
4.82,2.25,1.0152,0.86375,11,9,8414576,0.264094,0.00177291,47.6442
2.83,1.86,1.0152,0.641875,11,9,8414576,0.264094,0.00177291,47.6442
1.1,3.87,1.0152,0.62125,10,10,9325035,0.168592,0.00136684,48.7739
3.48,1.59,1.0152,1.0125,11,8,7193390,0.567064,0.00599177,42.3555
0.63,5.18,1.0152,0.9625,8,10,8616824,0.409134,0.0176195,37.6711
0.72,3.69,1.0152,0.64125,9,10,8970750,0.289651,0.00710427,41.6159
2.2,5.5,1.0152,0.9625,10,10,9325035,0.168592,0.00136684,48.7739
5.14,1.65,1.0152,0.985625,12,8,7548748,0.535814,0.00569089,42.5793
3.85,3.25,1.0152,0.932812,12,9,8769934,0.269401,0.00145703,48.4964
3.04,3.26,1.0152,1.005,11,9,8414576,0.264094,0.00177291,47.6442
0.22,1.74,1.0152,0.655,7,9,7000311,0.817188,0.0595302,32.3837
0.27,1.8,1.0152,0.585,8,9,7351506,0.546387,0.0186286,37.4293
0.11,2.9,1.0152,0.945,6,9,6663644,1.54639,0.34554,24.7461
1.85,2.56,1.0152,0.87125,10,9,8059717,0.326594,0.00240575,46.3186
0.93,1.09,1.0152,0.7775,9,8,6484246,0.65241,0.0123607,39.2106
2.44,2.54,1.0152,0.94,10,9,8059717,0.326594,0.00240575,46.3186
2.38,1.74,1.0152,0.58375,11,9,8414576,0.264094,0.00177291,47.6442
5.42,2.29,1.0152,0.741875,12,9,8769934,0.269401,0.00145703,48.4964
5.02,2.77,1.0152,1.00625,11,9,8414576,0.264094,0.00177291,47.6442
3.62,0.4,1.0152,0.62625,11,7,6092067,0.993276,0.0207483,36.9612
2.17,5.13,1.0152,0.9125,10,10,9325035,0.168592,0.00136684,48.7739
2.3,2.41,1.0152,0.89,10,9,8059717,0.326594,0.00240575,46.3186
4.46,0.87,1.0152,0.71375,11,8,7193390,0.567064,0.00599177,42.3555
4.22,1.67,1.0152,0.966875,12,8,7548748,0.535814,0.00569089,42.5793
2.5,1.34,1.0152,0.9825,10,8,6838531,0.52741,0.00665487,41.8997
0.04,5.06,1.0152,0.7925,5,10,7619724,2.76803,1.01328,20.0738
1.37,2.84,1.0152,0.88125,10,9,8059717,0.326594,0.00240575,46.3186
4.33,1.7,1.0152,0.985313,12,8,7548748,0.535814,0.00569089,42.5793
1.72,0.91,1.0152,0.67,10,8,6838531,0.52741,0.00665487,41.8997
2.33,2.92,1.0152,0.875625,11,9,8414576,0.264094,0.00177291,47.6442
1.25,1.76,1.0152,0.59625,10,9,8059717,0.326594,0.00240575,46.3186
1.12,1.76,1.0152,0.58,10,9,8059717,0.326594,0.00240575,46.3186
4.64,0.46,1.0152,0.75,11,7,6092067,0.993276,0.0207483,36.9612
0.4,3.08,1.0152,0.97,8,9,7351506,0.546387,0.0186286,37.4293
2.73,0.69,1.0152,0.860625,11,7,6092067,0.993276,0.0207483,36.9612
5.11,3.96,1.0152,0.654688,12,10,10035252,0.133401,0.000410897,53.9937
4.85,2.27,1.0152,0.870625,11,9,8414576,0.264094,0.00177291,47.6442
0.35,0.32,1.0152,0.99,7,6,3680109,2.54036,0.125122,29.1577
4.6,3.79,1.0152,0.6175,12,10,10035252,0.133401,0.000410897,53.9937
5.27,3.35,1.0152,1.00219,12,9,8769934,0.269401,0.00145703,48.4964
3.81,2.73,1.0152,0.920625,11,9,8414576,0.264094,0.00177291,47.6442
1.04,0.06,1.0152,1,8,4,2203756,6.83696,1.05147,19.9131
2.82,0.62,1.0152,0.9725,10,7,5737208,1.05578,0.0213584,36.8354
3.96,5.1,1.0152,0.885,11,10,9679894,0.164651,0.000719574,51.5603
1.65,2.61,1.0152,0.85875,10,9,8059717,0.326594,0.00240575,46.3186
1.53,1.53,1.0152,0.95625,10,8,6838531,0.52741,0.00665487,41.8997
3.95,3.43,1.0152,0.980938,12,9,8769934,0.269401,0.00145703,48.4964
2.95,1.26,1.0152,0.99875,10,8,6838531,0.52741,0.00665487,41.8997
3.91,4.97,1.0152,0.865625,11,10,9679894,0.164651,0.000719574,51.5603
4.43,2.35,1.0152,0.864375,11,9,8414576,0.264094,0.00177291,47.6442
2.29,2.08,1.0152,0.80625,10,9,8059717,0.326594,0.00240575,46.3186
5.16,2.05,1.0152,0.67375,12,9,8769934,0.269401,0.00145703,48.4964
1.59,2.67,1.0152,0.86625,10,9,8059717,0.326594,0.00240575,46.3186
3.08,1.66,1.0152,0.6075,11,9,8414576,0.264094,0.00177291,47.6442
3.53,0.12,1.0152,0.700625,11,5,4161342,3.66193,0.354681,24.6327
0.56,0.45,1.0152,0.73,8,7,5028997,1.22178,0.0375339,34.3868
2.54,2.79,1.0152,1.015,10,9,8059717,0.326594,0.00240575,46.3186
2.96,1.73,1.0152,0.6175,11,9,8414576,0.264094,0.00177291,47.6442
3.32,5.43,1.0152,0.88625,11,10,9679894,0.164651,0.000719574,51.5603
0.55,1.29,1.0152,0.92,8,8,6130320,0.678407,0.0229389,36.5253
4.29,5.23,1.0152,0.921875,11,10,9679894,0.164651,0.000719574,51.5603
5.28,1.38,1.0152,0.855,12,8,7548748,0.535814,0.00569089,42.5793
5.3,0.44,1.0152,0.605625,12,7,6447425,0.993276,0.0204212,37.0302
4.99,1.53,1.0152,0.920937,12,8,7548748,0.535814,0.00569089,42.5793
2.26,1.5,1.0152,0.89125,11,8,7193390,0.567064,0.00599177,42.3555
1.72,5.49,1.0152,0.90125,10,10,9325035,0.168592,0.00136684,48.7739
3.79,0.11,1.0152,0.676875,11,5,4161342,3.66193,0.354681,24.6327
3.56,0.16,1.0152,0.8625,11,5,4161342,3.66193,0.354681,24.6327
1.18,2.28,1.0152,0.865,9,9,7705432,0.328673,0.00817185,41.0079
4.61,4.16,1.0152,0.808125,11,10,9679894,0.164651,0.000719574,51.5603
2.17,0.27,1.0152,0.81125,10,6,4739515,2.04954,0.0683541,31.7834
1.36,1.84,1.0152,0.63,10,9,8059717,0.326594,0.00240575,46.3186
5.2,5.04,1.0152,0.955,11,10,9679894,0.164651,0.000719574,51.5603
1.36,4.08,1.0152,0.68,10,10,9325035,0.168592,0.00136684,48.7739
0.95,0.35,1.0152,0.9375,9,6,4385230,2.17454,0.0739949,31.439
4.61,1.22,1.0152,0.898125,11,8,7193390,0.567064,0.00599177,42.3555
1.34,1.46,1.0152,0.8975,10,8,6838531,0.52741,0.00665487,41.8997
2.17,3.3,1.0152,0.960625,11,9,8414576,0.264094,0.00177291,47.6442
5.18,3.43,1.0152,0.590625,12,10,10035252,0.133401,0.000410897,53.9937
1.94,1.49,1.0152,0.9875,10,8,6838531,0.52741,0.00665487,41.8997
4.89,1.88,1.0152,0.622812,12,9,8769934,0.269401,0.00145703,48.4964
4.72,5.11,1.0152,0.93375,11,10,9679894,0.164651,0.000719574,51.5603
0.83,4.3,1.0152,0.745,9,10,8970750,0.289651,0.00710427,41.6159
4.83,3.81,1.0152,0.627187,12,10,10035252,0.133401,0.000410897,53.9937
2.39,5.52,1.0152,0.98875,10,10,9325035,0.168592,0.00136684,48.7739
2.76,3.35,1.0152,1.01,11,9,8414576,0.264094,0.00177291,47.6442
1.09,2.29,1.0152,0.845,9,9,7705432,0.328673,0.00817185,41.0079
2.39,0.09,1.0152,0.869375,11,4,3266826,6.90668,1.03291,19.9904
0.99,3.94,1.0152,0.74,9,10,8970750,0.289651,0.00710427,41.6159
1.89,4.62,1.0152,0.81375,10,10,9325035,0.168592,0.00136684,48.7739
3.45,2.1,1.0152,0.740625,11,9,8414576,0.264094,0.00177291,47.6442
4.61,2.45,1.0152,0.900625,11,9,8414576,0.264094,0.00177291,47.6442
3.8,2.56,1.0152,0.8775,11,9,8414576,0.264094,0.00177291,47.6442
4.97,4,1.0152,0.655312,12,10,10035252,0.133401,0.000410897,53.9937
3.38,3.86,1.0152,0.69375,11,10,9679894,0.164651,0.000719574,51.5603
4.7,3.73,1.0152,0.613125,12,10,10035252,0.133401,0.000410897,53.9937
2.28,2.24,1.0152,0.845,10,9,8059717,0.326594,0.00240575,46.3186
3.26,4.85,1.0152,0.81,11,10,9679894,0.164651,0.000719574,51.5603
1.12,3.19,1.0152,0.9375,10,9,8059717,0.326594,0.00240575,46.3186
2.55,0.67,1.0152,0.98875,10,7,5737208,1.05578,0.0213584,36.8354
2.97,2.28,1.0152,0.755625,11,9,8414576,0.264094,0.00177291,47.6442
0.97,4.38,1.0152,0.79,9,10,8970750,0.289651,0.00710427,41.6159
4.36,5.35,1.0152,0.94125,11,10,9679894,0.164651,0.000719574,51.5603
3.48,4.19,1.0152,0.74125,11,10,9679894,0.164651,0.000719574,51.5603
2.35,5.47,1.0152,0.9775,10,10,9325035,0.168592,0.00136684,48.7739
3.92,1.47,1.0152,0.98,11,8,7193390,0.567064,0.00599177,42.3555
1,3.56,1.0152,1.015,10,9,8059717,0.326594,0.00240575,46.3186
0.51,0.08,1.0152,0.895,8,4,2203756,6.83696,1.05147,19.9131
4.09,3.85,1.0152,0.736875,11,10,9679894,0.164651,0.000719574,51.5603
4.11,2.68,1.0152,0.926875,11,9,8414576,0.264094,0.00177291,47.6442
3.8,1.68,1.0152,0.6575,11,9,8414576,0.264094,0.00177291,47.6442
3.58,4.87,1.0152,0.8325,11,10,9679894,0.164651,0.000719574,51.5603
4.38,2.69,1.0152,0.94625,11,9,8414576,0.264094,0.00177291,47.6442
5.37,4.23,1.0152,0.696562,12,10,10035252,0.133401,0.000410897,53.9937
1.99,4.43,1.0152,0.8025,10,10,9325035,0.168592,0.00136684,48.7739
0.56,4.18,1.0152,0.8025,8,10,8616824,0.409134,0.0176195,37.6711
3.87,0.05,1.0152,0.88375,10,4,2911967,6.84418,1.03412,19.9854
1.42,2.86,1.0152,0.8925,10,9,8059717,0.326594,0.00240575,46.3186
3.93,2.75,1.0152,0.933125,11,9,8414576,0.264094,0.00177291,47.6442
1.52,3.07,1.0152,0.9575,10,9,8059717,0.326594,0.00240575,46.3186
3.6,2.92,1.0152,0.955,11,9,8414576,0.264094,0.00177291,47.6442
1.33,3.72,1.0152,0.63125,10,10,9325035,0.168592,0.00136684,48.7739
3.29,4.71,1.0152,0.794375,11,10,9679894,0.164651,0.000719574,51.5603
3.66,1.99,1.0152,0.72625,11,9,8414576,0.264094,0.00177291,47.6442
3.87,2.7,1.0152,0.916875,11,9,8414576,0.264094,0.00177291,47.6442
0.8,1.02,1.0152,0.71,9,8,6484246,0.65241,0.0123607,39.2106
2.85,2.12,1.0152,0.708125,11,9,8414576,0.264094,0.00177291,47.6442
2.83,0.38,1.0152,0.936875,11,6,5094374,2.04954,0.0676599,31.8277
2.14,2.32,1.0152,0.8475,10,9,8059717,0.326594,0.00240575,46.3186
5.33,3.66,1.0152,0.624063,12,10,10035252,0.133401,0.000410897,53.9937
4.33,1.22,1.0152,0.880625,11,8,7193390,0.567064,0.00599177,42.3555
0.12,3.84,1.0152,0.72,6,10,7928962,1.3967,0.344659,24.7572
0.59,4.48,1.0152,0.855,8,10,8616824,0.409134,0.0176195,37.6711
1.9,1.19,1.0152,0.8325,10,8,6838531,0.52741,0.00665487,41.8997
3.59,2.19,1.0152,0.771875,11,9,8414576,0.264094,0.00177291,47.6442
3.09,0.65,1.0152,0.843125,11,7,6092067,0.993276,0.0207483,36.9612
5.1,0.95,1.0152,0.634375,12,8,7548748,0.535814,0.00569089,42.5793
5.54,0.61,1.0152,0.95625,11,7,6092067,0.993276,0.0207483,36.9612
2.86,5.08,1.0152,0.81375,11,10,9679894,0.164651,0.000719574,51.5603
3.56,3.87,1.0152,0.70625,11,10,9679894,0.164651,0.000719574,51.5603
0.84,1.54,1.0152,0.98,9,8,6484246,0.65241,0.0123607,39.2106
5.04,3.18,1.0152,0.9525,12,9,8769934,0.269401,0.00145703,48.4964
0.07,1.22,1.0152,0.89,5,8,5133220,3.11195,1.0182,20.0527
0.41,2.37,1.0152,0.7975,8,9,7351506,0.546387,0.0186286,37.4293
2.7,3.7,1.0152,0.63125,11,10,9679894,0.164651,0.000719574,51.5603
4,1.91,1.0152,0.7275,11,9,8414576,0.264094,0.00177291,47.6442
5.21,1.26,1.0152,0.955625,11,8,7193390,0.567064,0.00599177,42.3555
4.95,3.21,1.0152,0.957188,12,9,8769934,0.269401,0.00145703,48.4964
3.19,1.59,1.0152,0.994375,11,8,7193390,0.567064,0.00599177,42.3555
4,4.3,1.0152,0.7875,11,10,9679894,0.164651,0.000719574,51.5603
1.74,4.64,1.0152,0.7975,10,10,9325035,0.168592,0.00136684,48.7739
0.88,0.78,1.0152,1,9,7,5382923,1.05578,0.027168,35.7905
2.43,2.35,1.0152,0.89125,10,9,8059717,0.326594,0.00240575,46.3186
3.51,4.89,1.0152,0.830625,11,10,9679894,0.164651,0.000719574,51.5603
4,4.42,1.0152,0.8025,11,10,9679894,0.164651,0.000719574,51.5603
2.59,0.66,1.0152,0.98375,10,7,5737208,1.05578,0.0213584,36.8354
4.75,4.66,1.0152,0.879375,11,10,9679894,0.164651,0.000719574,51.5603
4.94,3.41,1.0152,1.00688,12,9,8769934,0.269401,0.00145703,48.4964
3.65,4.48,1.0152,0.788125,11,10,9679894,0.164651,0.000719574,51.5603
2.16,2.09,1.0152,0.7925,10,9,8059717,0.326594,0.00240575,46.3186
3.25,1.1,1.0152,0.753125,11,8,7193390,0.567064,0.00599177,42.3555
2.09,0.17,1.0152,0.94125,10,5,3806483,3.66193,0.355178,24.6266
0.01,3.37,1.0152,1.0025,3,9,5859288,10.777,16.1073,8.06082
2.05,0.04,1.0152,0.89625,10,3,2368228,14.3321,4.59512,13.5081
4.8,3.02,1.0152,0.905,12,9,8769934,0.269401,0.00145703,48.4964
3.31,5.15,1.0152,0.850625,11,10,9679894,0.164651,0.000719574,51.5603
0.81,3.43,1.0152,0.63125,9,10,8970750,0.289651,0.00710427,41.6159
0.63,5.43,1.0152,0.99375,8,10,8616824,0.409134,0.0176195,37.6711
4.51,2.43,1.0152,0.889375,11,9,8414576,0.264094,0.00177291,47.6442
0.74,3.16,1.0152,0.975,9,9,7705432,0.328673,0.00817185,41.0079
1.02,2.96,1.0152,0.995,9,9,7705432,0.328673,0.00817185,41.0079
1.63,4.71,1.0152,0.7925,10,10,9325035,0.168592,0.00136684,48.7739
0.61,2.55,1.0152,0.9425,8,9,7351506,0.546387,0.0186286,37.4293
1.68,4.24,1.0152,0.74,10,10,9325035,0.168592,0.00136684,48.7739
4.44,3.69,1.0152,0.6,12,10,10035252,0.133401,0.000410897,53.9937
4.66,3.77,1.0152,0.616875,12,10,10035252,0.133401,0.000410897,53.9937
1.23,2.9,1.0152,0.87875,10,9,8059717,0.326594,0.00240575,46.3186
2.03,5.37,1.0152,0.925,10,10,9325035,0.168592,0.00136684,48.7739
0.7,3.81,1.0152,0.65125,9,10,8970750,0.289651,0.00710427,41.6159
0.88,1.84,1.0152,0.68,9,9,7705432,0.328673,0.00817185,41.0079
4.26,3.86,1.0152,0.74875,11,10,9679894,0.164651,0.000719574,51.5603
3.29,2.09,1.0152,0.728125,11,9,8414576,0.264094,0.00177291,47.6442
3.58,2.18,1.0152,0.76875,11,9,8414576,0.264094,0.00177291,47.6442
2.77,2.11,1.0152,0.700625,11,9,8414576,0.264094,0.00177291,47.6442
0.68,4.17,1.0152,0.69125,9,10,8970750,0.289651,0.00710427,41.6159
4.69,4.17,1.0152,0.667813,12,10,10035252,0.133401,0.000410897,53.9937
2.65,5.19,1.0152,0.98,10,10,9325035,0.168592,0.00136684,48.7739
0.2,5.53,1.0152,0.89125,7,10,8265629,0.789651,0.0584071,32.4664
3.9,0.38,1.0152,1.00375,11,6,5094374,2.04954,0.0676599,31.8277
3.32,1.07,1.0152,0.7425,11,8,7193390,0.567064,0.00599177,42.3555
5,4.08,1.0152,0.66625,12,10,10035252,0.133401,0.000410897,53.9937
5,3.01,1.0152,0.90875,12,9,8769934,0.269401,0.00145703,48.4964
3.19,1.34,1.0152,0.869375,11,8,7193390,0.567064,0.00599177,42.3555
2.54,2.05,1.0152,0.67125,11,9,8414576,0.264094,0.00177291,47.6442
1.15,4.36,1.0152,0.8325,9,10,8970750,0.289651,0.00710427,41.6159
1.31,3.57,1.0152,0.61,10,10,9325035,0.168592,0.00136684,48.7739
5.43,4.16,1.0152,0.689687,12,10,10035252,0.133401,0.000410897,53.9937
1.56,4.19,1.0152,0.71875,10,10,9325035,0.168592,0.00136684,48.7739
2.79,4.45,1.0152,0.730625,11,10,9679894,0.164651,0.000719574,51.5603
2.12,4.7,1.0152,0.8525,10,10,9325035,0.168592,0.00136684,48.7739
2.89,1.21,1.0152,0.96625,10,8,6838531,0.52741,0.00665487,41.8997
3.79,1.57,1.0152,0.903438,12,8,7548748,0.535814,0.00569089,42.5793
2.25,0.25,1.0152,0.78125,10,6,4739515,2.04954,0.0683541,31.7834
0.46,3.32,1.0152,0.645,8,10,8616824,0.409134,0.0176195,37.6711
2.1,2.34,1.0152,0.8475,10,9,8059717,0.326594,0.00240575,46.3186
1.29,2.58,1.0152,0.9675,9,9,7705432,0.328673,0.00817185,41.0079
2.33,4.64,1.0152,0.87125,10,10,9325035,0.168592,0.00136684,48.7739
1.26,5.32,1.0152,0.98,9,10,8970750,0.289651,0.00710427,41.6159
2.28,2.15,1.0152,0.8225,10,9,8059717,0.326594,0.00240575,46.3186
3.12,4.83,1.0152,0.79875,11,10,9679894,0.164651,0.000719574,51.5603
2.35,4.39,1.0152,0.8425,10,10,9325035,0.168592,0.00136684,48.7739
1.38,1.88,1.0152,0.6425,10,9,8059717,0.326594,0.00240575,46.3186
3.85,1.71,1.0152,0.668125,11,9,8414576,0.264094,0.00177291,47.6442
4.14,3.8,1.0152,0.73375,11,10,9679894,0.164651,0.000719574,51.5603
4.74,1.33,1.0152,0.96125,11,8,7193390,0.567064,0.00599177,42.3555
2.65,4.65,1.0152,0.746875,11,10,9679894,0.164651,0.000719574,51.5603
4.12,4.73,1.0152,0.84875,11,10,9679894,0.164651,0.000719574,51.5603
2.24,4.81,1.0152,0.88125,10,10,9325035,0.168592,0.00136684,48.7739
1.95,2.23,1.0152,0.80125,10,9,8059717,0.326594,0.00240575,46.3186
1.91,4.23,1.0152,0.7675,10,10,9325035,0.168592,0.00136684,48.7739
1.63,1.36,1.0152,0.88375,10,8,6838531,0.52741,0.00665487,41.8997
1.06,2.84,1.0152,0.975,9,9,7705432,0.328673,0.00817185,41.0079
0.16,4.25,1.0152,0.69125,7,10,8265629,0.789651,0.0584071,32.4664
0.86,1.43,1.0152,0.93,9,8,6484246,0.65241,0.0123607,39.2106
3.62,3.41,1.0152,0.6525,11,10,9679894,0.164651,0.000719574,51.5603
3.09,0.24,1.0152,0.673125,11,6,5094374,2.04954,0.0676599,31.8277
0.15,1.36,1.0152,0.98,6,8,5442458,1.67841,0.350118,24.6889
1.86,0.48,1.0152,0.7125,10,7,5737208,1.05578,0.0213584,36.8354
4.95,2.96,1.0152,0.894688,12,9,8769934,0.269401,0.00145703,48.4964
2.63,3.19,1.0152,0.961875,11,9,8414576,0.264094,0.00177291,47.6442
0.1,0.43,1.0152,0.63,6,7,4341135,2.20226,0.364219,24.5174
4.13,0.08,1.0152,0.898125,11,4,3266826,6.90668,1.03291,19.9904
0.84,2.5,1.0152,0.835,9,9,7705432,0.328673,0.00817185,41.0079
2.13,2.48,1.0152,0.88625,10,9,8059717,0.326594,0.00240575,46.3186
5.33,5.01,1.0152,0.959375,11,10,9679894,0.164651,0.000719574,51.5603
5.46,2.75,1.0152,0.858125,12,9,8769934,0.269401,0.00145703,48.4964
4.18,1.82,1.0152,0.71625,11,9,8414576,0.264094,0.00177291,47.6442
0.76,2.67,1.0152,0.8575,9,9,7705432,0.328673,0.00817185,41.0079
1.99,2.18,1.0152,0.79375,10,9,8059717,0.326594,0.00240575,46.3186
4.07,3.39,1.0152,0.974688,12,9,8769934,0.269401,0.00145703,48.4964
1.82,5.21,1.0152,0.87875,10,10,9325035,0.168592,0.00136684,48.7739
0.1,5.25,1.0152,0.85625,6,10,7928962,1.3967,0.344659,24.7572
3.9,3.35,1.0152,0.959375,12,9,8769934,0.269401,0.00145703,48.4964
1.32,3.4,1.0152,1.015,10,9,8059717,0.326594,0.00240575,46.3186
1.2,4.61,1.0152,0.87625,9,10,8970750,0.289651,0.00710427,41.6159
0.73,3.62,1.0152,0.635,9,10,8970750,0.289651,0.00710427,41.6159
2.13,0.02,1.0152,0.8525,9,3,2013943,14.2071,4.60112,13.5024
3.97,2.72,1.0152,0.928125,11,9,8414576,0.264094,0.00177291,47.6442
3.71,1.96,1.0152,0.721875,11,9,8414576,0.264094,0.00177291,47.6442
1.57,0.75,1.0152,0.94625,10,7,5737208,1.05578,0.0213584,36.8354
3.28,4.84,1.0152,0.81,11,10,9679894,0.164651,0.000719574,51.5603
0.75,5.12,1.0152,0.8275,9,10,8970750,0.289651,0.00710427,41.6159
0.75,3.58,1.0152,0.635,9,10,8970750,0.289651,0.00710427,41.6159
0.73,3.97,1.0152,0.67875,9,10,8970750,0.289651,0.00710427,41.6159
0.12,3.86,1.0152,0.7225,6,10,7928962,1.3967,0.344659,24.7572
1.94,3.48,1.0152,0.6775,10,10,9325035,0.168592,0.00136684,48.7739
2.86,3.22,1.0152,0.98375,11,9,8414576,0.264094,0.00177291,47.6442
1.16,0.2,1.0152,0.69,9,6,4385230,2.17454,0.0739949,31.439
3.95,4.43,1.0152,0.800625,11,10,9679894,0.164651,0.000719574,51.5603
3.74,0.07,1.0152,0.79375,11,4,3266826,6.90668,1.03291,19.9904
3.21,1.66,1.0152,0.615625,11,9,8414576,0.264094,0.00177291,47.6442
4.42,1.29,1.0152,0.92125,11,8,7193390,0.567064,0.00599177,42.3555
3.8,5.43,1.0152,0.91625,11,10,9679894,0.164651,0.000719574,51.5603
2.04,4.86,1.0152,0.8625,10,10,9325035,0.168592,0.00136684,48.7739
1.92,2.85,1.0152,0.9525,10,9,8059717,0.326594,0.00240575,46.3186
