dname,drange,reqerr,threshold,c0,c1,c2,Total_retrieve_size,Compression_error
pres-98x1200x1200_9.95e-01.csv,99534.75562,0.995347,0.4,5.1,0.45,0.48,151992921,0.960938
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.01,4.16,0.68,1.18,51629146,66.9062
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.02,2.96,0.25,1.25,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.03,3.24,0.32,1.15,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.04,3.24,0.32,1.15,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.05,3.24,0.32,1.15,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.06,5.15,0.29,1.14,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.07,5.43,0.29,1.12,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.08,5.43,0.29,1.12,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.09,5.47,0.33,1.05,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.1,5.47,0.33,1.05,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.11,5.47,0.33,1.05,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.12,3.4,0.28,1.04,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.13,3.4,0.28,1.04,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.14,4.04,0.32,1,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.15,4.04,0.32,1,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.16,4.04,0.32,1,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.17,4.04,0.32,1,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.18,4.04,0.32,1,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.19,1.34,0.3,0.93,49289612,87.9688
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.2,1.34,0.3,0.93,49289612,87.9688
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.21,4.32,0.29,0.91,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.22,4.32,0.29,0.91,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.23,4.32,0.29,0.91,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.24,4.32,0.29,0.91,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.25,4.32,0.29,0.91,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.26,2.62,0.2,0.91,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.27,2.62,0.2,0.91,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.28,3.39,0.25,0.85,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.29,3.39,0.25,0.85,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.3,3.39,0.25,0.85,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.31,3.39,0.25,0.85,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.32,3.39,0.25,0.85,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.33,3.39,0.25,0.85,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.34,4.78,0.18,0.81,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.35,4.78,0.18,0.81,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.36,4.78,0.18,0.81,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.37,1.47,0.17,0.79,49584068,88.2188
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.38,4.06,0.18,0.76,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.39,4.06,0.18,0.76,49878524,87.8438
pres-98x1200x1200_9.95e+01.csv,99534.75562,99.5348,0.4,3.52,0.22,0.69,49878524,87.8438
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.01,3.58,0.55,0.44,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.02,3.58,0.55,0.44,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.03,4.99,0.39,0.48,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.04,4.99,0.39,0.48,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.05,2.82,0.44,0.37,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.06,2.82,0.44,0.37,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.07,2.82,0.44,0.37,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.08,2.82,0.44,0.37,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.09,2.82,0.44,0.37,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.1,2.82,0.44,0.37,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.11,5.01,0.43,0.34,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.12,5.01,0.43,0.34,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.13,5.01,0.43,0.34,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.14,5.01,0.43,0.34,869555,9454.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.15,2.29,0.43,0.32,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.16,2.29,0.43,0.32,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.17,2.29,0.43,0.32,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.18,2.29,0.43,0.32,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.19,2.29,0.43,0.32,716311,9343.05
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.2,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.21,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.22,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.23,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.24,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.25,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.26,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.27,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.28,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.29,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.3,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.31,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.32,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.33,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.34,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.35,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.36,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.37,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.38,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.39,5.21,0.34,0.55,1062279,9390.34
pres-98x1200x1200_9.95e+03.csv,99534.75562,9953.48,0.4,5.21,0.34,0.55,1062279,9390.34
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.01,5.46,0.78,0.89,73797299,2.92E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.02,0.24,0.35,0.89,71750687,3.01E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.03,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.04,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.05,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.06,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.07,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.08,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.09,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.1,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.11,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.12,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.13,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.14,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.15,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.16,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.17,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.18,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.19,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.2,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.21,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.22,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.23,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.24,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.25,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.26,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.27,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.28,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.29,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.3,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.31,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.32,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.33,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.34,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.35,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.36,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.37,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.38,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.39,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-08.csv,0.003012,3.01E-08,0.4,0.06,0.37,0.88,71366439,2.96E-08
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.01,0.44,0.44,1.08,26384937,2.60E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.02,0.44,0.44,1.08,26384937,2.60E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.03,1.38,0.43,1.07,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.04,2.04,0.4,1.06,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.05,3.84,0.46,0.99,26947682,2.63E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.06,3.84,0.46,0.99,26947682,2.63E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.07,0.85,0.45,0.97,26571309,2.60E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.08,0.85,0.45,0.97,26571309,2.60E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.09,1.78,0.46,0.93,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.1,1.78,0.46,0.93,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.11,1.78,0.46,0.93,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.12,0.35,0.42,0.93,26384937,2.60E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.13,1.9,0.42,0.91,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.14,3.14,0.41,0.9,26947682,2.63E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.15,0.84,0.41,0.89,26571309,2.60E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.16,3.07,0.42,0.87,26947682,2.63E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.17,3.07,0.42,0.87,26947682,2.63E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.18,1.84,0.41,0.83,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.19,1.84,0.41,0.83,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.2,1.84,0.41,0.83,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.21,1.84,0.41,0.83,26758824,2.66E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.22,4.5,0.39,0.81,27137874,2.65E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.23,4.5,0.39,0.81,27137874,2.65E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.24,4.5,0.39,0.81,27137874,2.65E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.25,5.51,0.76,0.77,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.26,3.46,0.76,0.75,28067149,2.15E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.27,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.28,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.29,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.3,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.31,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.32,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.33,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.34,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.35,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.36,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.37,4.75,0.76,0.75,28257341,2.16E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.38,3.65,0.77,0.73,29223066,1.93E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.39,3.65,0.77,0.73,29223066,1.93E-06
qc-98x1200x1200_3.01e-06.csv,0.003012,3.01E-06,0.4,2.45,0.77,0.72,29223066,1.93E-06
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.01,4.69,0.66,0.6,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.02,4.89,0.63,0.6,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.03,4.89,0.63,0.6,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.04,4.89,0.63,0.6,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.05,4.89,0.63,0.6,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.06,4.27,0.67,0.57,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.07,4.27,0.67,0.57,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.08,4.27,0.67,0.57,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.09,4.27,0.67,0.57,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.1,3.76,0.6,0.58,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.11,3.89,0.63,0.54,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.12,3.89,0.63,0.54,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.13,1.91,0.6,0.54,1618630,0.000279482
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.14,3.64,0.61,0.53,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.15,3.98,0.66,0.48,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.16,3.98,0.66,0.48,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.17,3.98,0.66,0.48,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.18,3.98,0.66,0.48,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.19,3.98,0.66,0.48,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.2,3.72,0.56,0.48,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.21,3.72,0.56,0.48,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.22,3.13,0.64,0.45,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.23,3.13,0.64,0.45,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.24,3.13,0.64,0.45,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.25,3.13,0.64,0.45,1736506,0.000268037
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.26,1.21,0.63,0.45,1618630,0.000279482
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.27,1.21,0.63,0.44,1618630,0.000279482
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.28,1.43,0.6,0.42,1618630,0.000279482
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.29,1.43,0.6,0.42,1618630,0.000279482
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.3,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.31,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.32,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.33,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.34,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.35,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.36,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.37,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.38,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.39,4.97,0.61,0.41,1877119,0.000269945
qc-98x1200x1200_3.01e-04.csv,0.003012,0.0003012,0.4,4.97,0.61,0.41,1877119,0.000269945
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.01,0.85,0.45,0.97,43410061,1.45E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.02,2.22,0.54,0.92,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.03,2.22,0.54,0.92,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.04,2.22,0.54,0.92,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.05,2.22,0.54,0.92,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.06,2.22,0.54,0.92,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.07,0.21,0.66,0.79,43028075,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.08,0.21,0.66,0.79,43028075,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.09,1.9,0.6,0.78,43606196,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.1,1.9,0.6,0.78,43606196,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.11,1.9,0.6,0.78,43606196,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.12,5.27,0.59,0.77,44010175,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.13,5.27,0.59,0.77,44010175,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.14,5.27,0.59,0.77,44010175,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.15,3.7,0.61,0.71,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.16,3.7,0.61,0.71,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.17,3.7,0.61,0.71,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.18,3.7,0.61,0.71,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.19,2.99,0.56,0.69,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.2,3.07,0.54,0.69,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.21,4.1,0.55,0.68,44010175,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.22,1.36,0.55,0.66,43606196,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.23,1.36,0.55,0.66,43606196,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.24,3.27,0.47,0.67,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.25,3.27,0.47,0.67,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.26,5.3,0.47,0.65,44010175,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.27,4.98,0.51,0.62,44010175,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.28,3.11,0.54,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.29,3.11,0.54,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.3,3.11,0.54,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.31,2.61,0.47,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.32,2.61,0.47,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.33,2.61,0.47,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.34,2.61,0.47,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.35,2.61,0.47,0.59,43807308,1.43E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.36,4.36,0.51,0.52,44010175,1.42E-07
qg-98x1200x1200_1.49e-07.csv,0.014881,1.49E-07,0.37,4.36,0.51,0.52,44010175,1.42E-07
