c0,c1,c2,Requested_tolerance,estimated_error,l0,l1,l2,Total_retrieve_size,MaxErr,MSE,PSNR
2.6,2.58,0.74,11586.2,9646.08,7,8,7,12013,3582.82,44.2246,84.8222
0.89,2.98,2.87,11586.2,9840.64,6,9,8,18276,1764.58,39.5291,85.3097
3.05,0.76,2.9,11586.2,10613.8,7,7,8,14795,3426.34,50.0531,84.2845
4.17,3.38,2.62,11586.2,10961.9,7,9,8,19115,1573.66,30.0478,86.5007
1.26,0.02,1.31,11586.2,8601.6,5,4,7,7572,20572.9,191.131,78.4655
4.58,2.31,2.06,11586.2,11294.7,7,8,8,16413,2178.38,36.0526,85.7095
1.7,0.08,0.79,11586.2,11264,5,5,6,5764,12005.4,134.294,79.9983
0.99,2.9,2.65,11586.2,9410.56,6,9,8,18276,1764.58,39.5291,85.3097
3.71,5.52,1.4,11586.2,10419.2,7,9,8,19115,1573.66,30.0478,86.5007
1.66,2.44,1.01,11586.2,10833.9,6,8,7,11174,3966.83,53.6689,83.9816
2.35,0.66,3.75,11586.2,10234.9,7,8,8,16413,2178.38,36.0526,85.7095
2.89,0.3,4.26,11586.2,11433,7,7,8,14795,3426.34,50.0531,84.2845
1.06,2.22,1.48,11586.2,9420.8,6,9,7,13876,3109.62,47.8989,84.4756
4.82,2.62,3.09,11586.2,11479,7,9,8,19115,1573.66,30.0478,86.5007
2.21,2.52,4.76,11586.2,8586.24,7,9,9,25111,1238.07,26.353,87.0705
2.7,2.41,4.26,11586.2,8212.48,7,9,9,25111,1238.07,26.353,87.0705
3.41,3,0.7,11586.2,10757.1,7,8,7,12013,3582.82,44.2246,84.8222
0.18,2.75,0.48,11586.2,10301.4,4,8,6,8289,5947,105.637,81.0407
0.66,0.61,3.72,11586.2,11468.8,5,7,8,13273,4012.63,69.339,82.8691
2.63,2.57,3.2,11586.2,10531.8,7,9,8,19115,1573.66,30.0478,86.5007
2.36,5.54,0.76,11586.2,11202.6,6,9,7,13876,3109.62,47.8989,84.4756
0.43,2.59,2.36,11586.2,11018.2,5,8,8,14891,2832.83,55.6057,83.8276
4.15,4.1,2.84,11586.2,9231.36,7,9,9,25111,1238.07,26.353,87.0705
1.5,0.03,1.72,11586.2,11100.2,5,4,7,7572,20572.9,191.131,78.4655
1.52,1.9,0.6,11586.2,10362.9,6,8,6,9208,5780.2,70.0889,82.8223
1.5,3.81,2.55,11586.2,10659.8,6,9,8,18276,1764.58,39.5291,85.3097
1.74,2.16,2.27,11586.2,9963.52,7,8,8,16413,2178.38,36.0526,85.7095
1.92,3.19,2.62,11586.2,10598.4,6,9,8,18276,1764.58,39.5291,85.3097
5.21,4.88,2.13,11586.2,9528.32,7,10,8,23484,1452.89,25.5915,87.1979
0.81,2.72,4.54,11586.2,8263.68,6,9,9,24272,1622.07,35.842,85.7349
0.62,2.05,1.77,11586.2,8458.24,6,8,8,15574,2370.38,45.4586,84.7027
2.6,4.96,5.16,11586.2,9154.56,7,10,9,29480,965.299,21.9129,87.8718
2.42,0.51,4.11,11586.2,7536.64,7,7,9,20791,2952.31,46.0767,84.644
2.12,2.38,0.2,11586.2,10321.9,6,8,5,7601,9671.28,82.5627,82.111
1.81,3.96,3.59,11586.2,8657.92,7,9,9,25111,1238.07,26.353,87.0705
2.4,1.83,3.28,11586.2,9820.16,7,9,8,19115,1573.66,30.0478,86.5007
5.4,2.71,1.7,11586.2,9021.44,7,9,8,19115,1573.66,30.0478,86.5007
1.54,1.12,3.2,11586.2,10424.3,6,8,8,15574,2370.38,45.4586,84.7027
5.19,3.27,3.45,11586.2,9538.56,7,9,9,25111,1238.07,26.353,87.0705
5.27,2.71,4.37,11586.2,9948.16,7,9,9,25111,1238.07,26.353,87.0705
1.59,3.76,0.84,11586.2,8919.04,6,9,7,13876,3109.62,47.8989,84.4756
4.57,2.39,4.21,11586.2,9098.24,7,9,9,25111,1238.07,26.353,87.0705
3.76,1.36,3.21,11586.2,11284.5,7,8,8,16413,2178.38,36.0526,85.7095
