dname,abserr,seconds,reqerr,threshold,c0,c1,c2,Total_retrieve_size,Compression_error,baseline_io,baseline_maxerr
cloudf48_log_1.01e-04.csv,1.01E-04,0.0009,1.00E-05,0.01,4.96,0.44,1.13,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0007,1.00E-05,0.02,0.31,0.28,1.27,27646087,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0009,1.00E-05,0.03,0.31,0.28,1.27,27646087,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0008,1.00E-05,0.04,3.39,0.27,1.27,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0009,1.00E-05,0.05,0.29,0.4,1.1,27646087,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0011,1.00E-05,0.06,1.26,0.4,1.08,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0012,1.00E-05,0.07,1.26,0.4,1.08,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0013,1.00E-05,0.08,0.66,0.28,1.17,27695403,9.18E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0014,1.00E-05,0.09,5.15,0.29,1.14,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0014,1.00E-05,0.1,5.43,0.29,1.12,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0015,1.00E-05,0.11,5.43,0.29,1.12,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0024,1.00E-05,0.12,0.33,0.29,1.1,27646087,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0016,1.00E-05,0.13,4.7,0.27,1.1,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.002,1.00E-05,0.14,4.7,0.27,1.1,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0017,1.00E-05,0.15,1.08,0.41,0.93,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0016,1.00E-05,0.16,1.08,0.41,0.93,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0018,1.00E-05,0.17,1.08,0.41,0.93,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0018,1.00E-05,0.18,2.25,0.36,0.93,27798603,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0018,1.00E-05,0.19,2.25,0.36,0.93,27798603,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0019,1.00E-05,0.2,2.25,0.36,0.93,27798603,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0019,1.00E-05,0.21,4.5,0.34,0.9,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0019,1.00E-05,0.22,4.5,0.34,0.9,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.002,1.00E-05,0.23,1.05,0.27,0.94,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0019,1.00E-05,0.24,1.05,0.27,0.94,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0027,1.00E-05,0.25,1.05,0.27,0.94,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.002,1.00E-05,0.26,5.16,0.35,0.84,27901803,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0026,1.00E-05,0.27,5.05,0.37,0.81,27901803,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0022,1.00E-05,0.28,3.72,0.27,0.87,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0022,1.00E-05,0.29,3.59,0.28,0.84,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0023,1.00E-05,0.3,3.59,0.28,0.84,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0031,1.00E-05,0.31,0.95,0.34,0.75,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0025,1.00E-05,0.32,0.95,0.34,0.75,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0025,1.00E-05,0.33,0.95,0.34,0.75,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0028,1.00E-05,0.34,1.16,0.24,0.82,27798603,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0032,1.00E-05,0.35,1.16,0.24,0.82,27798603,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0042,1.00E-05,0.36,1.16,0.24,0.82,27798603,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0029,1.00E-05,0.37,0.76,0.25,0.76,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0034,1.00E-05,0.38,0.76,0.25,0.76,27747003,8.89E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.003,1.00E-05,0.39,1.94,0.27,0.71,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.01e-04.csv,1.01E-04,0.0035,1.00E-05,0.4,1.94,0.27,0.71,27850203,8.99E-05,33106785,1.62E-05
cloudf48_log_1.02e-02.csv,1.02E-02,0.0004,1.00E-03,0.01,3.77,0.3,1.11,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0005,1.00E-03,0.02,0.33,0.29,1.1,16361559,0.00976706,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0005,1.00E-03,0.03,4.7,0.27,1.1,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0009,1.00E-03,0.04,4.7,0.27,1.1,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0009,1.00E-03,0.05,4.7,0.27,1.1,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0009,1.00E-03,0.06,4.7,0.27,1.1,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0009,1.00E-03,0.07,4.7,0.27,1.1,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0011,1.00E-03,0.08,0.74,0.27,1.04,16457561,0.00973988,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0011,1.00E-03,0.09,0.74,0.27,1.04,16457561,0.00973988,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0013,1.00E-03,0.1,0.74,0.27,1.04,16457561,0.00973988,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0013,1.00E-03,0.11,0.74,0.27,1.04,16457561,0.00973988,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0013,1.00E-03,0.12,2.25,0.36,0.93,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0016,1.00E-03,0.13,2.25,0.36,0.93,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0016,1.00E-03,0.14,2.25,0.36,0.93,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0016,1.00E-03,0.15,2.25,0.36,0.93,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0017,1.00E-03,0.16,4.68,0.42,0.85,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0016,1.00E-03,0.17,4.68,0.42,0.85,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0015,1.00E-03,0.18,4.68,0.42,0.85,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0017,1.00E-03,0.19,4.68,0.42,0.85,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0016,1.00E-03,0.2,0.68,0.4,0.8,16409558,0.00949574,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0015,1.00E-03,0.21,0.68,0.4,0.8,16409558,0.00949574,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0022,1.00E-03,0.22,0.68,0.4,0.8,16409558,0.00949574,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0019,1.00E-03,0.23,2.63,0.38,0.77,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0018,1.00E-03,0.24,2.94,0.4,0.75,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0018,1.00E-03,0.25,2.94,0.4,0.75,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0018,1.00E-03,0.26,2.94,0.4,0.75,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0021,1.00E-03,0.27,2.94,0.4,0.75,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0021,1.00E-03,0.28,2.74,0.45,0.68,16505804,0.00967884,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0028,1.00E-03,0.29,5.3,0.47,0.65,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.002,1.00E-03,0.3,5.3,0.47,0.65,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0024,1.00E-03,0.31,5.3,0.47,0.65,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0023,1.00E-03,0.32,5.3,0.47,0.65,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0028,1.00E-03,0.33,0.49,0.45,0.62,16409558,0.00949574,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0029,1.00E-03,0.34,3.53,0.39,0.64,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0032,1.00E-03,0.35,3.53,0.39,0.64,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0026,1.00E-03,0.36,3.53,0.39,0.64,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0026,1.00E-03,0.37,4.92,0.45,0.56,16554402,0.00970936,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0031,1.00E-03,0.38,0.75,0.35,0.61,16457561,0.00973988,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0025,1.00E-03,0.39,1.33,0.38,0.57,16457561,0.00973988,21713770,0.00116205
cloudf48_log_1.02e-02.csv,1.02E-02,0.0027,1.00E-03,0.4,1.33,0.38,0.57,16457561,0.00973988,21713770,0.00116205
cloudf48_log_1.02e+00.csv,1.02E+00,0.0004,1.00E-01,0.01,3.55,0.38,1.52,6347499,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0005,1.00E-01,0.02,0.42,0.29,1.32,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0006,1.00E-01,0.03,0.42,0.29,1.32,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0008,1.00E-01,0.04,0.42,0.29,1.32,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0009,1.00E-01,0.05,0.42,0.29,1.32,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.001,1.00E-01,0.06,0.42,0.29,1.32,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0011,1.00E-01,0.07,0.31,0.28,1.27,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0012,1.00E-01,0.08,0.31,0.28,1.27,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0013,1.00E-01,0.09,0.31,0.28,1.27,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0014,1.00E-01,0.1,0.31,0.28,1.27,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.002,1.00E-01,0.11,0.31,0.28,1.27,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0016,1.00E-01,0.12,0.31,0.28,1.27,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0015,1.00E-01,0.13,0.31,0.28,1.27,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0024,1.00E-01,0.14,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0016,1.00E-01,0.15,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0017,1.00E-01,0.16,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0019,1.00E-01,0.17,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0026,1.00E-01,0.18,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0019,1.00E-01,0.19,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0021,1.00E-01,0.2,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0022,1.00E-01,0.21,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0022,1.00E-01,0.22,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0022,1.00E-01,0.23,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0021,1.00E-01,0.24,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.002,1.00E-01,0.25,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0022,1.00E-01,0.26,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0029,1.00E-01,0.27,0.33,0.29,1.1,5903105,1.01096,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.003,1.00E-01,0.28,5.47,0.33,1.05,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0022,1.00E-01,0.29,5.47,0.33,1.05,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0023,1.00E-01,0.3,3.24,0.42,0.96,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0032,1.00E-01,0.31,1.08,0.41,0.93,6300616,0.716031,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0028,1.00E-01,0.32,1.08,0.41,0.93,6300616,0.716031,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0026,1.00E-01,0.33,4.67,0.38,0.91,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.003,1.00E-01,0.34,4.68,0.42,0.85,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0029,1.00E-01,0.35,4.08,0.37,0.89,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0027,1.00E-01,0.36,4.5,0.34,0.9,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0034,1.00E-01,0.37,4.5,0.34,0.9,6395111,0.731656,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.0029,1.00E-01,0.38,1.05,0.27,0.94,6300616,0.716031,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.003,1.00E-01,0.39,0.68,0.4,0.8,6300616,0.716031,10120846,0.153778
cloudf48_log_1.02e+00.csv,1.02E+00,0.003,1.00E-01,0.4,5.16,0.35,0.84,6442723,0.731656,10120846,0.153778
precipf48_log_3.58e-04.csv,3.58E-04,0.0005,1.00E-05,0.01,0.38,0.16,1.28,44009476,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0007,1.00E-05,0.02,5.05,0.19,1.22,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0007,1.00E-05,0.03,4.89,0.19,1.2,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0007,1.00E-05,0.04,0.12,0.2,1.18,43906276,0.000330448,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0009,1.00E-05,0.05,3.96,0.17,1.2,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.001,1.00E-05,0.06,4.32,0.13,1.22,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.001,1.00E-05,0.07,0.63,0.14,1.19,44009476,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0011,1.00E-05,0.08,0.63,0.14,1.19,44009476,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0011,1.00E-05,0.09,3.03,0.24,1.08,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0012,1.00E-05,0.1,2.96,0.23,1.07,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0012,1.00E-05,0.11,2.96,0.23,1.07,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0013,1.00E-05,0.12,2.96,0.23,1.07,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0013,1.00E-05,0.13,3.56,0.15,1.1,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0014,1.00E-05,0.14,4.16,0.2,1.03,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0014,1.00E-05,0.15,4.16,0.2,1.03,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0022,1.00E-05,0.16,4.16,0.2,1.03,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0015,1.00E-05,0.17,4.34,0.19,1,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0015,1.00E-05,0.18,0.78,0.17,1.01,44061076,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0014,1.00E-05,0.19,3.8,0.21,0.96,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0016,1.00E-05,0.2,3.8,0.21,0.96,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0025,1.00E-05,0.21,3.28,0.19,0.95,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0017,1.00E-05,0.22,3.28,0.19,0.95,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0017,1.00E-05,0.23,3.28,0.19,0.95,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0017,1.00E-05,0.24,3.28,0.19,0.95,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0017,1.00E-05,0.25,3.7,0.2,0.88,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0017,1.00E-05,0.26,2.13,0.16,0.9,44112676,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0019,1.00E-05,0.27,2.13,0.16,0.9,44112676,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.002,1.00E-05,0.28,2.13,0.16,0.9,44112676,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.002,1.00E-05,0.29,3.27,0.14,0.88,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0026,1.00E-05,0.3,3.27,0.14,0.88,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0021,1.00E-05,0.31,3.27,0.14,0.88,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0021,1.00E-05,0.32,4.78,0.18,0.81,44215876,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0029,1.00E-05,0.33,1.47,0.17,0.79,44112676,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0023,1.00E-05,0.34,5.27,0.16,0.79,44215876,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0023,1.00E-05,0.35,5.27,0.16,0.79,44215876,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0023,1.00E-05,0.36,2.49,0.15,0.78,44164276,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0024,1.00E-05,0.37,5.14,0.15,0.76,44215876,0.000309944,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0025,1.00E-05,0.38,0.65,0.12,0.78,44061076,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0026,1.00E-05,0.39,0.65,0.12,0.78,44061076,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-04.csv,3.58E-04,0.0024,1.00E-05,0.4,0.65,0.12,0.78,44061076,0.000308037,54136172,6.10E-05
precipf48_log_3.58e-02.csv,3.58E-02,0.0004,1.00E-03,0.01,2.25,0.36,0.93,22587656,0.0315208,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0004,1.00E-03,0.02,2.25,0.36,0.93,22587656,0.0315208,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0004,1.00E-03,0.03,2.25,0.36,0.93,22587656,0.0315208,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0005,1.00E-03,0.04,4.08,0.37,0.89,22639256,0.0313377,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0005,1.00E-03,0.05,0.24,0.35,0.89,22432856,0.0309629,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0006,1.00E-03,0.06,4.5,0.34,0.9,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0007,1.00E-03,0.07,4.5,0.34,0.9,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0007,1.00E-03,0.08,4.5,0.34,0.9,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0007,1.00E-03,0.09,4.5,0.34,0.9,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0008,1.00E-03,0.1,3.72,0.27,0.87,22639256,0.0313377,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0008,1.00E-03,0.11,3.72,0.27,0.87,22639256,0.0313377,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0009,1.00E-03,0.12,3.72,0.27,0.87,22639256,0.0313377,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0009,1.00E-03,0.13,3.59,0.28,0.84,22639256,0.0313377,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0009,1.00E-03,0.14,5.35,0.27,0.83,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.001,1.00E-03,0.15,5.35,0.27,0.83,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.001,1.00E-03,0.16,5.35,0.27,0.83,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.001,1.00E-03,0.17,1.16,0.24,0.82,22587656,0.0315208,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0012,1.00E-03,0.18,1.16,0.24,0.82,22587656,0.0315208,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.001,1.00E-03,0.19,1.16,0.24,0.82,22587656,0.0315208,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0011,1.00E-03,0.2,1.16,0.24,0.82,22587656,0.0315208,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0011,1.00E-03,0.21,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0012,1.00E-03,0.22,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0011,1.00E-03,0.23,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0011,1.00E-03,0.24,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0012,1.00E-03,0.25,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0015,1.00E-03,0.26,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0015,1.00E-03,0.27,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0015,1.00E-03,0.28,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0015,1.00E-03,0.29,0.76,0.25,0.76,22536056,0.0311546,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0016,1.00E-03,0.3,4.12,0.29,0.65,22690856,0.0313988,32611152,0.00344515
precipf48_log_3.58e-02.csv,3.58E-02,0.0015,1.00E-03,0.31,4.12,0.29,0.65,22690856,0.0313988,32611152,0.00344515
