dname,abserr,seconds,reqerr,threshold,c0,c1,c2,Total_retrieve_size,Compression_error,baseline_io,baseline_maxerr
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0017,1.00E-03,0.31,2.01,0.7,0.58,12265982,1.44E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0014,1.00E-03,0.32,2.78,0.39,0.85,13638141,1.03E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0015,1.00E-03,0.33,3.07,0.54,0.69,13638141,1.03E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0015,1.00E-03,0.34,1.36,0.55,0.66,13470364,1.04E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0016,1.00E-03,0.35,4.54,0.43,0.77,13811775,1.03E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0015,1.00E-03,0.36,4.54,0.43,0.77,13811775,1.03E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0017,1.00E-03,0.37,4.54,0.43,0.77,13811775,1.03E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0016,1.00E-03,0.38,0.54,0.39,0.77,13307378,1.02E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-05,0.0016,1.00E-03,0.39,0.54,0.39,0.77,13307378,1.02E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-05.csv,1.49E-03,0.002,1.00E-03,0.4,0.54,0.39,0.77,13307378,1.02E-05,23295524,1.94E-06
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0003,1.00E-01,0.01,3.11,0.54,0.59,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0004,1.00E-01,0.02,3.11,0.54,0.59,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0004,1.00E-01,0.03,3.11,0.54,0.59,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0005,1.00E-01,0.04,3.11,0.54,0.59,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0007,1.00E-01,0.05,5.34,0.29,0.83,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0007,1.00E-01,0.06,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0007,1.00E-01,0.07,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0007,1.00E-01,0.08,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0009,1.00E-01,0.09,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0009,1.00E-01,0.1,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.001,1.00E-01,0.11,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0009,1.00E-01,0.12,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.001,1.00E-01,0.13,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0017,1.00E-01,0.14,3.63,0.28,0.7,770832,0.00140019,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0011,1.00E-01,0.15,5.38,0.33,0.64,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0011,1.00E-01,0.16,5.38,0.33,0.64,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0011,1.00E-01,0.17,5.38,0.33,0.64,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0013,1.00E-01,0.18,5.38,0.33,0.64,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0014,1.00E-01,0.19,5.1,0.45,0.48,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0014,1.00E-01,0.2,5,0.31,0.61,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0014,1.00E-01,0.21,5,0.31,0.61,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0015,1.00E-01,0.22,5.21,0.27,0.6,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0015,1.00E-01,0.23,5.21,0.27,0.6,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0016,1.00E-01,0.24,5.32,0.41,0.42,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0015,1.00E-01,0.25,5.32,0.41,0.42,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0021,1.00E-01,0.26,5.32,0.41,0.42,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0024,1.00E-01,0.27,5.32,0.41,0.42,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0015,1.00E-01,0.28,5.32,0.41,0.42,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0015,1.00E-01,0.29,5.32,0.41,0.42,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0015,1.00E-01,0.3,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0017,1.00E-01,0.31,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0016,1.00E-01,0.32,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0016,1.00E-01,0.33,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0017,1.00E-01,0.34,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0016,1.00E-01,0.35,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0016,1.00E-01,0.36,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0017,1.00E-01,0.37,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0017,1.00E-01,0.38,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.49E-03,0.0016,1.00E-01,0.39,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qg-98x1200x1200_1.49e-03.csv,1.60E-08,0.0016,1.00E-01,0.4,5.29,0.27,0.47,862127,0.00141545,3642001,0.000176344
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0003,1.00E-05,0.01,2.22,0.54,0.92,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0003,1.00E-05,0.02,4.88,0.39,0.94,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0003,1.00E-05,0.03,4.88,0.39,0.94,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0004,1.00E-05,0.04,4.88,0.39,0.94,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0004,1.00E-05,0.05,4.88,0.39,0.94,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0005,1.00E-05,0.06,4.88,0.39,0.94,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0006,1.00E-05,0.07,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0006,1.00E-05,0.08,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0005,1.00E-05,0.09,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0006,1.00E-05,0.1,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0007,1.00E-05,0.11,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0007,1.00E-05,0.12,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0007,1.00E-05,0.13,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0007,1.00E-05,0.14,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0008,1.00E-05,0.15,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0007,1.00E-05,0.16,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0007,1.00E-05,0.17,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0009,1.00E-05,0.18,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0009,1.00E-05,0.19,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0008,1.00E-05,0.2,4.5,0.34,0.9,54674861,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0009,1.00E-05,0.21,3.07,0.54,0.69,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0008,1.00E-05,0.22,3.07,0.54,0.69,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0014,1.00E-05,0.23,3.07,0.54,0.69,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0009,1.00E-05,0.24,1.36,0.55,0.66,54323700,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0009,1.00E-05,0.25,1.36,0.55,0.66,54323700,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0011,1.00E-05,0.26,1.36,0.55,0.66,54323700,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0011,1.00E-05,0.27,4.98,0.51,0.62,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0012,1.00E-05,0.28,4.98,0.51,0.62,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0011,1.00E-05,0.29,4.98,0.51,0.62,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0017,1.00E-05,0.3,4.98,0.51,0.62,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0013,1.00E-05,0.31,4.16,0.47,0.6,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0014,1.00E-05,0.32,4.16,0.47,0.6,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0013,1.00E-05,0.33,2.61,0.47,0.59,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0012,1.00E-05,0.34,2.61,0.47,0.59,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0014,1.00E-05,0.35,2.61,0.47,0.59,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0013,1.00E-05,0.36,2.61,0.47,0.59,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0014,1.00E-05,0.37,4.36,0.51,0.52,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0015,1.00E-05,0.38,4.36,0.51,0.52,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-08,0.0019,1.00E-05,0.39,4.36,0.51,0.52,54496525,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-08.csv,1.60E-06,0.0015,1.00E-05,0.4,0.91,0.53,0.49,54155963,1.52E-08,74407787,1.84E-09
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0003,1.00E-03,0.01,1.64,0.21,1.41,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0003,1.00E-03,0.02,1.64,0.21,1.41,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0004,1.00E-03,0.03,4.75,0.47,1.1,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0005,1.00E-03,0.04,2.47,0.34,1.21,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0005,1.00E-03,0.05,2.47,0.34,1.21,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0006,1.00E-03,0.06,0.15,0.2,1.35,18060087,1.33E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0006,1.00E-03,0.07,0.29,0.4,1.1,18060087,1.33E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0006,1.00E-03,0.08,5.38,0.26,1.21,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0006,1.00E-03,0.09,5.38,0.26,1.21,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0006,1.00E-03,0.1,3.58,0.26,1.2,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0013,1.00E-03,0.11,3.84,0.46,0.99,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0007,1.00E-03,0.12,3.84,0.46,0.99,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0008,1.00E-03,0.13,3.99,0.24,1.16,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0008,1.00E-03,0.14,2.64,0.26,1.11,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.15,4.33,0.27,1.1,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0008,1.00E-03,0.16,4.33,0.27,1.1,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.17,4.88,0.39,0.94,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0008,1.00E-03,0.18,5.04,0.32,0.98,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0008,1.00E-03,0.19,5.04,0.32,0.98,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0013,1.00E-03,0.2,5.04,0.32,0.98,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.21,2.21,0.39,0.87,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.22,4.5,0.34,0.9,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.23,4.5,0.34,0.9,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.24,2.78,0.39,0.85,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.25,4.32,0.29,0.91,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0009,1.00E-03,0.26,4.32,0.29,0.91,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.001,1.00E-03,0.27,4.98,0.22,0.93,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0015,1.00E-03,0.28,4.98,0.22,0.93,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.001,1.00E-03,0.29,4.43,0.32,0.81,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0012,1.00E-03,0.3,4.43,0.32,0.81,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0011,1.00E-03,0.31,5.34,0.29,0.83,18768607,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0011,1.00E-03,0.32,0.95,0.34,0.75,18334503,1.29E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0011,1.00E-03,0.33,0.95,0.34,0.75,18334503,1.29E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0012,1.00E-03,0.34,0.95,0.34,0.75,18334503,1.29E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0011,1.00E-03,0.35,1.16,0.24,0.82,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0011,1.00E-03,0.36,1.16,0.24,0.82,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0013,1.00E-03,0.37,1.16,0.24,0.82,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0013,1.00E-03,0.38,1.16,0.24,0.82,18476147,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-06,0.0012,1.00E-03,0.39,3.63,0.28,0.7,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-06.csv,1.60E-04,0.0013,1.00E-03,0.4,3.63,0.28,0.7,18621106,1.28E-06,31092763,2.51E-07
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0003,1.00E-01,0.01,0.85,0.45,0.97,939011,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0004,1.00E-01,0.02,5.04,0.32,0.98,1125113,0.000124162,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0004,1.00E-01,0.03,5.04,0.32,0.98,1125113,0.000124162,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0005,1.00E-01,0.04,3.07,0.42,0.87,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0006,1.00E-01,0.05,3.07,0.42,0.87,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0006,1.00E-01,0.06,5.23,0.69,0.57,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0007,1.00E-01,0.07,5.23,0.69,0.57,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0007,1.00E-01,0.08,4.1,0.55,0.68,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0007,1.00E-01,0.09,4.1,0.55,0.68,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0007,1.00E-01,0.1,5.1,0.63,0.55,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0007,1.00E-01,0.11,5.1,0.63,0.55,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0009,1.00E-01,0.12,5.1,0.63,0.55,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0009,1.00E-01,0.13,5.1,0.63,0.55,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0009,1.00E-01,0.14,5.1,0.63,0.55,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.15,4.12,0.55,0.59,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.001,1.00E-01,0.16,3.27,0.47,0.67,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.17,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0011,1.00E-01,0.18,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0013,1.00E-01,0.19,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0014,1.00E-01,0.2,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0014,1.00E-01,0.21,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0014,1.00E-01,0.22,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.23,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0014,1.00E-01,0.24,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0014,1.00E-01,0.25,4.16,0.47,0.6,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0017,1.00E-01,0.26,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.27,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.28,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.29,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.3,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0018,1.00E-01,0.31,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0023,1.00E-01,0.32,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0014,1.00E-01,0.33,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.34,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0016,1.00E-01,0.35,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0017,1.00E-01,0.36,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.37,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.38,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,1.60E-04,0.0015,1.00E-01,0.39,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
qi-98x1200x1200_1.60e-04.csv,,0.0015,1.00E-01,0.4,4.64,0.52,0.43,1022531,0.000127977,5259239,1.79E-05
