c0,c1,Requested_tolerance,estimated_error,l0,l1,Total_retrieve_size,MaxErr,MSE,PSNR
4.66,0.09,11586.2,7720.96,9,4,7526,19791.5,114.569,80.6882
0.06,3.73,11586.2,8622.08,5,8,11608,11379.5,120.569,80.4665
2.8,0.56,11586.2,10321.9,8,6,7915,6161.85,60.2045,83.4825
0.79,4.74,11586.2,11325.4,8,8,14281,2416.77,35.4238,85.7859
5.21,1.79,11586.2,9000.96,9,8,16239,1613.53,24.4072,87.4037
3.14,0.22,11586.2,10035.2,8,5,6308,9472.11,73.0466,82.6428
3.35,0.58,11586.2,8181.76,9,6,9873,5368.98,48.8649,84.3889
2.96,3.01,11586.2,9195.52,9,8,16239,1613.53,24.4072,87.4037
2.44,3.79,11586.2,10260.5,9,8,16239,1613.53,24.4072,87.4037
3.42,3.21,11586.2,10076.2,9,8,16239,1613.53,24.4072,87.4037
5.26,4.11,11586.2,9594.88,9,9,22235,1186.46,20.6461,88.1305
3.77,2.55,11586.2,9082.88,9,8,16239,1613.53,24.4072,87.4037
0.57,4.39,11586.2,11325.4,7,8,12573,3520.19,52.7312,84.0582
0.96,4.66,11586.2,11509.8,8,8,14281,2416.77,35.4238,85.7859
2.68,2.46,11586.2,7782.4,9,8,16239,1613.53,24.4072,87.4037
4.52,0.97,11586.2,8601.6,9,7,11839,3015.83,32.5649,86.1513
0.13,3.63,11586.2,8499.2,6,8,12081,5753.57,79.5389,82.273
1.61,2.34,11586.2,8089.6,8,8,14281,2416.77,35.4238,85.7859
1.22,3.64,11586.2,9953.28,8,8,14281,2416.77,35.4238,85.7859
3.82,0.38,11586.2,10137.6,9,5,8266,9269.12,61.5563,83.3861
3.54,2.94,11586.2,9646.08,9,8,16239,1613.53,24.4072,87.4037
0.24,1.1,11586.2,10977.3,6,6,5715,9662.01,103.663,81.1226
3.44,4.92,11586.2,8560.64,9,9,22235,1186.46,20.6461,88.1305
5.18,5.48,11586.2,10915.8,9,9,22235,1186.46,20.6461,88.1305
0.8,4.56,11586.2,10977.3,8,8,14281,2416.77,35.4238,85.7859
0.41,2.93,11586.2,7680,7,8,12573,3520.19,52.7312,84.0582
0.96,0.87,11586.2,11059.2,7,6,6207,6060.43,76.992,82.4144
3.15,1.06,11586.2,10793,8,7,9881,3630.74,43.9802,84.8463
1.55,5.4,11586.2,8704,8,9,20277,1807.6,31.9312,86.2367
2.61,2.3,11586.2,7383.04,9,8,16239,1613.53,24.4072,87.4037
0.99,4.36,11586.2,10956.8,8,8,14281,2416.77,35.4238,85.7859
4.89,1.7,11586.2,8488.96,9,8,16239,1613.53,24.4072,87.4037
1.53,1.28,11586.2,11509.8,7,7,8173,3984.33,59.9906,83.498
3.2,1.56,11586.2,9666.56,9,7,11839,3015.83,32.5649,86.1513
4.08,3.8,11586.2,8069.12,9,9,22235,1186.46,20.6461,88.1305
2.87,2.67,11586.2,8407.04,9,8,16239,1613.53,24.4072,87.4037
2.32,4.81,11586.2,7301.12,9,9,22235,1186.46,20.6461,88.1305
2.28,2.98,11586.2,10772.5,8,8,14281,2416.77,35.4238,85.7859
1.86,0.64,11586.2,9052.16,8,6,7915,6161.85,60.2045,83.4825
4.17,0.64,11586.2,9512.96,9,6,9873,5368.98,48.8649,84.3889
3.86,4.52,11586.2,8581.12,9,9,22235,1186.46,20.6461,88.1305
2.43,5.29,11586.2,7905.28,9,9,22235,1186.46,20.6461,88.1305
0.38,3.26,11586.2,8232.96,7,8,12573,3520.19,52.7312,84.0582
4.96,1.77,11586.2,8704,9,8,16239,1613.53,24.4072,87.4037
3.7,3.09,11586.2,10117.1,9,8,16239,1613.53,24.4072,87.4037
3.49,4.61,11586.2,8294.4,9,9,22235,1186.46,20.6461,88.1305
0.04,3.45,11586.2,7720.96,5,8,11608,11379.5,120.569,80.4665
2.93,3.02,11586.2,9185.28,9,8,16239,1613.53,24.4072,87.4037
3.26,0.32,11586.2,8581.12,9,5,8266,9269.12,61.5563,83.3861
1.65,4.52,11586.2,10946.6,9,8,16239,1613.53,24.4072,87.4037
4.53,0.62,11586.2,9717.76,9,6,9873,5368.98,48.8649,84.3889
4.12,1.9,11586.2,8110.08,9,8,16239,1613.53,24.4072,87.4037
3.71,2.2,11586.2,8304.64,9,8,16239,1613.53,24.4072,87.4037
2.58,2.46,11586.2,7680,9,8,16239,1613.53,24.4072,87.4037
3.82,3.11,11586.2,10281,9,8,16239,1613.53,24.4072,87.4037
4.75,3.22,11586.2,11458.6,9,8,16239,1613.53,24.4072,87.4037
2.04,4.3,11586.2,10895.4,9,8,16239,1613.53,24.4072,87.4037
1.81,4.62,11586.2,11315.2,9,8,16239,1613.53,24.4072,87.4037
0.04,3.91,11586.2,8663.04,5,8,11608,11379.5,120.569,80.4665
0.41,0.26,11586.2,7618.56,6,5,4108,10496.1,115.66,80.647
2.22,1.85,11586.2,9850.88,9,7,11839,3015.83,32.5649,86.1513
1.15,2.82,11586.2,8130.56,8,8,14281,2416.77,35.4238,85.7859
1.08,1.68,11586.2,11305,7,7,8173,3984.33,59.9906,83.498
4.39,4.21,11586.2,8806.4,9,9,22235,1186.46,20.6461,88.1305
0.07,2.65,11586.2,6574.08,5,8,11608,11379.5,120.569,80.4665
0.63,0.53,11586.2,11264,7,5,4600,10037.1,88.2151,81.8234
1.04,2.08,11586.2,10649.6,8,7,9881,3630.74,43.9802,84.8463
2.74,4.15,11586.2,11305,9,8,16239,1613.53,24.4072,87.4037
3.87,2.82,11586.2,9738.24,9,8,16239,1613.53,24.4072,87.4037
3.07,3.66,11586.2,10639.4,9,8,16239,1613.53,24.4072,87.4037
1,1.88,11586.2,9748.48,8,7,9881,3630.74,43.9802,84.8463
4.32,0.82,11586.2,11141.1,9,6,9873,5368.98,48.8649,84.3889
0.78,3.91,11586.2,11202.6,7,8,12573,3520.19,52.7312,84.0582
2.62,0.17,11586.2,8151.04,8,5,6308,9472.11,73.0466,82.6428
1.85,3.25,11586.2,10444.8,8,8,14281,2416.77,35.4238,85.7859
3.7,2.47,11586.2,8847.36,9,8,16239,1613.53,24.4072,87.4037
3.64,2.74,11586.2,9338.88,9,8,16239,1613.53,24.4072,87.4037
3.11,3.98,11586.2,11335.7,9,8,16239,1613.53,24.4072,87.4037
0.51,4.47,11586.2,11243.5,7,8,12573,3520.19,52.7312,84.0582
1.87,4.12,11586.2,10352.6,9,8,16239,1613.53,24.4072,87.4037
4.38,2.56,11586.2,9728,9,8,16239,1613.53,24.4072,87.4037
0.9,5.14,11586.2,7106.56,8,9,20277,1807.6,31.9312,86.2367
1.23,4.85,11586.2,7485.44,8,9,20277,1807.6,31.9312,86.2367
1.43,4.22,11586.2,11571.2,8,8,14281,2416.77,35.4238,85.7859
1.27,4.55,11586.2,7260.16,8,9,20277,1807.6,31.9312,86.2367
3.16,3.98,11586.2,11386.9,9,8,16239,1613.53,24.4072,87.4037
1.87,0.65,11586.2,9154.56,8,6,7915,6161.85,60.2045,83.4825
2.93,0.94,11586.2,9850.88,8,7,9881,3630.74,43.9802,84.8463
2.37,2.31,11586.2,7157.76,9,8,16239,1613.53,24.4072,87.4037
4.25,5.51,11586.2,9994.24,9,9,22235,1186.46,20.6461,88.1305
5.47,0.53,11586.2,9943.04,9,6,9873,5368.98,48.8649,84.3889
4.63,4.4,11586.2,9246.72,9,9,22235,1186.46,20.6461,88.1305
5.48,2.99,11586.2,8929.28,10,8,21071,1496.21,18.0568,88.7124
2.27,3.38,11586.2,11571.2,8,8,14281,2416.77,35.4238,85.7859
0.62,1.06,11586.2,11223,7,6,6207,6060.43,76.992,82.4144
0.03,4.56,11586.2,9830.4,5,8,11608,11379.5,120.569,80.4665
3.85,3.38,11586.2,10864.6,9,8,16239,1613.53,24.4072,87.4037
3.74,4.92,11586.2,8867.84,9,9,22235,1186.46,20.6461,88.1305
4.5,2.06,11586.2,8826.88,9,8,16239,1613.53,24.4072,87.4037
5.42,0.17,11586.2,8335.36,9,5,8266,9269.12,61.5563,83.3861
1.05,5.3,11586.2,7577.6,8,9,20277,1807.6,31.9312,86.2367
2.59,0.93,11586.2,9113.6,8,7,9881,3630.74,43.9802,84.8463
3.62,4.82,11586.2,8642.56,9,9,22235,1186.46,20.6461,88.1305
0.61,5.13,11586.2,7751.68,7,9,18569,2800.28,48.7127,84.4024
4.72,0.51,11586.2,9011.2,9,6,9873,5368.98,48.8649,84.3889
3.86,3.16,11586.2,10424.3,9,8,16239,1613.53,24.4072,87.4037
4.62,1.11,11586.2,9277.44,9,7,11839,3015.83,32.5649,86.1513
5.1,2.42,11586.2,10178.6,9,8,16239,1613.53,24.4072,87.4037
3.24,0.5,11586.2,10731.5,8,6,7915,6161.85,60.2045,83.4825
3.76,4.44,11586.2,8396.8,9,9,22235,1186.46,20.6461,88.1305
2.11,5.24,11586.2,7526.4,9,9,22235,1186.46,20.6461,88.1305
0.04,4.37,11586.2,9605.12,5,8,11608,11379.5,120.569,80.4665
0.35,5.13,11586.2,6686.72,7,9,18569,2800.28,48.7127,84.4024
5.27,3.49,11586.2,8970.24,9,9,22235,1186.46,20.6461,88.1305
3.05,2.97,11586.2,9205.76,9,8,16239,1613.53,24.4072,87.4037
3.23,0.16,11586.2,9236.48,8,5,6308,9472.11,73.0466,82.6428
0.89,0.75,11586.2,9789.44,7,6,6207,6060.43,76.992,82.4144
2.43,1.62,11586.2,9123.84,9,7,11839,3015.83,32.5649,86.1513
5.35,4.38,11586.2,9963.52,9,9,22235,1186.46,20.6461,88.1305
0.82,3.45,11586.2,10424.3,7,8,12573,3520.19,52.7312,84.0582
4.88,4.11,11586.2,9205.76,9,9,22235,1186.46,20.6461,88.1305
0.87,4.28,11586.2,10547.2,8,8,14281,2416.77,35.4238,85.7859
3.7,0.61,11586.2,8785.92,9,6,9873,5368.98,48.8649,84.3889
1.31,0.27,11586.2,9789.44,7,5,4600,10037.1,88.2151,81.8234
1.69,4.41,11586.2,10762.2,9,8,16239,1613.53,24.4072,87.4037
4.37,2.57,11586.2,9738.24,9,8,16239,1613.53,24.4072,87.4037
4.7,3.56,11586.2,8458.24,9,9,22235,1186.46,20.6461,88.1305
2.73,1.11,11586.2,10137.6,8,7,9881,3630.74,43.9802,84.8463
2.28,4.29,11586.2,11120.6,9,8,16239,1613.53,24.4072,87.4037
3.6,5.09,11586.2,8898.56,9,9,22235,1186.46,20.6461,88.1305
3.61,0.43,11586.2,10915.8,8,6,7915,6161.85,60.2045,83.4825
2.08,0.34,11586.2,9830.4,8,5,6308,9472.11,73.0466,82.6428
3.97,3.87,11586.2,8028.16,9,9,22235,1186.46,20.6461,88.1305
2.98,5.09,11586.2,8263.68,9,9,22235,1186.46,20.6461,88.1305
1.11,4.58,11586.2,6963.2,8,9,20277,1807.6,31.9312,86.2367
2.51,1.62,11586.2,9205.76,9,7,11839,3015.83,32.5649,86.1513
1.17,2.24,11586.2,11571.2,8,7,9881,3630.74,43.9802,84.8463
0.6,5.21,11586.2,7792.64,7,9,18569,2800.28,48.7127,84.4024
2.98,3.83,11586.2,10895.4,9,8,16239,1613.53,24.4072,87.4037
1.41,2.28,11586.2,7557.12,8,8,14281,2416.77,35.4238,85.7859
4.47,5.39,11586.2,10096.6,9,9,22235,1186.46,20.6461,88.1305
1.73,3.76,11586.2,11243.5,8,8,14281,2416.77,35.4238,85.7859
1.84,4.2,11586.2,10485.8,9,8,16239,1613.53,24.4072,87.4037
1.42,3.54,11586.2,10158.1,8,8,14281,2416.77,35.4238,85.7859
1.39,2.65,11586.2,8273.92,8,8,14281,2416.77,35.4238,85.7859
2.32,2.51,11586.2,7516.16,9,8,16239,1613.53,24.4072,87.4037
5.35,5.46,11586.2,11069.4,9,9,22235,1186.46,20.6461,88.1305
0.29,2.53,11586.2,11550.7,7,7,8173,3984.33,59.9906,83.498
4.15,2.62,11586.2,9615.36,9,8,16239,1613.53,24.4072,87.4037
3.06,4.57,11586.2,7813.12,9,9,22235,1186.46,20.6461,88.1305
3.12,4.16,11586.2,7454.72,9,9,22235,1186.46,20.6461,88.1305
1.72,1.89,11586.2,11264,8,7,9881,3630.74,43.9802,84.8463
3.72,0.48,11586.2,11550.7,8,6,7915,6161.85,60.2045,83.4825
0.74,0.81,11586.2,9666.56,7,6,6207,6060.43,76.992,82.4144
1.76,0.54,11586.2,8028.16,8,6,7915,6161.85,60.2045,83.4825
2.29,0.77,11586.2,10997.8,8,6,7915,6161.85,60.2045,83.4825
3.79,2.38,11586.2,8755.2,9,8,16239,1613.53,24.4072,87.4037
4.92,2.74,11586.2,10649.6,9,8,16239,1613.53,24.4072,87.4037
1.77,1.61,11586.2,10219.5,8,7,9881,3630.74,43.9802,84.8463
3.81,3.01,11586.2,10065.9,9,8,16239,1613.53,24.4072,87.4037
4.11,3.26,11586.2,10885.1,9,8,16239,1613.53,24.4072,87.4037
1.06,4.64,11586.2,6922.24,8,9,20277,1807.6,31.9312,86.2367
1.61,5.32,11586.2,8744.96,8,9,20277,1807.6,31.9312,86.2367
3.06,1.43,11586.2,8990.72,9,7,11839,3015.83,32.5649,86.1513
4.94,4.97,11586.2,10147.8,9,9,22235,1186.46,20.6461,88.1305
4.09,1.97,11586.2,8222.72,9,8,16239,1613.53,24.4072,87.4037
1.41,2.87,11586.2,8765.44,8,8,14281,2416.77,35.4238,85.7859
4.01,4.04,11586.2,8243.2,9,9,22235,1186.46,20.6461,88.1305
3.67,4.4,11586.2,8263.68,9,9,22235,1186.46,20.6461,88.1305
0.06,0.53,11586.2,10649.6,4,5,3470,22987.5,239.631,77.4834
0.06,1.53,11586.2,7249.92,5,7,7208,11566.1,126.99,80.2411
2.93,2.95,11586.2,9041.92,9,8,16239,1613.53,24.4072,87.4037
2.33,4.37,11586.2,11335.7,9,8,16239,1613.53,24.4072,87.4037
1.79,0.25,11586.2,11427.8,7,5,4600,10037.1,88.2151,81.8234
4.96,4.55,11586.2,9738.24,9,9,22235,1186.46,20.6461,88.1305
1.14,2.96,11586.2,10731.5,7,8,12573,3520.19,52.7312,84.0582
3.77,4.03,11586.2,7987.2,9,9,22235,1186.46,20.6461,88.1305
0.1,1.39,11586.2,7331.84,5,7,7208,11566.1,126.99,80.2411
2.8,1.04,11586.2,9994.24,8,7,9881,3630.74,43.9802,84.8463
3.27,0.03,11586.2,10776.3,10,0,10092,62077.9,236.104,77.5478
2.33,0.47,11586.2,8622.08,8,6,7915,6161.85,60.2045,83.4825
4.99,2.48,11586.2,10188.8,9,8,16239,1613.53,24.4072,87.4037
1.66,0.71,11586.2,9216,8,6,7915,6161.85,60.2045,83.4825
1.1,2.64,11586.2,7659.52,8,8,14281,2416.77,35.4238,85.7859
2.87,0.58,11586.2,10629.1,8,6,7915,6161.85,60.2045,83.4825
1.07,5.23,11586.2,7546.88,8,9,20277,1807.6,31.9312,86.2367
4.6,5.51,11586.2,10352.6,9,9,22235,1186.46,20.6461,88.1305
4.23,0.23,11586.2,8099.84,9,5,8266,9269.12,61.5563,83.3861
5.31,0.77,11586.2,8591.36,9,7,11839,3015.83,32.5649,86.1513
0.09,0.37,11586.2,7536.64,5,5,3635,14645,153.098,79.4291
5.13,4.28,11586.2,9635.84,9,9,22235,1186.46,20.6461,88.1305
3.26,4,11586.2,11530.2,9,8,16239,1613.53,24.4072,87.4037
4.83,5.04,11586.2,10106.9,9,9,22235,1186.46,20.6461,88.1305
0.5,1.7,11586.2,9011.2,7,7,8173,3984.33,59.9906,83.498
2.52,3.75,11586.2,10260.5,9,8,16239,1613.53,24.4072,87.4037
1.71,2.82,11586.2,9277.44,8,8,14281,2416.77,35.4238,85.7859
3.86,4.53,11586.2,8591.36,9,9,22235,1186.46,20.6461,88.1305
1.84,3.08,11586.2,10076.2,8,8,14281,2416.77,35.4238,85.7859
4.38,2.11,11586.2,8806.4,9,8,16239,1613.53,24.4072,87.4037
3.28,3.76,11586.2,11059.2,9,8,16239,1613.53,24.4072,87.4037
3.26,2.12,11586.2,7680,9,8,16239,1613.53,24.4072,87.4037
0.12,4.08,11586.2,9338.88,6,8,12081,5753.57,79.5389,82.273
0.2,1.54,11586.2,7946.24,6,7,7681,7425.55,87.5116,81.8582
1.62,5.52,11586.2,8970.24,8,9,20277,1807.6,31.9312,86.2367
0.96,2.25,11586.2,11182.1,8,7,9881,3630.74,43.9802,84.8463
5.18,1.44,11586.2,11202.6,9,7,11839,3015.83,32.5649,86.1513
3.24,3.12,11586.2,9707.52,9,8,16239,1613.53,24.4072,87.4037
1.26,3.22,11586.2,9175.04,8,8,14281,2416.77,35.4238,85.7859
0.11,2.89,11586.2,6819.84,6,8,12081,5753.57,79.5389,82.273
4.79,2.45,11586.2,9922.56,9,8,16239,1613.53,24.4072,87.4037
2.02,5.37,11586.2,7567.36,9,9,22235,1186.46,20.6461,88.1305
2.57,5.47,11586.2,8232.96,9,9,22235,1186.46,20.6461,88.1305
2.01,2.39,11586.2,9011.2,8,8,14281,2416.77,35.4238,85.7859
0.03,0.99,11586.2,9093.12,4,6,5077,21137.4,230.076,77.6601
2.23,2.74,11586.2,10178.6,8,8,14281,2416.77,35.4238,85.7859
1.15,1.91,11586.2,10178.6,8,7,9881,3630.74,43.9802,84.8463
4.16,1.07,11586.2,8642.56,9,7,11839,3015.83,32.5649,86.1513
4.76,1.92,11586.2,8806.4,9,8,16239,1613.53,24.4072,87.4037
1.39,2.67,11586.2,8314.88,8,8,14281,2416.77,35.4238,85.7859
1.74,4.31,11586.2,10608.6,9,8,16239,1613.53,24.4072,87.4037
2.51,1.77,11586.2,9820.16,9,7,11839,3015.83,32.5649,86.1513
0.61,2.72,11586.2,8069.12,7,8,12573,3520.19,52.7312,84.0582
2.23,2.77,11586.2,10240,8,8,14281,2416.77,35.4238,85.7859
1.7,1.01,11586.2,11100.2,7,7,8173,3984.33,59.9906,83.498
1.62,0.67,11586.2,8806.4,8,6,7915,6161.85,60.2045,83.4825
0.97,3.79,11586.2,9748.48,8,8,14281,2416.77,35.4238,85.7859
2.83,2.39,11586.2,7792.64,9,8,16239,1613.53,24.4072,87.4037
5.29,1.11,11586.2,9963.52,9,7,11839,3015.83,32.5649,86.1513
5.53,0.01,11586.2,8696.73,9,0,5260,62461.9,241.766,77.4449
1.64,4.03,11586.2,9932.8,9,8,16239,1613.53,24.4072,87.4037
2.79,5.13,11586.2,8110.08,9,9,22235,1186.46,20.6461,88.1305
4.85,4.52,11586.2,9594.88,9,9,22235,1186.46,20.6461,88.1305
1.01,4.32,11586.2,10915.8,8,8,14281,2416.77,35.4238,85.7859
1.39,5.15,11586.2,8120.32,8,9,20277,1807.6,31.9312,86.2367
0.84,3.1,11586.2,9789.44,7,8,12573,3520.19,52.7312,84.0582
3.11,3.75,11586.2,10864.6,9,8,16239,1613.53,24.4072,87.4037
0.22,3.59,11586.2,8253.44,7,8,12573,3520.19,52.7312,84.0582
0.11,4.75,11586.2,11530.2,5,8,11608,11379.5,120.569,80.4665
5.47,4.37,11586.2,10076.2,9,9,22235,1186.46,20.6461,88.1305
2.05,1.79,11586.2,11530.2,8,7,9881,3630.74,43.9802,84.8463
4.42,4.23,11586.2,8857.6,9,9,22235,1186.46,20.6461,88.1305
3.87,1.33,11586.2,9410.56,9,7,11839,3015.83,32.5649,86.1513
1.84,0.87,11586.2,10895.4,8,6,7915,6161.85,60.2045,83.4825
5.53,0.39,11586.2,8857.6,9,6,9873,5368.98,48.8649,84.3889
4.72,1.89,11586.2,8704,9,8,16239,1613.53,24.4072,87.4037
1.45,4.32,11586.2,10332.2,9,8,16239,1613.53,24.4072,87.4037
4.36,3.54,11586.2,8089.6,9,9,22235,1186.46,20.6461,88.1305
4.93,5.53,11586.2,10711,9,9,22235,1186.46,20.6461,88.1305
4.45,0.59,11586.2,9390.08,9,6,9873,5368.98,48.8649,84.3889
4.67,5.16,11586.2,10065.9,9,9,22235,1186.46,20.6461,88.1305
5.52,2.06,11586.2,9871.36,9,8,16239,1613.53,24.4072,87.4037
2.42,3.81,11586.2,10281,9,8,16239,1613.53,24.4072,87.4037
1.74,4.87,11586.2,6768.64,9,9,22235,1186.46,20.6461,88.1305
0.55,0.53,11586.2,10936.3,7,5,4600,10037.1,88.2151,81.8234
0.42,4.17,11586.2,10260.5,7,8,12573,3520.19,52.7312,84.0582
2.58,0.11,11586.2,8888.32,8,4,5568,20265.2,126.102,80.2716
1.47,4.6,11586.2,7720.96,8,9,20277,1807.6,31.9312,86.2367
1.09,3.73,11586.2,9871.36,8,8,14281,2416.77,35.4238,85.7859
4.67,2.87,11586.2,10659.8,9,8,16239,1613.53,24.4072,87.4037
0.7,0.6,11586.2,7782.4,7,6,6207,6060.43,76.992,82.4144
0.65,1.48,11586.2,8724.48,7,7,8173,3984.33,59.9906,83.498
5.38,0.4,11586.2,8785.92,9,6,9873,5368.98,48.8649,84.3889
2.86,0.48,11586.2,9789.44,8,6,7915,6161.85,60.2045,83.4825
1.08,2.32,11586.2,6963.2,8,8,14281,2416.77,35.4238,85.7859
2.31,4.59,11586.2,7065.6,9,9,22235,1186.46,20.6461,88.1305
3.36,1.78,11586.2,10731.5,9,7,11839,3015.83,32.5649,86.1513
1.24,3.37,11586.2,9441.28,8,8,14281,2416.77,35.4238,85.7859
3.96,1.3,11586.2,9379.84,9,7,11839,3015.83,32.5649,86.1513
3.37,2.03,11586.2,7608.32,9,8,16239,1613.53,24.4072,87.4037
2.75,2.37,11586.2,7669.76,9,8,16239,1613.53,24.4072,87.4037
1.49,1.86,11586.2,10670.1,8,7,9881,3630.74,43.9802,84.8463
1.98,1.4,11586.2,9789.44,8,7,9881,3630.74,43.9802,84.8463
0.1,1.88,11586.2,9338.88,5,7,7208,11566.1,126.99,80.2411
4.54,2.23,11586.2,9216,9,8,16239,1613.53,24.4072,87.4037
4.76,1.63,11586.2,11550.7,9,7,11839,3015.83,32.5649,86.1513
3.12,5.06,11586.2,8376.32,9,9,22235,1186.46,20.6461,88.1305
5.35,5.53,11586.2,11141.1,9,9,22235,1186.46,20.6461,88.1305
4.15,2.3,11586.2,8960,9,8,16239,1613.53,24.4072,87.4037
4.96,1.87,11586.2,8908.8,9,8,16239,1613.53,24.4072,87.4037
3.19,3.65,11586.2,10741.8,9,8,16239,1613.53,24.4072,87.4037
1.11,5.08,11586.2,7475.2,8,9,20277,1807.6,31.9312,86.2367
4.94,5.12,11586.2,10301.4,9,9,22235,1186.46,20.6461,88.1305
0.76,3.43,11586.2,10137.6,7,8,12573,3520.19,52.7312,84.0582
1.98,1.59,11586.2,10567.7,8,7,9881,3630.74,43.9802,84.8463
1.25,5.48,11586.2,8171.52,8,9,20277,1807.6,31.9312,86.2367
0.82,2.22,11586.2,7905.28,7,8,12573,3520.19,52.7312,84.0582
0.83,0.05,11586.2,9953.28,7,2,2597,77127.5,300.035,76.5071
0.85,3.19,11586.2,10014.7,7,8,12573,3520.19,52.7312,84.0582
4.56,5.51,11586.2,10311.7,9,9,22235,1186.46,20.6461,88.1305
0.02,5.54,11586.2,6000.64,5,9,17604,10757.7,116.258,80.6246
1.92,1.48,11586.2,9994.24,8,7,9881,3630.74,43.9802,84.8463
0.14,1.43,11586.2,8151.04,5,7,7208,11566.1,126.99,80.2411
0.24,2.23,11586.2,11100.2,6,7,7681,7425.55,87.5116,81.8582
5.33,4.68,11586.2,10250.2,9,9,22235,1186.46,20.6461,88.1305
0.95,1.91,11586.2,9768.96,8,7,9881,3630.74,43.9802,84.8463
0.6,5.24,11586.2,7823.36,7,9,18569,2800.28,48.7127,84.4024
0.02,2.79,11586.2,6041.6,5,8,11608,11379.5,120.569,80.4665
1.9,4.07,11586.2,10281,9,8,16239,1613.53,24.4072,87.4037
2.33,1.11,11586.2,9318.4,8,7,9881,3630.74,43.9802,84.8463
2.01,1.71,11586.2,11120.6,8,7,9881,3630.74,43.9802,84.8463
4.41,2.57,11586.2,9779.2,9,8,16239,1613.53,24.4072,87.4037
2.02,2.5,11586.2,9256.96,8,8,14281,2416.77,35.4238,85.7859
2.38,0.43,11586.2,8396.8,8,6,7915,6161.85,60.2045,83.4825
0.01,1.58,11586.2,7127.04,3,7,6890,20972.1,179.871,78.7292
2.11,2.56,11586.2,9564.16,8,8,14281,2416.77,35.4238,85.7859
3.04,4.93,11586.2,8161.28,9,9,22235,1186.46,20.6461,88.1305
0.25,4.05,11586.2,9318.4,7,8,12573,3520.19,52.7312,84.0582
1.56,4.49,11586.2,10793,9,8,16239,1613.53,24.4072,87.4037
1.21,1.06,11586.2,9297.92,7,7,8173,3984.33,59.9906,83.498
0.13,2.89,11586.2,6983.68,6,8,12081,5753.57,79.5389,82.273
4.27,1.18,11586.2,9205.76,9,7,11839,3015.83,32.5649,86.1513
2.11,3.48,11586.2,11448.3,8,8,14281,2416.77,35.4238,85.7859
0.01,4.07,11586.2,8663.04,4,8,11443,22137.6,206.218,78.1356
0.58,4.58,11586.2,7065.6,7,9,18569,2800.28,48.7127,84.4024
3.34,0.32,11586.2,8663.04,9,5,8266,9269.12,61.5563,83.3861
4.9,4.28,11586.2,9400.32,9,9,22235,1186.46,20.6461,88.1305
4.18,1.07,11586.2,8663.04,9,7,11839,3015.83,32.5649,86.1513
0.03,2.14,11586.2,9748.48,4,7,7043,23809.5,213.565,77.9835
5.19,2.22,11586.2,9861.12,9,8,16239,1613.53,24.4072,87.4037
4.51,0.69,11586.2,10270.7,9,6,9873,5368.98,48.8649,84.3889
4.02,5.19,11586.2,9431.04,9,9,22235,1186.46,20.6461,88.1305
4.12,3.56,11586.2,11509.8,9,8,16239,1613.53,24.4072,87.4037
1.69,2.86,11586.2,9318.4,8,8,14281,2416.77,35.4238,85.7859
3.33,5.08,11586.2,8611.84,9,9,22235,1186.46,20.6461,88.1305
4.31,1.52,11586.2,10639.4,9,7,11839,3015.83,32.5649,86.1513
1.5,5.16,11586.2,8355.84,8,9,20277,1807.6,31.9312,86.2367
4.59,1.81,11586.2,8407.04,9,8,16239,1613.53,24.4072,87.4037
5.37,5.45,11586.2,11079.7,9,9,22235,1186.46,20.6461,88.1305
2.05,2.81,11586.2,9953.28,8,8,14281,2416.77,35.4238,85.7859
5.12,1.8,11586.2,8929.28,9,8,16239,1613.53,24.4072,87.4037
1.38,5.54,11586.2,8499.2,8,9,20277,1807.6,31.9312,86.2367
4.97,3.11,11586.2,11458.6,9,8,16239,1613.53,24.4072,87.4037
3.9,0.13,11586.2,10117.1,8,5,6308,9472.11,73.0466,82.6428
3.17,5.54,11586.2,8919.04,9,9,22235,1186.46,20.6461,88.1305
5.05,4.06,11586.2,9328.64,9,9,22235,1186.46,20.6461,88.1305
3.52,5.1,11586.2,8826.88,9,9,22235,1186.46,20.6461,88.1305
5.22,3.3,11586.2,8724.48,9,9,22235,1186.46,20.6461,88.1305
5.1,2.55,11586.2,10444.8,9,8,16239,1613.53,24.4072,87.4037
2.66,1.85,11586.2,10301.4,9,7,11839,3015.83,32.5649,86.1513
4.58,1.85,11586.2,8478.72,9,8,16239,1613.53,24.4072,87.4037
4.94,2.76,11586.2,10711,9,8,16239,1613.53,24.4072,87.4037
0.92,4.82,11586.2,6819.84,8,9,20277,1807.6,31.9312,86.2367
2.93,3.49,11586.2,10147.8,9,8,16239,1613.53,24.4072,87.4037
3.34,4.29,11586.2,7813.12,9,9,22235,1186.46,20.6461,88.1305
0.79,2.33,11586.2,8007.68,7,8,12573,3520.19,52.7312,84.0582
1,0.78,11586.2,10485.8,7,6,6207,6060.43,76.992,82.4144
3,2.35,11586.2,7884.8,9,8,16239,1613.53,24.4072,87.4037
0.31,2.17,11586.2,11427.8,6,7,7681,7425.55,87.5116,81.8582
1.56,4.73,11586.2,11284.5,9,8,16239,1613.53,24.4072,87.4037
3.29,5.09,11586.2,8581.12,9,9,22235,1186.46,20.6461,88.1305
4.12,3.21,11586.2,10793,9,8,16239,1613.53,24.4072,87.4037
