c0,c1,Requested_tolerance,estimated_error,l0,l1,Total_retrieve_size,MaxErr,MSE,PSNR
1.92,4.08,11586.2,10321.9,9,8,16239,1613.53,24.4072,87.4037
1.63,2.03,11586.2,7495.68,8,8,14281,2416.77,35.4238,85.7859
5.01,3.77,11586.2,8990.72,9,9,22235,1186.46,20.6461,88.1305
0.73,3.9,11586.2,10977.3,7,8,12573,3520.19,52.7312,84.0582
2.04,5.09,11586.2,7301.12,9,9,22235,1186.46,20.6461,88.1305
1.19,4.57,11586.2,7116.8,8,9,20277,1807.6,31.9312,86.2367
1.28,4.41,11586.2,7137.28,8,9,20277,1807.6,31.9312,86.2367
0.55,4.83,11586.2,7198.72,7,9,18569,2800.28,48.7127,84.4024
0.87,1.25,11586.2,8683.52,7,7,8173,3984.33,59.9906,83.498
5.2,4.41,11586.2,9840.64,9,9,22235,1186.46,20.6461,88.1305
1.62,1.67,11586.2,10158.1,8,7,9881,3630.74,43.9802,84.8463
3.57,1.49,11586.2,9758.72,9,7,11839,3015.83,32.5649,86.1513
4.9,1.59,11586.2,11530.2,9,7,11839,3015.83,32.5649,86.1513
1.89,4.96,11586.2,7014.4,9,9,22235,1186.46,20.6461,88.1305
5.48,5.16,11586.2,10895.4,9,9,22235,1186.46,20.6461,88.1305
2.69,0.73,11586.2,11489.3,8,6,7915,6161.85,60.2045,83.4825
2.91,0.59,11586.2,10793,8,6,7915,6161.85,60.2045,83.4825
0.29,0.37,11586.2,10813.4,5,5,3635,14645,153.098,79.4291
4.57,5.23,11586.2,10035.2,9,9,22235,1186.46,20.6461,88.1305
2.12,4.24,11586.2,10854.4,9,8,16239,1613.53,24.4072,87.4037
4.75,0.12,11586.2,6830.08,9,5,8266,9269.12,61.5563,83.3861
3.85,2.77,11586.2,9615.36,9,8,16239,1613.53,24.4072,87.4037
2.16,1.84,11586.2,9748.48,9,7,11839,3015.83,32.5649,86.1513
1.13,4.19,11586.2,10895.4,8,8,14281,2416.77,35.4238,85.7859
5.49,0.96,11586.2,9553.92,9,7,11839,3015.83,32.5649,86.1513
0.6,0.17,11586.2,10485.8,6,4,3368,23240.5,168.937,79.0016
4.66,3.3,11586.2,11530.2,9,8,16239,1613.53,24.4072,87.4037
3.5,2.6,11586.2,8908.8,9,8,16239,1613.53,24.4072,87.4037
2.9,5.25,11586.2,8345.6,9,9,22235,1186.46,20.6461,88.1305
3.78,2.98,11586.2,9973.76,9,8,16239,1613.53,24.4072,87.4037
0.15,1.7,11586.2,9420.8,5,7,7208,11566.1,126.99,80.2411
3.17,5.32,11586.2,8693.76,9,9,22235,1186.46,20.6461,88.1305
0.25,2.73,11586.2,6615.04,7,8,12573,3520.19,52.7312,84.0582
0.84,3.4,11586.2,10403.8,7,8,12573,3520.19,52.7312,84.0582
3.4,0.86,11586.2,10485.8,8,7,9881,3630.74,43.9802,84.8463
5.51,4.15,11586.2,9891.84,9,9,22235,1186.46,20.6461,88.1305
0.81,5.18,11586.2,6963.2,8,9,20277,1807.6,31.9312,86.2367
1.38,0.21,11586.2,9093.12,7,5,4600,10037.1,88.2151,81.8234
2.67,4.28,11586.2,11499.5,9,8,16239,1613.53,24.4072,87.4037
4.06,1.12,11586.2,8744.96,9,7,11839,3015.83,32.5649,86.1513
0.43,0.08,11586.2,8765.44,6,3,2633,24864.6,176.566,78.8098
3.14,2.03,11586.2,11530.2,9,7,11839,3015.83,32.5649,86.1513
1.12,2.35,11586.2,7106.56,8,8,14281,2416.77,35.4238,85.7859
2.66,1.82,11586.2,10178.6,9,7,11839,3015.83,32.5649,86.1513
1.62,3.24,11586.2,9953.28,8,8,14281,2416.77,35.4238,85.7859
3.61,0.73,11586.2,9676.8,9,6,9873,5368.98,48.8649,84.3889
1.17,4.21,11586.2,11018.2,8,8,14281,2416.77,35.4238,85.7859
1.06,2.85,11586.2,10178.6,7,8,12573,3520.19,52.7312,84.0582
0.47,3.81,11586.2,9728,7,8,12573,3520.19,52.7312,84.0582
4.52,0.73,11586.2,10608.6,9,6,9873,5368.98,48.8649,84.3889
2.39,0.01,11586.2,7928.73,8,0,3302,61949.9,252.876,77.2498
2.37,4.91,11586.2,7454.72,9,9,22235,1186.46,20.6461,88.1305
5.02,4.67,11586.2,9922.56,9,9,22235,1186.46,20.6461,88.1305
5.51,5.53,11586.2,11305,9,9,22235,1186.46,20.6461,88.1305
4.94,0.79,11586.2,11530.2,9,6,9873,5368.98,48.8649,84.3889
1.69,4.63,11586.2,11212.8,9,8,16239,1613.53,24.4072,87.4037
4.37,2.41,11586.2,9410.56,9,8,16239,1613.53,24.4072,87.4037
0.53,1.19,11586.2,7045.12,7,7,8173,3984.33,59.9906,83.498
3.67,3.58,11586.2,11089.9,9,8,16239,1613.53,24.4072,87.4037
1.12,0.21,11586.2,11468.8,7,4,3860,20303.5,141.577,79.7689
3.28,2.58,11586.2,8642.56,9,8,16239,1613.53,24.4072,87.4037
1.88,0.37,11586.2,9912.32,8,5,6308,9472.11,73.0466,82.6428
4.05,0.81,11586.2,10782.7,9,6,9873,5368.98,48.8649,84.3889
3.18,1.35,11586.2,8785.92,9,7,11839,3015.83,32.5649,86.1513
2.24,2.07,11586.2,10772.5,9,7,11839,3015.83,32.5649,86.1513
1.82,1.08,11586.2,8151.04,8,7,9881,3630.74,43.9802,84.8463
1.12,2.53,11586.2,7475.2,8,8,14281,2416.77,35.4238,85.7859
4.56,0.61,11586.2,9666.56,9,6,9873,5368.98,48.8649,84.3889
1.79,2.09,11586.2,7946.24,8,8,14281,2416.77,35.4238,85.7859
1.04,0.96,11586.2,8192,7,7,8173,3984.33,59.9906,83.498
3.4,4.83,11586.2,8427.52,9,9,22235,1186.46,20.6461,88.1305
1.54,0.72,11586.2,9052.16,8,6,7915,6161.85,60.2045,83.4825
4.38,2.28,11586.2,9154.56,9,8,16239,1613.53,24.4072,87.4037
1.76,4.65,11586.2,11325.4,9,8,16239,1613.53,24.4072,87.4037
0.44,2.04,11586.2,10158.1,7,7,8173,3984.33,59.9906,83.498
4.9,0.92,11586.2,8785.92,9,7,11839,3015.83,32.5649,86.1513
5.43,0.4,11586.2,8837.12,9,6,9873,5368.98,48.8649,84.3889
1.55,4.05,11586.2,11468.8,8,8,14281,2416.77,35.4238,85.7859
1.81,2.47,11586.2,8765.44,8,8,14281,2416.77,35.4238,85.7859
1.15,3.75,11586.2,10035.2,8,8,14281,2416.77,35.4238,85.7859
4.11,5.33,11586.2,9666.56,9,9,22235,1186.46,20.6461,88.1305
3.06,1.87,11586.2,10793,9,7,11839,3015.83,32.5649,86.1513
4.63,3.72,11586.2,8550.4,9,9,22235,1186.46,20.6461,88.1305
0.99,4.02,11586.2,10260.5,8,8,14281,2416.77,35.4238,85.7859
0.53,0.82,11586.2,8888.32,7,6,6207,6060.43,76.992,82.4144
1.89,1.37,11586.2,9482.24,8,7,9881,3630.74,43.9802,84.8463
4.8,3.98,11586.2,8990.72,9,9,22235,1186.46,20.6461,88.1305
4.48,3.97,11586.2,8652.8,9,9,22235,1186.46,20.6461,88.1305
2.72,4.87,11586.2,7772.16,9,9,22235,1186.46,20.6461,88.1305
2.48,0.35,11586.2,10813.4,8,5,6308,9472.11,73.0466,82.6428
3.88,1.82,11586.2,11427.8,9,7,11839,3015.83,32.5649,86.1513
2.93,0.48,11586.2,9932.8,8,6,7915,6161.85,60.2045,83.4825
2.88,4.7,11586.2,7761.92,9,9,22235,1186.46,20.6461,88.1305
3.24,2.57,11586.2,8581.12,9,8,16239,1613.53,24.4072,87.4037
3.28,4.07,11586.2,7526.4,9,9,22235,1186.46,20.6461,88.1305
1.88,1.77,11586.2,11100.2,8,7,9881,3630.74,43.9802,84.8463
3.23,1.29,11586.2,8591.36,9,7,11839,3015.83,32.5649,86.1513
4.76,1.05,11586.2,9175.04,9,7,11839,3015.83,32.5649,86.1513
0.41,1.94,11586.2,11305,6,7,7681,7425.55,87.5116,81.8582
4.66,5.52,11586.2,10424.3,9,9,22235,1186.46,20.6461,88.1305
5.04,5.28,11586.2,10567.7,9,9,22235,1186.46,20.6461,88.1305
3.71,1.06,11586.2,8140.8,9,7,11839,3015.83,32.5649,86.1513
2.09,5.03,11586.2,7290.88,9,9,22235,1186.46,20.6461,88.1305
3.76,5.09,11586.2,9062.4,9,9,22235,1186.46,20.6461,88.1305
4.83,2.47,11586.2,10004.5,9,8,16239,1613.53,24.4072,87.4037
5.2,3.02,11586.2,11509.8,9,8,16239,1613.53,24.4072,87.4037
1.67,4.27,11586.2,10455,9,8,16239,1613.53,24.4072,87.4037
3.68,1.02,11586.2,7946.24,9,7,11839,3015.83,32.5649,86.1513
2.38,0.71,11586.2,10690.6,8,6,7915,6161.85,60.2045,83.4825
3.79,2.88,11586.2,9779.2,9,8,16239,1613.53,24.4072,87.4037
2.31,4.66,11586.2,7137.28,9,9,22235,1186.46,20.6461,88.1305
0.07,3.19,11586.2,7680,5,8,11608,11379.5,120.569,80.4665
0.74,2.49,11586.2,8130.56,7,8,12573,3520.19,52.7312,84.0582
2.53,5.38,11586.2,8099.84,9,9,22235,1186.46,20.6461,88.1305
2.96,1.02,11586.2,10240,8,7,9881,3630.74,43.9802,84.8463
1.49,1.1,11586.2,10608.6,7,7,8173,3984.33,59.9906,83.498
3.73,4.52,11586.2,8448,9,9,22235,1186.46,20.6461,88.1305
2.78,5.35,11586.2,8325.12,9,9,22235,1186.46,20.6461,88.1305
4.79,1.89,11586.2,8775.68,9,8,16239,1613.53,24.4072,87.4037
1.2,1.11,11586.2,9461.76,7,7,8173,3984.33,59.9906,83.498
4.26,3.68,11586.2,8130.56,9,9,22235,1186.46,20.6461,88.1305
3.75,0.5,11586.2,7936,9,6,9873,5368.98,48.8649,84.3889
4.13,5,11586.2,9349.12,9,9,22235,1186.46,20.6461,88.1305
5.1,5,11586.2,10342.4,9,9,22235,1186.46,20.6461,88.1305
0.13,0.51,11586.2,10485.8,5,5,3635,14645,153.098,79.4291
1.23,1.7,11586.2,9482.24,8,7,9881,3630.74,43.9802,84.8463
4.53,0.51,11586.2,8816.64,9,6,9873,5368.98,48.8649,84.3889
0.8,0.58,11586.2,8028.16,7,6,6207,6060.43,76.992,82.4144
2.28,3.08,11586.2,10977.3,8,8,14281,2416.77,35.4238,85.7859
1.23,0.94,11586.2,8888.32,7,7,8173,3984.33,59.9906,83.498
3.17,3.72,11586.2,10864.6,9,8,16239,1613.53,24.4072,87.4037
2.94,0.05,11586.2,9297.92,8,3,4833,26912.6,133.671,80.0185
5.18,4.54,11586.2,9953.28,9,9,22235,1186.46,20.6461,88.1305
1.5,1.68,11586.2,9953.28,8,7,9881,3630.74,43.9802,84.8463
2.97,2.05,11586.2,11438.1,9,7,11839,3015.83,32.5649,86.1513
4.14,0.23,11586.2,8007.68,9,5,8266,9269.12,61.5563,83.3861
0.44,3.51,11586.2,8990.72,7,8,12573,3520.19,52.7312,84.0582
3.27,5.16,11586.2,8632.32,9,9,22235,1186.46,20.6461,88.1305
3.37,0.78,11586.2,9840.64,9,6,9873,5368.98,48.8649,84.3889
0.02,3.6,11586.2,7700.48,5,8,11608,11379.5,120.569,80.4665
1.37,3.22,11586.2,9400.32,8,8,14281,2416.77,35.4238,85.7859
1.78,4.86,11586.2,6799.36,9,9,22235,1186.46,20.6461,88.1305
4.91,1.11,11586.2,9574.4,9,7,11839,3015.83,32.5649,86.1513
1.23,4.1,11586.2,10915.8,8,8,14281,2416.77,35.4238,85.7859
3.79,5.11,11586.2,9113.6,9,9,22235,1186.46,20.6461,88.1305
1.83,1.07,11586.2,8130.56,8,7,9881,3630.74,43.9802,84.8463
2.41,0.55,11586.2,9441.28,8,6,7915,6161.85,60.2045,83.4825
5.49,4.48,11586.2,10209.3,9,9,22235,1186.46,20.6461,88.1305
5.48,3.51,11586.2,9205.76,9,9,22235,1186.46,20.6461,88.1305
4.23,1.44,11586.2,10229.8,9,7,11839,3015.83,32.5649,86.1513
0.05,4.89,11586.2,10833.9,5,8,11608,11379.5,120.569,80.4665
0.36,1.68,11586.2,9830.4,6,7,7681,7425.55,87.5116,81.8582
1.31,3.21,11586.2,9256.96,8,8,14281,2416.77,35.4238,85.7859
1.57,4.47,11586.2,10762.2,9,8,16239,1613.53,24.4072,87.4037
3.18,3.43,11586.2,10281,9,8,16239,1613.53,24.4072,87.4037
2.65,0.15,11586.2,7884.8,8,5,6308,9472.11,73.0466,82.6428
1.05,0.01,11586.2,7334.81,7,0,1594,62973.9,267.733,77.0018
5.06,3.57,11586.2,8837.12,9,9,22235,1186.46,20.6461,88.1305
0.09,1.82,11586.2,8929.28,5,7,7208,11566.1,126.99,80.2411
0.73,3.03,11586.2,9195.52,7,8,12573,3520.19,52.7312,84.0582
0.43,0.63,11586.2,6922.24,7,6,6207,6060.43,76.992,82.4144
0.45,1.47,11586.2,7864.32,7,7,8173,3984.33,59.9906,83.498
1.44,0.31,11586.2,10977.3,7,5,4600,10037.1,88.2151,81.8234
4.19,2.22,11586.2,8837.12,9,8,16239,1613.53,24.4072,87.4037
0.33,4.08,11586.2,9707.52,7,8,12573,3520.19,52.7312,84.0582
3.53,3.79,11586.2,11376.6,9,8,16239,1613.53,24.4072,87.4037
4.71,3.83,11586.2,8744.96,9,9,22235,1186.46,20.6461,88.1305
4.78,0.24,11586.2,8826.88,9,5,8266,9269.12,61.5563,83.3861
3.51,1.77,11586.2,10844.2,9,7,11839,3015.83,32.5649,86.1513
3.73,2.18,11586.2,8284.16,9,8,16239,1613.53,24.4072,87.4037
0.67,3.96,11586.2,10854.4,7,8,12573,3520.19,52.7312,84.0582
3.24,0.12,11586.2,10567.7,8,4,5568,20265.2,126.102,80.2716
2.7,3.62,11586.2,10178.6,9,8,16239,1613.53,24.4072,87.4037
0.57,3.55,11586.2,9605.12,7,8,12573,3520.19,52.7312,84.0582
4.81,4.08,11586.2,9103.36,9,9,22235,1186.46,20.6461,88.1305
1.04,2.82,11586.2,10035.2,7,8,12573,3520.19,52.7312,84.0582
3.8,4.33,11586.2,8325.12,9,9,22235,1186.46,20.6461,88.1305
0.49,3.57,11586.2,9318.4,7,8,12573,3520.19,52.7312,84.0582
1.29,1.42,11586.2,11100.2,7,7,8173,3984.33,59.9906,83.498
3.12,2.08,11586.2,7454.72,9,8,16239,1613.53,24.4072,87.4037
4.72,3.01,11586.2,10997.8,9,8,16239,1613.53,24.4072,87.4037
1.94,0.27,11586.2,8396.8,8,5,6308,9472.11,73.0466,82.6428
3.02,1.53,11586.2,9359.36,9,7,11839,3015.83,32.5649,86.1513
2.41,3.51,11586.2,9656.32,9,8,16239,1613.53,24.4072,87.4037
3.75,1.45,11586.2,9779.2,9,7,11839,3015.83,32.5649,86.1513
1.63,1.15,11586.2,11386.9,7,7,8173,3984.33,59.9906,83.498
3.77,5.13,11586.2,9113.6,9,9,22235,1186.46,20.6461,88.1305
5.1,0.76,11586.2,11448.3,9,6,9873,5368.98,48.8649,84.3889
3.54,0.75,11586.2,9768.96,9,6,9873,5368.98,48.8649,84.3889
2.01,1.64,11586.2,10833.9,8,7,9881,3630.74,43.9802,84.8463
0.61,4.97,11586.2,7587.84,7,9,18569,2800.28,48.7127,84.4024
4.19,4.02,11586.2,8407.04,9,9,22235,1186.46,20.6461,88.1305
0.92,4,11586.2,10076.2,8,8,14281,2416.77,35.4238,85.7859
2.32,1.89,11586.2,10117.1,9,7,11839,3015.83,32.5649,86.1513
3.02,0.24,11586.2,10117.1,8,5,6308,9472.11,73.0466,82.6428
5.16,4.47,11586.2,9861.12,9,9,22235,1186.46,20.6461,88.1305
2.95,5.03,11586.2,8171.52,9,9,22235,1186.46,20.6461,88.1305
5.22,1.91,11586.2,9256.96,9,8,16239,1613.53,24.4072,87.4037
5.36,2.79,11586.2,11202.6,9,8,16239,1613.53,24.4072,87.4037
0.61,3.02,11586.2,8683.52,7,8,12573,3520.19,52.7312,84.0582
2.68,2.24,11586.2,7331.84,9,8,16239,1613.53,24.4072,87.4037
0.03,5.24,11586.2,11223,5,8,11608,11379.5,120.569,80.4665
1.76,4.77,11586.2,11571.2,9,8,16239,1613.53,24.4072,87.4037
0.18,4.64,11586.2,10977.3,6,8,12081,5753.57,79.5389,82.273
2.55,3.35,11586.2,9472,9,8,16239,1613.53,24.4072,87.4037
1.09,0.49,11586.2,8478.72,7,6,6207,6060.43,76.992,82.4144
3.32,4.44,11586.2,7946.24,9,9,22235,1186.46,20.6461,88.1305
5.34,2.39,11586.2,10362.9,9,8,16239,1613.53,24.4072,87.4037
5.39,3.97,11586.2,9584.64,9,9,22235,1186.46,20.6461,88.1305
1.63,0.08,11586.2,9297.92,7,4,3860,20303.5,141.577,79.7689
4.45,0.65,11586.2,9881.6,9,6,9873,5368.98,48.8649,84.3889
0.5,0.7,11586.2,7782.4,7,6,6207,6060.43,76.992,82.4144
0.56,3.83,11586.2,10137.6,7,8,12573,3520.19,52.7312,84.0582
0.21,2.38,11586.2,11468.8,6,7,7681,7425.55,87.5116,81.8582
4.29,4.02,11586.2,8509.44,9,9,22235,1186.46,20.6461,88.1305
3.75,5.25,11586.2,9216,9,9,22235,1186.46,20.6461,88.1305
0.47,1.75,11586.2,9093.12,7,7,8173,3984.33,59.9906,83.498
3.09,3.66,11586.2,10659.8,9,8,16239,1613.53,24.4072,87.4037
2.23,1.15,11586.2,9277.44,8,7,9881,3630.74,43.9802,84.8463
1.73,5.51,11586.2,9185.28,8,9,20277,1807.6,31.9312,86.2367
1.1,4.85,11586.2,7219.2,8,9,20277,1807.6,31.9312,86.2367
3.75,3.7,11586.2,11417.6,9,8,16239,1613.53,24.4072,87.4037
1.82,1.67,11586.2,10567.7,8,7,9881,3630.74,43.9802,84.8463
5.15,4.17,11586.2,9543.68,9,9,22235,1186.46,20.6461,88.1305
0.96,1.23,11586.2,8970.24,7,7,8173,3984.33,59.9906,83.498
2.44,1.21,11586.2,9953.28,8,7,9881,3630.74,43.9802,84.8463
5.07,3.04,11586.2,11417.6,9,8,16239,1613.53,24.4072,87.4037
3.53,0.48,11586.2,11161.6,8,6,7915,6161.85,60.2045,83.4825
2.98,1.12,11586.2,10690.6,8,7,9881,3630.74,43.9802,84.8463
3.23,4.43,11586.2,7843.84,9,9,22235,1186.46,20.6461,88.1305
1.09,4.13,11586.2,10690.6,8,8,14281,2416.77,35.4238,85.7859
3.57,1.25,11586.2,8775.68,9,7,11839,3015.83,32.5649,86.1513
2.92,5.17,11586.2,8284.16,9,9,22235,1186.46,20.6461,88.1305
0.4,1.41,11586.2,7413.76,7,7,8173,3984.33,59.9906,83.498
3.1,3.89,11586.2,11141.1,9,8,16239,1613.53,24.4072,87.4037
4.74,1.39,11586.2,10547.2,9,7,11839,3015.83,32.5649,86.1513
0.92,0.65,11586.2,9093.12,7,6,6207,6060.43,76.992,82.4144
0.82,4.76,11586.2,11427.8,8,8,14281,2416.77,35.4238,85.7859
3.98,0.89,11586.2,11366.4,9,6,9873,5368.98,48.8649,84.3889
3.92,0.06,11586.2,9994.24,8,4,5568,20265.2,126.102,80.2716
4.2,2.6,11586.2,9625.6,9,8,16239,1613.53,24.4072,87.4037
5.37,2.5,11586.2,10618.9,9,8,16239,1613.53,24.4072,87.4037
4.08,1.22,11586.2,9175.04,9,7,11839,3015.83,32.5649,86.1513
5.36,5.43,11586.2,11049,9,9,22235,1186.46,20.6461,88.1305
0.43,4.3,11586.2,10567.7,7,8,12573,3520.19,52.7312,84.0582
4.84,0.4,11586.2,11509.8,9,5,8266,9269.12,61.5563,83.3861
3.48,5.21,11586.2,8898.56,9,9,22235,1186.46,20.6461,88.1305
1.36,3.67,11586.2,10301.4,8,8,14281,2416.77,35.4238,85.7859
0.47,4.45,11586.2,11038.7,7,8,12573,3520.19,52.7312,84.0582
2.21,4.13,11586.2,10721.3,9,8,16239,1613.53,24.4072,87.4037
5.22,5.31,11586.2,10782.7,9,9,22235,1186.46,20.6461,88.1305
4.08,1.5,11586.2,10321.9,9,7,11839,3015.83,32.5649,86.1513
5.29,3.62,11586.2,9123.84,9,9,22235,1186.46,20.6461,88.1305
2.94,3,11586.2,9154.56,9,8,16239,1613.53,24.4072,87.4037
3.37,5.5,11586.2,9082.88,9,9,22235,1186.46,20.6461,88.1305
4.94,1.34,11586.2,10547.2,9,7,11839,3015.83,32.5649,86.1513
4.41,1.43,11586.2,10373.1,9,7,11839,3015.83,32.5649,86.1513
1.6,0.05,11586.2,9830.4,7,3,3125,26912.6,148.697,79.5558
4.95,3.16,11586.2,11540.5,9,8,16239,1613.53,24.4072,87.4037
2.17,4.7,11586.2,7034.88,9,9,22235,1186.46,20.6461,88.1305
4.41,0.26,11586.2,8775.68,9,5,8266,9269.12,61.5563,83.3861
2.9,2.19,11586.2,7454.72,9,8,16239,1613.53,24.4072,87.4037
4.97,1.68,11586.2,8529.92,9,8,16239,1613.53,24.4072,87.4037
0.6,0.58,11586.2,7208.96,7,6,6207,6060.43,76.992,82.4144
4.6,0.93,11586.2,8519.68,9,7,11839,3015.83,32.5649,86.1513
0.99,1.35,11586.2,9584.64,7,7,8173,3984.33,59.9906,83.498
1.55,0.7,11586.2,8908.8,8,6,7915,6161.85,60.2045,83.4825
0.71,3.17,11586.2,9400.32,7,8,12573,3520.19,52.7312,84.0582
1.7,4.98,11586.2,6840.32,9,9,22235,1186.46,20.6461,88.1305
5.1,0.32,11586.2,10465.3,9,5,8266,9269.12,61.5563,83.3861
0.61,4.33,11586.2,11366.4,7,8,12573,3520.19,52.7312,84.0582
1.32,0.37,11586.2,11468.8,7,5,4600,10037.1,88.2151,81.8234
5.11,3.14,11586.2,9047.04,10,8,21071,1496.21,18.0568,88.7124
2.13,2.99,11586.2,10485.8,8,8,14281,2416.77,35.4238,85.7859
1.49,0.13,11586.2,10362.9,7,4,3860,20303.5,141.577,79.7689
1.04,3.74,11586.2,9789.44,8,8,14281,2416.77,35.4238,85.7859
5.19,3.27,11586.2,8663.04,9,9,22235,1186.46,20.6461,88.1305
0.19,4.21,11586.2,10178.6,6,8,12081,5753.57,79.5389,82.273
1.58,2.13,11586.2,7598.08,8,8,14281,2416.77,35.4238,85.7859
4.64,2.22,11586.2,9297.92,9,8,16239,1613.53,24.4072,87.4037
4.92,0.45,11586.2,8724.48,9,6,9873,5368.98,48.8649,84.3889
2.78,0.32,11586.2,10936.3,8,5,6308,9472.11,73.0466,82.6428
1.49,1.05,11586.2,10403.8,7,7,8173,3984.33,59.9906,83.498
1.17,0.41,11586.2,11509.8,7,5,4600,10037.1,88.2151,81.8234
3.26,0.36,11586.2,9625.6,8,6,7915,6161.85,60.2045,83.4825
4.14,0.38,11586.2,10465.3,9,5,8266,9269.12,61.5563,83.3861
3.98,5.23,11586.2,9431.04,9,9,22235,1186.46,20.6461,88.1305
1.06,1.61,11586.2,10936.3,7,7,8173,3984.33,59.9906,83.498
4.44,1.21,11586.2,9502.72,9,7,11839,3015.83,32.5649,86.1513
1.19,3.81,11586.2,10240,8,8,14281,2416.77,35.4238,85.7859
5.51,0.71,11586.2,11458.6,9,6,9873,5368.98,48.8649,84.3889
2.56,2.61,11586.2,7966.72,9,8,16239,1613.53,24.4072,87.4037
4.06,2.19,11586.2,8642.56,9,8,16239,1613.53,24.4072,87.4037
5.53,5.54,11586.2,11335.7,9,9,22235,1186.46,20.6461,88.1305
3.46,2.96,11586.2,9605.12,9,8,16239,1613.53,24.4072,87.4037
4.01,0.7,11586.2,9840.64,9,6,9873,5368.98,48.8649,84.3889
3.22,0.82,11586.2,9953.28,8,7,9881,3630.74,43.9802,84.8463
1.51,5.13,11586.2,8345.6,8,9,20277,1807.6,31.9312,86.2367
3.48,2.54,11586.2,8765.44,9,8,16239,1613.53,24.4072,87.4037
1.65,2.37,11586.2,8232.96,8,8,14281,2416.77,35.4238,85.7859
0.45,2.26,11586.2,11100.2,7,7,8173,3984.33,59.9906,83.498
5.22,4.89,11586.2,10352.6,9,9,22235,1186.46,20.6461,88.1305
3.41,4.45,11586.2,8048.64,9,9,22235,1186.46,20.6461,88.1305
0.87,0.6,11586.2,8478.72,7,6,6207,6060.43,76.992,82.4144
4.9,2.1,11586.2,9318.4,9,8,16239,1613.53,24.4072,87.4037
0.85,2.32,11586.2,8232.96,7,8,12573,3520.19,52.7312,84.0582
5.01,2.38,11586.2,10004.5,9,8,16239,1613.53,24.4072,87.4037
4.91,5.25,11586.2,10403.8,9,9,22235,1186.46,20.6461,88.1305
5.23,3.39,11586.2,8826.88,9,9,22235,1186.46,20.6461,88.1305
4.02,2.6,11586.2,9441.28,9,8,16239,1613.53,24.4072,87.4037
3.63,2.18,11586.2,8181.76,9,8,16239,1613.53,24.4072,87.4037
0.38,0.89,11586.2,10403.8,6,6,5715,9662.01,103.663,81.1226
3.45,0.99,11586.2,11120.6,8,7,9881,3630.74,43.9802,84.8463
4.53,3.2,11586.2,11192.3,9,8,16239,1613.53,24.4072,87.4037
2.75,1.88,11586.2,10516.5,9,7,11839,3015.83,32.5649,86.1513
5.54,4.17,11586.2,9943.04,9,9,22235,1186.46,20.6461,88.1305
5.5,0.19,11586.2,8744.96,9,5,8266,9269.12,61.5563,83.3861
2.42,4.28,11586.2,11243.5,9,8,16239,1613.53,24.4072,87.4037
0.54,3.31,11586.2,8990.72,7,8,12573,3520.19,52.7312,84.0582
4.77,2.89,11586.2,10803.2,9,8,16239,1613.53,24.4072,87.4037
4.24,5.06,11586.2,9523.2,9,9,22235,1186.46,20.6461,88.1305
2.41,0.07,11586.2,7229.44,8,4,5568,20265.2,126.102,80.2716
4.8,0.59,11586.2,9748.48,9,6,9873,5368.98,48.8649,84.3889
4.39,5.01,11586.2,9625.6,9,9,22235,1186.46,20.6461,88.1305
1.42,4.1,11586.2,11305,8,8,14281,2416.77,35.4238,85.7859
1.43,4.86,11586.2,7905.28,8,9,20277,1807.6,31.9312,86.2367
0.19,1.09,11586.2,10485.8,6,6,5715,9662.01,103.663,81.1226
3.09,5.32,11586.2,8611.84,9,9,22235,1186.46,20.6461,88.1305
2.02,0.27,11586.2,8560.64,8,5,6308,9472.11,73.0466,82.6428
3.57,1.05,11586.2,7956.48,9,7,11839,3015.83,32.5649,86.1513
1.37,1.41,11586.2,11386.9,7,7,8173,3984.33,59.9906,83.498
0.49,0.35,11586.2,9748.48,6,5,4108,10496.1,115.66,80.647
1.14,2.93,11586.2,8335.36,8,8,14281,2416.77,35.4238,85.7859
4.22,0.3,11586.2,9236.48,9,5,8266,9269.12,61.5563,83.3861
1.38,2.11,11586.2,11468.8,8,7,9881,3630.74,43.9802,84.8463
1.43,1.92,11586.2,10793,8,7,9881,3630.74,43.9802,84.8463
1.8,2.17,11586.2,8130.56,8,8,14281,2416.77,35.4238,85.7859
3.8,1.12,11586.2,8478.72,9,7,11839,3015.83,32.5649,86.1513
0.27,2.41,11586.2,10977.3,7,7,8173,3984.33,59.9906,83.498
2.83,4.91,11586.2,7925.76,9,9,22235,1186.46,20.6461,88.1305
0.79,4.17,11586.2,10158.1,8,8,14281,2416.77,35.4238,85.7859
5.24,4.09,11586.2,9553.92,9,9,22235,1186.46,20.6461,88.1305
0.07,4.14,11586.2,9625.6,5,8,11608,11379.5,120.569,80.4665
4.59,2.68,11586.2,10188.8,9,8,16239,1613.53,24.4072,87.4037
2.62,5.31,11586.2,8120.32,9,9,22235,1186.46,20.6461,88.1305
4.55,1.13,11586.2,9287.68,9,7,11839,3015.83,32.5649,86.1513
0.3,5.11,11586.2,6461.44,7,9,18569,2800.28,48.7127,84.4024
0.76,0.91,11586.2,10567.7,7,6,6207,6060.43,76.992,82.4144
3.88,4.66,11586.2,8744.96,9,9,22235,1186.46,20.6461,88.1305
1.4,2.4,11586.2,7782.4,8,8,14281,2416.77,35.4238,85.7859
2.7,3.35,11586.2,9625.6,9,8,16239,1613.53,24.4072,87.4037
