c0,c1,c2,Requested_tolerance,estimated_error,l0,l1,l2,Total_retrieve_size,MaxErr,MSE,PSNR
1.78,1.34,4.75,99.5348,99.22,19,13,12,78639708,21.7656,23.1992,86.3048
1.8,1.5,2.63,99.5348,97.96,19,14,11,67291238,33.8516,65.5543,81.7935
0.16,2.06,0.6,99.5348,95.84,15,14,9,43056945,114.562,877.291,70.5281
1.81,3.96,3.59,99.5348,75.09,19,15,12,82509091,15.2812,16.9407,87.6702
4.12,2.43,2.61,99.5348,95.3,20,15,11,69548750,33.3359,64.3158,81.8763
0.86,0.69,0.39,99.5348,62.68,18,13,9,42033986,119.676,867.679,70.5759
2.77,4.38,0.73,99.5348,56.865,20,16,10,59308022,53.8535,243.125,76.1012
4.21,0.15,4.46,99.5348,83.065,20,11,12,75337105,57.8003,123.452,79.0445
1.39,0.63,1.9,99.5348,73.66,18,13,11,65090455,34.7197,70.8591,81.4555
2.08,5.45,2.2,99.5348,94.28,19,15,11,69254294,32.8359,64.3899,81.8713
0.86,2.97,2.14,99.5348,82.08,18,15,11,68959838,33.3359,64.4894,81.8646
2.04,3.56,0.2,99.5348,67.48,19,15,8,37047034,217.441,3251.07,64.8392
2.08,2.38,0.75,99.5348,59.6,19,15,10,57050510,54.647,243.346,76.0972
2.35,2.54,0.74,99.5348,59.87,19,15,10,57050510,54.647,243.346,76.0972
3.99,4.82,1.97,99.5348,84.315,20,15,11,69548750,33.3359,64.3158,81.8763
1.12,3.97,0.77,99.5348,67.4,18,15,10,56756054,55.397,243.614,76.0925
3.07,1.24,0.59,99.5348,98.43,19,13,9,42328442,119.176,867.74,70.5756
0.33,2.85,0.83,99.5348,67.16,16,15,10,56167142,56.772,247.14,76.0301
4.82,0.57,3.42,99.5348,66.25,20,13,12,78934164,21.2656,23.1589,86.3123
2.45,3.05,0.27,99.5348,98.42,18,14,8,34789522,220.215,3253.38,64.8361
1.64,0.86,1.56,99.5348,65.32,19,13,11,65384911,34.3447,70.7806,81.4604
0.33,3.59,4.79,99.5348,93.64,16,15,12,81625723,17.6133,20.4928,86.8435
4.27,1.58,3.2,99.5348,65.975,20,14,12,80840491,16.2617,18.2167,87.3548
4.05,4.74,1.49,99.5348,59.185,20,16,11,71511806,32.8672,63.9597,81.9004
5.49,4.95,0.53,99.5348,90.385,20,15,9,46492281,115.406,860.997,70.6095
