c0,c1,c2,Requested_tolerance,estimated_error,l0,l1,l2,Total_retrieve_size,MaxErr,MSE,PSNR
0.16,2.06,0.6,3.012e-06,2.85625e-06,15,16,12,25170016,3.84182e-06,2.63759e-13,75.3637
5.53,5.36,1.6,3.012e-06,2.24724e-06,20,17,14,36683385,9.61842e-07,1.95116e-14,86.6728
0.69,0.83,2.09,3.012e-06,2.86698e-06,17,14,14,32562999,1.42511e-06,3.3718e-14,84.2971
1.95,2.95,2.14,3.012e-06,2.86043e-06,18,16,14,35092766,9.8017e-07,2.03476e-14,86.4906
3.3,0.14,4.03,3.012e-06,2.55406e-06,19,12,15,36118373,3.10481e-06,2.1125e-13,76.3278
4.12,2.43,2.61,3.012e-06,2.84016e-06,20,17,14,36683385,9.61842e-07,1.95116e-14,86.6728
3.95,3.3,5.12,3.012e-06,2.95252e-06,19,17,15,41857924,4.88556e-07,5.56883e-15,92.1181
1.33,2.37,2.76,3.012e-06,1.9604e-06,18,16,15,40457497,5.60651e-07,6.32244e-15,91.5669
0.57,0.74,0.1,3.012e-06,2.3675e-06,16,14,10,15762791,1.483e-05,3.09728e-12,64.6659
4.54,0.43,0.77,3.012e-06,1.94639e-06,20,14,13,28257341,2.15959e-06,8.82443e-14,80.1189
1,0.75,2.79,3.012e-06,1.74761e-06,18,15,15,39271162,7.45162e-07,8.99457e-15,90.0359
2.01,2.64,0.15,3.012e-06,1.89364e-06,18,16,11,21863335,7.38859e-06,9.64148e-13,69.7343
1.78,1.34,4.75,3.012e-06,3.01003e-06,18,15,15,39271162,7.45162e-07,8.99457e-15,90.0359
1.61,3.83,0.71,3.012e-06,1.90675e-06,18,17,13,31432112,1.87019e-06,7.4764e-14,80.8388
1.8,1.5,2.63,3.012e-06,2.97308e-06,18,16,14,35092766,9.8017e-07,2.03476e-14,86.4906
4.8,2.68,2.38,3.012e-06,2.98023e-06,20,16,14,35471816,9.76444e-07,2.02207e-14,86.5178
1.64,0.86,1.56,3.012e-06,1.99556e-06,18,15,14,33906431,1.10288e-06,2.29402e-14,85.9698
2.35,0.51,1.97,3.012e-06,2.50518e-06,18,14,14,32750514,1.42511e-06,3.34466e-14,84.3322
0.58,4.46,4.85,3.012e-06,2.98262e-06,16,17,15,41295179,6.05591e-07,7.41747e-15,90.8732
5.49,4.95,0.53,3.012e-06,2.77549e-06,19,17,12,27126887,3.68297e-06,2.55793e-13,75.4969
2.4,0.47,4.69,3.012e-06,2.82764e-06,18,14,15,38115245,9.88057e-07,1.93411e-14,86.7109
4.88,4.36,4.42,3.012e-06,2.77281e-06,19,17,15,41857924,4.88556e-07,5.56883e-15,92.1181
4.75,2.72,2.51,3.012e-06,2.78875e-06,20,17,14,36683385,9.61842e-07,1.95116e-14,86.6728
4.21,0.15,4.46,3.012e-06,2.82437e-06,19,12,15,36118373,3.10481e-06,2.1125e-13,76.3278
1.81,3.96,3.59,3.012e-06,2.2918e-06,18,17,15,41669066,5.03457e-07,5.64805e-15,92.0568
3.24,0.36,1.49,3.012e-06,1.86086e-06,19,14,14,32939372,1.45491e-06,3.33096e-14,84.3501
1,0.96,3.17,3.012e-06,2.02894e-06,18,15,15,39271162,7.45162e-07,8.99457e-15,90.0359
1.61,3.2,5.51,3.012e-06,1.74314e-06,19,17,16,47488545,2.93722e-07,1.6094e-15,97.5091
1.23,5.34,4.93,3.012e-06,2.74241e-06,18,18,15,42895360,4.96624e-07,5.47237e-15,92.194
5.18,3.48,4.91,3.012e-06,2.83331e-06,20,17,15,42048116,5.03457e-07,5.53947e-15,92.1411
1.27,5.38,4.66,3.012e-06,2.9391e-06,18,17,15,41669066,5.03457e-07,5.64805e-15,92.0568
2.08,2.38,0.75,3.012e-06,2.05994e-06,19,16,13,30409401,1.8402e-06,7.53368e-14,80.8057
